airport,month,avg_arr_delay,avg_dep_delay,delay_band,flight_count,top3_causes
CHA,9,-10.48,-4.92,basso,263,"[('Carrier', 1013.0)]"
CHA,9,31.08,34.79,medio,24,"[('Carrier', 1013.0)]"
CHA,10,246.25,257.0,alto,4,"[('Carrier', 513.0)]"
CHA,10,-11.39,-3.72,basso,290,"[('Carrier', 513.0)]"
CHA,10,25.38,31.65,medio,26,"[('Carrier', 513.0)]"
CHA,11,219.62,224.85,alto,13,"[('Carrier', 1136.0)]"
CHA,11,-10.54,-5.13,basso,308,"[('Carrier', 1136.0)]"
CHA,11,22.52,28.56,medio,27,"[('Carrier', 1136.0)]"
CHA,12,143.34,146.45,alto,29,"[('Carrier', 1836.0)]"
CHA,12,-9.85,-3.27,basso,222,"[('Carrier', 1836.0)]"
CHA,12,24.05,29.0,medio,39,"[('Carrier', 1836.0)]"
CHO,1,141.4,148.1,alto,10,"[('Carrier', 912.0)]"
CHO,1,-7.75,-5.92,basso,107,"[('Carrier', 912.0)]"
CHO,1,27.56,31.11,medio,9,"[('Carrier', 912.0)]"
CHO,2,224.0,206.67,alto,3,"[('Carrier', 444.0)]"
CHO,2,-9.13,-5.6,basso,117,"[('Carrier', 444.0)]"
CHO,2,16.33,21.33,medio,3,"[('Carrier', 444.0)]"
CHO,3,97.67,108.33,alto,3,"[('Carrier', 232.0)]"
CHO,3,-15.51,-5.63,basso,117,"[('Carrier', 232.0)]"
CHO,3,34.2,33.0,medio,5,"[('Carrier', 232.0)]"
CHO,4,235.2,238.4,alto,5,"[('Carrier', 676.0)]"
CHO,4,-9.45,-5.31,basso,127,"[('Carrier', 676.0)]"
CHO,4,38.94,38.63,medio,16,"[('Carrier', 676.0)]"
CHO,5,133.53,138.94,alto,17,"[('Carrier', 1139.0)]"
CHO,5,-8.93,-3.73,basso,136,"[('Carrier', 1139.0)]"
CHO,5,25.67,29.2,medio,15,"[('Carrier', 1139.0)]"
CHO,6,322.0,328.5,alto,6,"[('Carrier', 533.0)]"
CHO,6,-11.79,-4.11,basso,117,"[('Carrier', 533.0)]"
CHO,6,26.63,38.5,medio,8,"[('Carrier', 533.0)]"
CHO,7,180.14,184.36,alto,14,"[('Carrier', 1244.0)]"
CHO,7,-7.61,-3.97,basso,94,"[('Carrier', 1244.0)]"
CHO,7,26.53,32.13,medio,15,"[('Carrier', 1244.0)]"
CHO,8,122.13,132.94,alto,16,"[('Carrier', 763.0)]"
CHO,8,-8.26,-4.11,basso,101,"[('Carrier', 763.0)]"
CHO,8,45.14,38.71,medio,14,"[('Carrier', 763.0)]"
CHO,9,247.0,254.63,alto,8,"[('Carrier', 1518.0)]"
CHO,9,-10.23,-5.6,basso,107,"[('Carrier', 1518.0)]"
CHO,9,31.56,34.56,medio,9,"[('Carrier', 1518.0)]"
CHO,10,133.0,130.5,alto,6,"[('Carrier', 561.0)]"
CHO,10,-7.63,-4.81,basso,151,"[('Carrier', 561.0)]"
CHO,10,31.94,29.65,medio,17,"[('Carrier', 561.0)]"
CHO,11,202.8,213.6,alto,5,"[('Carrier', 871.0)]"
CHO,11,-10.19,-5.11,basso,129,"[('Carrier', 871.0)]"
CHO,11,22.29,25.86,medio,7,"[('Carrier', 871.0)]"
CHO,12,153.47,153.0,alto,17,"[('Carrier', 1100.0)]"
CHO,12,-11.96,-3.8,basso,95,"[('Carrier', 1100.0)]"
CHO,12,23.4,27.2,medio,15,"[('Carrier', 1100.0)]"
CHS,1,151.71,155.78,alto,76,"[('Carrier', 2803.0)]"
CHS,1,-10.34,-3.89,basso,689,"[('Carrier', 2803.0)]"
CHS,1,31.77,35.76,medio,79,"[('Carrier', 2803.0)]"
CHS,2,173.05,180.05,alto,37,"[('Carrier', 2839.0)]"
CHS,2,-10.01,-4.57,basso,740,"[('Carrier', 2839.0)]"
CHS,2,22.59,29.81,medio,79,"[('Carrier', 2839.0)]"
CHS,3,153.79,159.13,alto,61,"[('Carrier', 3124.0)]"
CHS,3,-9.64,-3.95,basso,826,"[('Carrier', 3124.0)]"
CHS,3,22.5,29.91,medio,111,"[('Carrier', 3124.0)]"
CHS,4,136.09,138.54,alto,68,"[('Carrier', 2759.0)]"
CHS,4,-8.57,-3.84,basso,935,"[('Carrier', 2759.0)]"
CHS,4,24.56,29.93,medio,117,"[('Carrier', 2759.0)]"
CHS,5,174.64,171.28,alto,105,"[('Carrier', 8129.0)]"
CHS,5,-7.46,-3.37,basso,931,"[('Carrier', 8129.0)]"
CHS,5,29.17,31.88,medio,151,"[('Carrier', 8129.0)]"
CHS,6,177.74,177.69,alto,87,"[('Carrier', 7517.0)]"
CHS,6,-7.8,-3.33,basso,958,"[('Carrier', 7517.0)]"
CHS,6,28.31,31.52,medio,170,"[('Carrier', 7517.0)]"
CHS,7,163.78,164.07,alto,148,"[('Carrier', 9497.0)]"
CHS,7,-6.08,-3.01,basso,934,"[('Carrier', 9497.0)]"
CHS,7,32.82,32.83,medio,179,"[('Carrier', 9497.0)]"
CHS,8,133.47,135.4,alto,105,"[('Carrier', 4284.0)]"
CHS,8,-7.93,-3.81,basso,917,"[('Carrier', 4284.0)]"
CHS,8,27.86,31.03,medio,143,"[('Carrier', 4284.0)]"
CHS,9,140.74,142.05,alto,43,"[('Carrier', 2550.0)]"
CHS,9,-9.73,-4.79,basso,958,"[('Carrier', 2550.0)]"
CHS,9,30.62,31.31,medio,103,"[('Carrier', 2550.0)]"
CHS,10,209.89,215.11,alto,35,"[('Carrier', 4805.0)]"
CHS,10,-10.52,-4.48,basso,1033,"[('Carrier', 4805.0)]"
CHS,10,19.56,29.09,medio,70,"[('Carrier', 4805.0)]"
CHS,11,137.8,148.17,alto,30,"[('Carrier', 2469.0)]"
CHS,11,-8.01,-4.24,basso,889,"[('Carrier', 2469.0)]"
CHS,11,24.62,29.08,medio,73,"[('Carrier', 2469.0)]"
CHS,12,140.72,143.47,alto,79,"[('Carrier', 4650.0)]"
CHS,12,-6.96,-3.0,basso,774,"[('Carrier', 4650.0)]"
CHS,12,26.39,32.19,medio,107,"[('Carrier', 4650.0)]"
CID,1,228.4,230.3,alto,50,"[('Carrier', 3767.0)]"
CID,1,-7.02,-2.7,basso,215,"[('Carrier', 3767.0)]"
CID,1,25.63,32.6,medio,35,"[('Carrier', 3767.0)]"
CID,2,244.67,262.78,alto,9,"[('Carrier', 353.0)]"
CID,2,-15.25,-5.45,basso,244,"[('Carrier', 353.0)]"
CID,2,25.48,32.44,medio,27,"[('Carrier', 353.0)]"
CID,3,147.75,155.1,alto,20,"[('Carrier', 1374.0)]"
CID,3,-15.29,-5.63,basso,299,"[('Carrier', 1374.0)]"
CID,3,19.86,31.79,medio,28,"[('Carrier', 1374.0)]"
CID,4,158.75,161.85,alto,20,"[('Carrier', 1527.0)]"
CID,4,-9.24,-4.8,basso,254,"[('Carrier', 1527.0)]"
CID,4,29.38,29.29,medio,24,"[('Carrier', 1527.0)]"
CID,5,184.39,180.96,alto,46,"[('Carrier', 2955.0)]"
CID,5,-6.49,-4.53,basso,239,"[('Carrier', 2955.0)]"
CID,5,26.38,27.11,medio,37,"[('Carrier', 2955.0)]"
CID,6,165.4,166.33,alto,30,"[('Carrier', 2080.0)]"
CID,6,-4.09,-4.03,basso,274,"[('Carrier', 2080.0)]"
CID,6,33.07,36.31,medio,45,"[('Carrier', 2080.0)]"
CID,7,209.31,206.0,alto,32,"[('Carrier', 3244.0)]"
CID,7,-5.39,-4.2,basso,290,"[('Carrier', 3244.0)]"
CID,7,39.0,33.83,medio,47,"[('Carrier', 3244.0)]"
CID,8,196.48,199.37,alto,27,"[('Carrier', 1832.0)]"
CID,8,-3.81,-4.37,basso,305,"[('Carrier', 1832.0)]"
CID,8,33.81,30.11,medio,47,"[('Carrier', 1832.0)]"
CID,9,82.67,93.11,alto,9,"[('Carrier', 657.0)]"
CID,9,-9.45,-5.35,basso,343,"[('Carrier', 657.0)]"
CID,9,26.57,33.07,medio,30,"[('Carrier', 657.0)]"
CID,10,151.84,159.0,alto,19,"[('Carrier', 1493.0)]"
CID,10,-9.6,-5.09,basso,332,"[('Carrier', 1493.0)]"
CID,10,23.27,24.38,medio,26,"[('Carrier', 1493.0)]"
CID,11,108.73,113.53,alto,15,"[('Carrier', 1295.0)]"
CID,11,-7.33,-4.19,basso,295,"[('Carrier', 1295.0)]"
CID,11,30.05,34.29,medio,21,"[('Carrier', 1295.0)]"
CID,12,151.28,157.16,alto,25,"[('Carrier', 1176.0)]"
CID,12,-8.97,-2.63,basso,262,"[('Carrier', 1176.0)]"
CID,12,20.14,29.36,medio,50,"[('Carrier', 1176.0)]"
CIU,1,195.4,206.0,alto,5,"[('Carrier', 670.0)]"
CIU,1,-10.68,-3.91,basso,22,"[('Carrier', 670.0)]"
CIU,1,10.0,35.0,medio,1,"[('Carrier', 670.0)]"
CIU,2,281.0,301.2,alto,5,"[('Carrier', 1508.0)]"
CIU,2,-11.07,-4.5,basso,28,"[('Carrier', 1508.0)]"
CIU,2,17.25,32.5,medio,4,"[('Carrier', 1508.0)]"
CIU,3,279.0,302.5,alto,2,"[('Carrier', 21.0)]"
CIU,3,-11.89,-4.79,basso,19,"[('Carrier', 21.0)]"
CIU,4,159.2,175.6,alto,5,"[('Carrier', 820.0)]"
CIU,4,-12.24,-5.56,basso,25,"[('Carrier', 820.0)]"
CIU,5,292.5,299.5,alto,2,"[('Carrier', 594.0)]"
CIU,5,-12.88,-3.88,basso,24,"[('Carrier', 594.0)]"
CIU,5,17.0,18.0,medio,1,"[('Carrier', 594.0)]"
CIU,6,322.0,316.25,alto,4,"[('Carrier', 1254.0)]"
CIU,6,-10.79,-5.89,basso,19,"[('Carrier', 1254.0)]"
CIU,6,25.67,21.67,medio,3,"[('Carrier', 1254.0)]"
CIU,7,83.0,81.0,alto,1,"[('Carrier', 137.0)]"
CIU,7,-4.69,-3.69,basso,26,"[('Carrier', 137.0)]"
CIU,7,29.33,35.33,medio,3,"[('Carrier', 137.0)]"
CIU,8,-2.23,-4.62,basso,26,"[('Carrier', 51.0)]"
CIU,8,40.5,42.0,medio,2,"[('Carrier', 51.0)]"
CIU,9,118.5,123.17,alto,6,"[('Carrier', 532.0)]"
CIU,9,-12.59,-4.24,basso,29,"[('Carrier', 532.0)]"
CIU,10,100.0,113.5,alto,2,"[('Carrier', 201.0)]"
CIU,10,-9.96,-4.69,basso,26,"[('Carrier', 201.0)]"
CIU,10,36.5,44.0,medio,2,"[('Carrier', 201.0)]"
CIU,11,-11.68,-5.96,basso,25,"[('Carrier', 89.0)]"
CIU,11,41.5,43.0,medio,2,"[('Carrier', 89.0)]"
CIU,12,179.89,184.56,alto,9,"[('Carrier', 1673.0)]"
CIU,12,-4.33,-3.42,basso,12,"[('Carrier', 1673.0)]"
CIU,12,35.5,46.0,medio,2,"[('Carrier', 1673.0)]"
CKB,1,-4.71,-4.71,basso,7,[]
CKB,2,-14.2,-6.2,basso,5,"[('Weather', 11.0)]"
CKB,2,26.0,24.0,medio,1,"[('Weather', 11.0)]"
CKB,3,105.0,110.5,alto,2,"[('Carrier', 11.0)]"
CKB,3,-8.89,-0.89,basso,9,"[('Carrier', 11.0)]"
CKB,4,96.0,104.0,alto,1,"[('Carrier', 115.0)]"
CKB,4,-8.0,-0.25,basso,8,"[('Carrier', 115.0)]"
CKB,4,23.0,37.0,medio,1,"[('Carrier', 115.0)]"
CKB,5,115.0,104.0,alto,1,"[('Carrier', 64.0)]"
CKB,5,2.5,2.67,basso,6,"[('Carrier', 64.0)]"
CKB,5,23.75,27.75,medio,4,"[('Carrier', 64.0)]"
CKB,6,79.0,84.0,alto,1,"[('Carrier', 6.0)]"
CKB,6,-10.0,-6.91,basso,11,"[('Carrier', 6.0)]"
CKB,6,40.67,35.0,medio,3,"[('Carrier', 6.0)]"
CKB,7,484.0,482.5,alto,2,"[('Carrier', 727.0)]"
CKB,7,-9.44,-5.56,basso,9,"[('Carrier', 727.0)]"
CKB,7,27.83,28.33,medio,6,"[('Carrier', 727.0)]"
CKB,8,197.0,204.0,alto,1,"[('Carrier', 28.0)]"
CKB,8,-1.6,1.0,basso,5,"[('Carrier', 28.0)]"
CKB,8,35.5,37.5,medio,2,"[('Carrier', 28.0)]"
CKB,9,-11.67,-6.33,basso,3,"[('Carrier', 24.0)]"
CKB,9,21.5,24.0,medio,2,"[('Carrier', 24.0)]"
CKB,10,-0.5,2.5,basso,2,[]
CKB,10,4.0,16.0,medio,1,[]
CKB,11,79.0,78.0,alto,1,"[('Carrier', 40.0)]"
CKB,11,-9.5,4.5,basso,2,"[('Carrier', 40.0)]"
CKB,11,12.0,17.0,medio,1,"[('Carrier', 40.0)]"
CKB,12,-4.8,0.2,basso,5,"[('Carrier', 9.0)]"
CKB,12,22.0,22.0,medio,1,"[('Carrier', 9.0)]"
CLE,1,182.47,184.24,alto,123,"[('Carrier', 9577.0)]"
CLE,1,-9.63,-3.88,basso,1257,"[('Carrier', 9577.0)]"
CLE,1,27.85,31.27,medio,206,"[('Carrier', 9577.0)]"
CLE,2,139.3,149.39,alto,44,"[('Carrier', 2831.0)]"
CLE,2,-15.07,-4.7,basso,1299,"[('Carrier', 2831.0)]"
CLE,2,18.67,30.07,medio,122,"[('Carrier', 2831.0)]"
CLE,3,126.31,132.15,alto,122,"[('Carrier', 5629.0)]"
CLE,3,-11.85,-4.08,basso,1411,"[('Carrier', 5629.0)]"
CLE,3,24.56,31.93,medio,188,"[('Carrier', 5629.0)]"
CLE,4,145.12,151.18,alto,103,"[('Carrier', 6313.0)]"
CLE,4,-10.85,-3.88,basso,1400,"[('Carrier', 6313.0)]"
CLE,4,24.38,31.99,medio,167,"[('Carrier', 6313.0)]"
CLE,5,148.69,150.8,alto,137,"[('Carrier', 7047.0)]"
CLE,5,-7.83,-3.29,basso,1495,"[('Carrier', 7047.0)]"
CLE,5,27.74,31.48,medio,202,"[('Carrier', 7047.0)]"
CLE,6,148.65,154.88,alto,150,"[('Carrier', 10993.0)]"
CLE,6,-8.08,-2.68,basso,1426,"[('Carrier', 10993.0)]"
CLE,6,25.73,31.27,medio,248,"[('Carrier', 10993.0)]"
CLE,7,159.2,167.05,alto,199,"[('Carrier', 14604.0)]"
CLE,7,-7.18,-2.97,basso,1451,"[('Carrier', 14604.0)]"
CLE,7,27.91,32.59,medio,257,"[('Carrier', 14604.0)]"
CLE,8,165.3,176.33,alto,123,"[('Carrier', 10114.0)]"
CLE,8,-8.31,-3.33,basso,1446,"[('Carrier', 10114.0)]"
CLE,8,27.14,31.34,medio,227,"[('Carrier', 10114.0)]"
CLE,9,156.15,162.4,alto,53,"[('Carrier', 3403.0)]"
CLE,9,-11.04,-4.58,basso,1529,"[('Carrier', 3403.0)]"
CLE,9,27.46,30.9,medio,112,"[('Carrier', 3403.0)]"
CLE,10,134.27,143.88,alto,52,"[('Carrier', 3986.0)]"
CLE,10,-11.53,-4.7,basso,1621,"[('Carrier', 3986.0)]"
CLE,10,23.2,30.48,medio,116,"[('Carrier', 3986.0)]"
CLE,11,113.57,121.28,alto,68,"[('Carrier', 4012.0)]"
CLE,11,-11.46,-4.86,basso,1373,"[('Carrier', 4012.0)]"
CLE,11,22.17,31.41,medio,127,"[('Carrier', 4012.0)]"
CLE,12,126.14,131.04,alto,96,"[('Carrier', 5883.0)]"
CLE,12,-8.81,-2.59,basso,1275,"[('Carrier', 5883.0)]"
CLE,12,25.59,31.02,medio,224,"[('Carrier', 5883.0)]"
CLL,1,96.0,104.0,alto,3,"[('Carrier', 46.0)]"
CLL,1,-9.86,-6.32,basso,28,"[('Carrier', 46.0)]"
CLL,1,42.33,35.0,medio,3,"[('Carrier', 46.0)]"
CLL,2,163.0,174.0,alto,2,"[('Carrier', 198.0)]"
CLL,2,-9.36,-6.78,basso,45,"[('Carrier', 198.0)]"
CLL,2,17.0,30.0,medio,1,"[('Carrier', 198.0)]"
CLL,3,161.67,147.67,alto,3,"[('Weather', 212.0)]"
CLL,3,-15.15,-7.02,basso,52,"[('Weather', 212.0)]"
CLL,4,179.2,164.0,alto,5,"[('Weather', 545.0)]"
CLL,4,-13.23,-5.23,basso,40,"[('Weather', 545.0)]"
CLL,4,14.0,19.0,medio,2,"[('Weather', 545.0)]"
CLL,5,235.17,226.83,alto,6,"[('Carrier', 978.0)]"
CLL,5,-4.32,-3.97,basso,31,"[('Carrier', 978.0)]"
CLL,5,32.33,52.67,medio,3,"[('Carrier', 978.0)]"
CLL,6,118.0,126.5,alto,4,"[('Carrier', 198.0)]"
CLL,6,-11.28,-5.97,basso,39,"[('Carrier', 198.0)]"
CLL,6,29.29,32.0,medio,7,"[('Carrier', 198.0)]"
CLL,7,119.25,117.75,alto,4,"[('Carrier', 121.0)]"
CLL,7,-8.59,-4.56,basso,39,"[('Carrier', 121.0)]"
CLL,7,23.09,27.55,medio,11,"[('Carrier', 121.0)]"
CLL,8,368.33,367.67,alto,3,"[('Carrier', 967.0)]"
CLL,8,-9.53,-8.21,basso,34,"[('Carrier', 967.0)]"
CLL,8,26.0,29.0,medio,7,"[('Carrier', 967.0)]"
CLL,9,187.0,189.0,alto,1,"[('Carrier', 207.0)]"
CLL,9,-11.4,-7.1,basso,40,"[('Carrier', 207.0)]"
CLL,9,23.4,26.2,medio,5,"[('Carrier', 207.0)]"
CLL,10,214.0,217.0,alto,4,"[('Carrier', 298.0)]"
CLL,10,-12.63,-6.88,basso,43,"[('Carrier', 298.0)]"
CLL,10,41.0,34.33,medio,3,"[('Carrier', 298.0)]"
CLL,11,124.0,186.5,alto,2,"[('Carrier', 71.0)]"
CLL,11,-8.78,-6.33,basso,27,"[('Carrier', 71.0)]"
CLL,11,22.0,32.83,medio,6,"[('Carrier', 71.0)]"
CLL,12,176.5,170.5,alto,6,"[('Carrier', 227.0)]"
CLL,12,-11.08,-7.74,basso,39,"[('Carrier', 227.0)]"
CLL,12,24.57,31.57,medio,7,"[('Carrier', 227.0)]"
CLT,1,133.38,137.3,alto,842,"[('Carrier', 42537.0)]"
CLT,1,-6.66,-1.96,basso,6029,"[('Carrier', 42537.0)]"
CLT,1,28.69,32.64,medio,1276,"[('Carrier', 42537.0)]"
CLT,2,115.64,122.62,alto,334,"[('Carrier', 24103.0)]"
CLT,2,-7.44,-2.44,basso,6572,"[('Carrier', 24103.0)]"
CLT,2,25.24,30.39,medio,927,"[('Carrier', 24103.0)]"
CLT,3,132.96,137.35,alto,721,"[('Carrier', 47916.0)]"
CLT,3,-6.46,-1.58,basso,6674,"[('Carrier', 47916.0)]"
CLT,3,25.85,30.91,medio,1439,"[('Carrier', 47916.0)]"
CLT,4,124.46,129.16,alto,745,"[('Carrier', 45622.0)]"
CLT,4,-4.59,-1.62,basso,6989,"[('Carrier', 45622.0)]"
CLT,4,28.71,31.81,medio,1452,"[('Carrier', 45622.0)]"
CLT,5,141.69,142.79,alto,1441,"[('Carrier', 81906.0)]"
CLT,5,-1.86,-1.0,basso,6137,"[('Carrier', 81906.0)]"
CLT,5,33.35,32.71,medio,2050,"[('Carrier', 81906.0)]"
CLT,6,139.1,145.37,alto,1123,"[('Carrier', 67147.0)]"
CLT,6,-6.27,-1.1,basso,6477,"[('Carrier', 67147.0)]"
CLT,6,27.45,32.09,medio,1740,"[('Carrier', 67147.0)]"
CLT,7,148.96,153.81,alto,2183,"[('Carrier', 97233.0)]"
CLT,7,-4.7,-0.72,basso,5302,"[('Carrier', 97233.0)]"
CLT,7,30.98,34.06,medio,2030,"[('Carrier', 97233.0)]"
CLT,8,144.86,150.5,alto,1181,"[('Carrier', 68903.0)]"
CLT,8,-5.88,-1.29,basso,6579,"[('Carrier', 68903.0)]"
CLT,8,28.41,31.96,medio,1747,"[('Carrier', 68903.0)]"
CLT,9,141.55,147.67,alto,740,"[('Carrier', 42289.0)]"
CLT,9,-7.07,-2.0,basso,7419,"[('Carrier', 42289.0)]"
CLT,9,26.93,32.11,medio,1275,"[('Carrier', 42289.0)]"
CLT,10,132.67,143.58,alto,486,"[('Carrier', 36153.0)]"
CLT,10,-8.87,-1.72,basso,8089,"[('Carrier', 36153.0)]"
CLT,10,22.12,29.46,medio,1356,"[('Carrier', 36153.0)]"
CLT,11,115.45,121.3,alto,309,"[('Carrier', 26755.0)]"
CLT,11,-7.83,-2.64,basso,7595,"[('Carrier', 26755.0)]"
CLT,11,26.64,30.69,medio,894,"[('Carrier', 26755.0)]"
CLT,12,123.62,130.45,alto,758,"[('Carrier', 44794.0)]"
CLT,12,-6.17,-1.55,basso,6642,"[('Carrier', 44794.0)]"
CLT,12,26.34,31.49,medio,1465,"[('Carrier', 44794.0)]"
CMH,1,143.89,149.38,alto,94,"[('Carrier', 6561.0)]"
CMH,1,-8.9,-3.19,basso,1316,"[('Carrier', 6561.0)]"
CMH,1,27.16,31.98,medio,184,"[('Carrier', 6561.0)]"
CMH,2,129.93,135.72,alto,57,"[('Carrier', 3610.0)]"
CMH,2,-11.67,-3.78,basso,1339,"[('Carrier', 3610.0)]"
CMH,2,22.82,29.51,medio,152,"[('Carrier', 3610.0)]"
CMH,3,149.51,153.19,alto,90,"[('Carrier', 4414.0)]"
CMH,3,-10.25,-2.82,basso,1444,"[('Carrier', 4414.0)]"
CMH,3,24.36,33.54,medio,192,"[('Carrier', 4414.0)]"
CMH,4,121.81,125.95,alto,88,"[('Carrier', 3955.0)]"
CMH,4,-8.7,-2.92,basso,1401,"[('Carrier', 3955.0)]"
CMH,4,24.41,31.15,medio,155,"[('Carrier', 3955.0)]"
CMH,5,126.49,127.04,alto,148,"[('Carrier', 5727.0)]"
CMH,5,-7.71,-2.59,basso,1430,"[('Carrier', 5727.0)]"
CMH,5,28.81,32.83,medio,193,"[('Carrier', 5727.0)]"
CMH,6,147.72,153.88,alto,124,"[('Carrier', 7437.0)]"
CMH,6,-8.87,-2.71,basso,1509,"[('Carrier', 7437.0)]"
CMH,6,25.08,32.18,medio,215,"[('Carrier', 7437.0)]"
CMH,7,132.99,138.24,alto,166,"[('Carrier', 9382.0)]"
CMH,7,-8.01,-3.09,basso,1523,"[('Carrier', 9382.0)]"
CMH,7,29.0,31.62,medio,239,"[('Carrier', 9382.0)]"
CMH,8,169.77,169.66,alto,133,"[('Carrier', 10549.0)]"
CMH,8,-8.41,-3.03,basso,1555,"[('Carrier', 10549.0)]"
CMH,8,26.84,31.28,medio,236,"[('Carrier', 10549.0)]"
CMH,9,189.95,193.68,alto,57,"[('Carrier', 7183.0)]"
CMH,9,-9.3,-4.2,basso,1545,"[('Carrier', 7183.0)]"
CMH,9,27.59,31.33,medio,123,"[('Carrier', 7183.0)]"
CMH,10,200.13,207.57,alto,54,"[('Carrier', 7015.0)]"
CMH,10,-11.41,-4.17,basso,1692,"[('Carrier', 7015.0)]"
CMH,10,19.01,28.76,medio,135,"[('Carrier', 7015.0)]"
CMH,11,112.11,114.36,alto,73,"[('Carrier', 4485.0)]"
CMH,11,-11.53,-3.89,basso,1682,"[('Carrier', 4485.0)]"
CMH,11,23.17,29.53,medio,138,"[('Carrier', 4485.0)]"
CMH,12,149.62,157.53,alto,87,"[('Carrier', 8534.0)]"
CMH,12,-10.21,-2.04,basso,1451,"[('Carrier', 8534.0)]"
CMH,12,23.55,31.36,medio,228,"[('Carrier', 8534.0)]"
CMI,1,185.33,188.67,alto,6,"[('Carrier', 77.0)]"
CMI,1,-14.24,-4.5,basso,46,"[('Carrier', 77.0)]"
CMI,1,18.1,32.7,medio,10,"[('Carrier', 77.0)]"
CMI,2,73.0,92.0,alto,1,"[('Carrier', 53.0)]"
CMI,2,-13.16,-4.6,basso,62,"[('Carrier', 53.0)]"
CMI,2,32.88,31.5,medio,8,"[('Carrier', 53.0)]"
CMI,3,232.0,246.5,alto,6,"[('Carrier', 46.0)]"
CMI,3,-11.83,-4.21,basso,47,"[('Carrier', 46.0)]"
CMI,3,34.17,32.67,medio,6,"[('Carrier', 46.0)]"
CMI,4,94.0,97.5,alto,2,"[('Carrier', 106.0)]"
CMI,4,-11.58,-3.69,basso,48,"[('Carrier', 106.0)]"
CMI,4,21.5,33.5,medio,6,"[('Carrier', 106.0)]"
CMI,5,213.0,208.67,alto,9,"[('Carrier', 1068.0)]"
CMI,5,-6.42,-3.07,basso,45,"[('Carrier', 1068.0)]"
CMI,5,26.17,31.0,medio,12,"[('Carrier', 1068.0)]"
CMI,6,100.86,108.29,alto,7,"[('Carrier', 401.0)]"
CMI,6,-15.82,-4.22,basso,45,"[('Carrier', 401.0)]"
CMI,6,29.4,34.0,medio,10,"[('Carrier', 401.0)]"
CMI,7,84.0,93.0,alto,1,"[('Carrier', 47.0)]"
CMI,7,-10.62,-5.07,basso,45,"[('Carrier', 47.0)]"
CMI,7,45.0,42.29,medio,7,"[('Carrier', 47.0)]"
CMI,8,108.5,123.0,alto,2,"[('Carrier', 34.0)]"
CMI,8,-15.14,-5.06,basso,51,"[('Carrier', 34.0)]"
CMI,8,17.57,30.0,medio,7,"[('Carrier', 34.0)]"
CMI,9,426.67,418.67,alto,3,"[('Carrier', 20.0)]"
CMI,9,-8.61,-3.74,basso,46,"[('Carrier', 20.0)]"
CMI,9,17.0,38.0,medio,5,"[('Carrier', 20.0)]"
CMI,10,254.0,244.0,alto,1,"[('Carrier', 56.0)]"
CMI,10,-13.96,-4.4,basso,50,"[('Carrier', 56.0)]"
CMI,10,32.67,29.33,medio,3,"[('Carrier', 56.0)]"
CMI,11,229.33,208.33,alto,3,"[('Carrier', 4.0)]"
CMI,11,-16.28,-4.77,basso,39,"[('Carrier', 4.0)]"
CMI,12,116.0,125.4,alto,5,"[('Carrier', 463.0)]"
CMI,12,-10.97,-4.97,basso,31,"[('Carrier', 463.0)]"
CMI,12,36.4,43.6,medio,5,"[('Carrier', 463.0)]"
CMX,1,100.8,119.2,alto,5,"[('Carrier', 151.0)]"
CMX,1,-6.04,-3.38,basso,24,"[('Carrier', 151.0)]"
CMX,1,33.0,24.5,medio,2,"[('Carrier', 151.0)]"
CMX,2,90.0,91.0,alto,2,"[('Carrier', 148.0)]"
CMX,2,-14.48,-7.96,basso,25,"[('Carrier', 148.0)]"
CMX,2,29.67,42.0,medio,3,"[('Carrier', 148.0)]"
CMX,3,174.0,194.0,alto,2,"[('Carrier', 348.0)]"
CMX,3,-14.78,-8.41,basso,27,"[('Carrier', 348.0)]"
CMX,3,25.0,35.0,medio,3,"[('Carrier', 348.0)]"
CMX,4,118.0,123.4,alto,5,"[('Carrier', 355.0)]"
CMX,4,-12.26,-9.0,basso,27,"[('Carrier', 355.0)]"
CMX,4,26.67,38.67,medio,3,"[('Carrier', 355.0)]"
CMX,5,142.25,152.25,alto,4,"[('Carrier', 79.0)]"
CMX,5,-8.63,-6.38,basso,16,"[('Carrier', 79.0)]"
CMX,5,27.0,26.67,medio,6,"[('Carrier', 79.0)]"
CMX,6,136.0,133.0,alto,1,"[('Carrier', 151.0)]"
CMX,6,-10.2,-7.2,basso,25,"[('Carrier', 151.0)]"
CMX,6,31.5,46.5,medio,2,"[('Carrier', 151.0)]"
CMX,7,189.33,181.67,alto,3,"[('Carrier', 386.0)]"
CMX,7,-4.65,-8.38,basso,26,"[('Carrier', 386.0)]"
CMX,8,118.8,116.6,alto,5,"[('Carrier', 107.0)]"
CMX,8,-4.77,-6.95,basso,22,"[('Carrier', 107.0)]"
CMX,8,26.75,36.0,medio,4,"[('Carrier', 107.0)]"
CMX,9,144.0,159.0,alto,1,"[('Carrier', 241.0)]"
CMX,9,-2.63,-6.71,basso,24,"[('Carrier', 241.0)]"
CMX,9,27.75,35.5,medio,4,"[('Carrier', 241.0)]"
CMX,10,127.0,145.0,alto,1,"[('Carrier', 82.0)]"
CMX,10,-1.52,-6.26,basso,27,"[('Carrier', 82.0)]"
CMX,10,28.0,31.6,medio,5,"[('Carrier', 82.0)]"
