airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
ATL,WN,16712,12.56,6.49,0.65,11.18,171378,1.38,5,NELLA_NORMA
ATL,UA,3669,14.24,8.63,1.88,11.18,171378,3.06,6,NELLA_NORMA
ATL,MQ,335,15.45,12.61,1.79,11.18,171378,4.27,7,NELLA_NORMA
ATL,OH,1245,18.44,15.32,2.09,11.18,171378,7.26,8,NELLA_NORMA
ATL,NK,5069,20.17,13.27,1.76,11.18,171378,8.99,9,NELLA_NORMA
ATL,OO,4110,20.83,17.49,0.85,11.18,171378,9.65,10,NELLA_NORMA
ATL,AA,3830,21.38,17.02,2.04,11.18,171378,10.2,11,NELLA_NORMA
ATL,B6,1478,23.33,18.97,1.29,11.18,171378,12.15,12,NELLA_NORMA
ATL,F9,5847,24.74,20.36,2.48,11.18,171378,13.56,13,NELLA_NORMA
ATW,9E,93,4.44,2.39,0.0,16.07,3186,-11.63,1,NELLA_NORMA
ATW,DL,155,6.45,-2.07,0.65,16.07,3186,-9.62,2,NELLA_NORMA
ATW,G4,691,8.03,0.94,2.6,16.07,3186,-8.04,3,NELLA_NORMA
ATW,MQ,375,18.28,12.41,1.07,16.07,3186,2.21,4,NELLA_NORMA
ATW,OO,1872,19.97,16.23,1.92,16.07,3186,3.9,5,NELLA_NORMA
AUS,YX,62,1.74,-7.02,0.0,14.28,42703,-12.54,1,NELLA_NORMA
AUS,OH,16,6.88,-4.44,0.0,14.28,42703,-7.4,2,NELLA_NORMA
AUS,UA,4778,9.72,3.98,1.36,14.28,42703,-4.56,3,NELLA_NORMA
AUS,WN,18831,11.8,5.7,0.63,14.28,42703,-2.48,4,NELLA_NORMA
AUS,AS,1468,12.54,10.23,1.91,14.28,42703,-1.74,5,NELLA_NORMA
AUS,MQ,1074,13.41,10.99,1.68,14.28,42703,-0.87,6,NELLA_NORMA
AUS,DL,5573,14.91,7.59,0.93,14.28,42703,0.63,7,NELLA_NORMA
AUS,9E,178,14.95,13.88,0.56,14.28,42703,0.67,8,NELLA_NORMA
AUS,NK,548,17.54,11.12,2.19,14.28,42703,3.26,9,NELLA_NORMA
AUS,HA,82,18.41,22.6,0.0,14.28,42703,4.13,10,NELLA_NORMA
AUS,AA,6952,19.69,16.37,1.51,14.28,42703,5.41,11,NELLA_NORMA
AUS,G4,537,20.97,16.44,2.42,14.28,42703,6.69,12,NELLA_NORMA
AUS,OO,1837,21.77,17.0,0.33,14.28,42703,7.49,13,NELLA_NORMA
AUS,F9,358,26.97,22.66,2.79,14.28,42703,12.69,14,NELLA_NORMA
AUS,B6,409,33.36,24.06,0.98,14.28,42703,19.08,15,ANOMALO_PEGGIORE
AVL,YX,575,6.63,0.73,5.04,16.12,6029,-9.49,1,NELLA_NORMA
AVL,UA,98,10.35,4.13,1.02,16.12,6029,-5.77,2,NELLA_NORMA
AVL,DL,1106,10.54,1.94,2.17,16.12,6029,-5.58,3,NELLA_NORMA
AVL,OH,1024,11.95,11.72,3.13,16.12,6029,-4.17,4,NELLA_NORMA
AVL,9E,370,13.68,5.22,2.7,16.12,6029,-2.44,5,NELLA_NORMA
AVL,OO,354,17.84,15.38,3.11,16.12,6029,1.72,6,NELLA_NORMA
AVL,G4,1634,18.27,14.71,3.55,16.12,6029,2.15,7,NELLA_NORMA
AVL,B6,35,21.65,20.91,2.86,16.12,6029,5.53,8,NELLA_NORMA
AVL,MQ,587,24.22,20.54,2.73,16.12,6029,8.1,9,NELLA_NORMA
AVL,AA,246,50.8,44.09,6.1,16.12,6029,34.68,10,ANOMALO_PEGGIORE
AVP,OH,124,7.07,-6.33,0.81,15.68,796,-8.61,1,NELLA_NORMA
AVP,MQ,260,8.68,4.75,1.15,15.68,796,-7.0,2,NELLA_NORMA
AVP,AA,390,21.51,16.15,1.28,15.68,796,5.83,3,NELLA_NORMA
AVP,OO,22,44.71,35.95,4.55,15.68,796,29.03,4,ANOMALO_PEGGIORE
AZA,G4,2909,3.63,-1.59,0.62,3.63,2909,0.0,1,NELLA_NORMA
AZO,9E,8,5.13,-0.38,0.0,12.39,512,-7.26,1,NELLA_NORMA
AZO,OO,504,12.51,6.78,1.79,12.39,512,0.12,2,NELLA_NORMA
BDL,YX,256,-0.87,-7.89,0.78,12.26,11014,-13.13,1,NELLA_NORMA
BDL,MQ,288,4.27,0.86,1.04,12.26,11014,-7.99,2,NELLA_NORMA
BDL,9E,199,4.58,-0.79,2.01,12.26,11014,-7.68,3,NELLA_NORMA
BDL,UA,1065,6.76,2.4,1.13,12.26,11014,-5.5,4,NELLA_NORMA
BDL,DL,1949,6.85,-1.07,0.72,12.26,11014,-5.41,5,NELLA_NORMA
BDL,NK,290,6.95,3.56,1.72,12.26,11014,-5.31,6,NELLA_NORMA
BDL,WN,2036,11.37,3.56,0.74,12.26,11014,-0.89,7,NELLA_NORMA
BDL,B6,1672,14.26,6.89,1.5,12.26,11014,2.0,8,NELLA_NORMA
BDL,AA,1958,15.64,10.02,1.63,12.26,11014,3.38,9,NELLA_NORMA
BDL,OH,755,17.15,11.87,1.85,12.26,11014,4.89,10,NELLA_NORMA
BDL,OO,40,28.73,30.53,0.0,12.26,11014,16.47,11,ANOMALO_PEGGIORE
BDL,F9,506,37.68,32.03,2.37,12.26,11014,25.42,12,ANOMALO_PEGGIORE
BET,AS,331,10.98,14.43,1.21,10.98,331,0.0,1,NELLA_NORMA
BFF,OO,335,2.44,1.36,2.69,2.44,335,0.0,1,NELLA_NORMA
BFL,MQ,171,1.54,-3.83,0.0,6.81,1374,-5.27,1,NELLA_NORMA
BFL,OO,733,4.47,-2.32,0.41,6.81,1374,-2.34,2,NELLA_NORMA
BFL,AA,470,12.4,7.34,0.64,6.81,1374,5.59,3,NELLA_NORMA
BGM,9E,184,5.88,-0.6,4.35,5.88,184,0.0,1,NELLA_NORMA
BGR,9E,609,5.02,-3.24,3.94,12.22,2313,-7.2,1,NELLA_NORMA
BGR,YX,498,8.25,0.32,5.22,12.22,2313,-3.97,2,NELLA_NORMA
BGR,OO,88,9.09,10.88,0.0,12.22,2313,-3.13,3,NELLA_NORMA
BGR,OH,402,11.41,2.77,2.99,12.22,2313,-0.81,4,NELLA_NORMA
BGR,MQ,125,12.15,12.67,1.6,12.22,2313,-0.07,5,NELLA_NORMA
BGR,G4,272,23.55,8.98,1.84,12.22,2313,11.33,6,NELLA_NORMA
BGR,AA,319,24.05,23.35,2.82,12.22,2313,11.83,7,NELLA_NORMA
BHM,YX,189,-1.28,-4.29,1.59,12.09,8589,-13.37,1,NELLA_NORMA
BHM,DL,1445,6.14,1.22,0.9,12.09,8589,-5.95,2,NELLA_NORMA
BHM,9E,545,7.16,-0.61,3.3,12.09,8589,-4.93,3,NELLA_NORMA
BHM,NK,37,7.76,10.22,0.0,12.09,8589,-4.33,4,NELLA_NORMA
BHM,MQ,1237,10.82,7.6,0.97,12.09,8589,-1.27,5,NELLA_NORMA
BHM,OO,767,13.49,8.76,1.43,12.09,8589,1.4,6,NELLA_NORMA
BHM,WN,2195,13.86,8.75,0.87,12.09,8589,1.77,7,NELLA_NORMA
BHM,OH,1972,15.69,11.39,1.27,12.09,8589,3.6,8,NELLA_NORMA
BHM,AA,202,29.15,28.08,1.98,12.09,8589,17.06,9,ANOMALO_PEGGIORE
BIH,OO,140,18.16,7.12,7.14,18.16,140,0.0,1,NELLA_NORMA
BIL,UA,366,0.92,-2.08,0.82,6.07,2043,-5.15,1,NELLA_NORMA
BIL,OO,652,2.37,-0.84,0.31,6.07,2043,-3.7,2,NELLA_NORMA
BIL,MQ,470,8.11,6.0,0.64,6.07,2043,2.04,3,NELLA_NORMA
BIL,DL,364,9.38,7.27,1.92,6.07,2043,3.31,4,NELLA_NORMA
BIL,G4,191,17.4,15.83,1.57,6.07,2043,11.33,5,NELLA_NORMA
BIS,9E,5,-6.6,5.6,0.0,9.65,1966,-16.25,1,ANOMALO_MIGLIORE
BIS,DL,302,4.17,-3.57,0.99,9.65,1966,-5.48,2,NELLA_NORMA
BIS,G4,271,5.38,-4.52,0.74,9.65,1966,-4.27,3,NELLA_NORMA
BIS,MQ,284,6.37,1.92,0.0,9.65,1966,-3.28,4,NELLA_NORMA
BIS,OO,1104,13.13,7.63,1.0,9.65,1966,3.48,5,NELLA_NORMA
BJI,OO,379,15.15,9.62,1.06,15.15,379,0.0,1,NELLA_NORMA
BLI,G4,515,-1.23,-5.32,0.58,5.15,1297,-6.38,1,NELLA_NORMA
BLI,OO,462,9.06,10.57,0.87,5.15,1297,3.91,2,NELLA_NORMA
BLI,WN,320,9.8,3.68,0.94,5.15,1297,4.65,3,NELLA_NORMA
BLV,G4,548,19.5,12.7,2.19,19.5,548,0.0,1,NELLA_NORMA
BMI,F9,36,4.41,5.15,5.56,9.15,894,-4.74,1,NELLA_NORMA
BMI,9E,378,7.36,-1.26,1.85,9.15,894,-1.79,2,NELLA_NORMA
BMI,MQ,374,9.45,3.37,1.87,9.15,894,0.3,3,NELLA_NORMA
BMI,G4,106,16.11,13.11,2.83,9.15,894,6.96,4,NELLA_NORMA
BNA,YX,2832,3.63,0.67,1.2,11.27,50241,-7.64,1,NELLA_NORMA
BNA,DL,4165,4.3,-1.82,0.96,11.27,50241,-6.97,2,NELLA_NORMA
BNA,AS,610,6.86,-1.89,1.31,11.27,50241,-4.41,3,NELLA_NORMA
BNA,UA,3084,9.62,4.57,1.78,11.27,50241,-1.65,4,NELLA_NORMA
BNA,WN,25613,10.55,3.35,0.81,11.27,50241,-0.72,5,NELLA_NORMA
BNA,OH,1240,10.79,8.6,2.34,11.27,50241,-0.48,6,NELLA_NORMA
BNA,G4,1516,11.23,5.55,1.85,11.27,50241,-0.04,7,NELLA_NORMA
BNA,MQ,1260,12.33,10.6,2.3,11.27,50241,1.06,8,NELLA_NORMA
BNA,OO,2083,14.49,10.55,1.68,11.27,50241,3.22,9,NELLA_NORMA
BNA,B6,695,16.13,10.19,1.73,11.27,50241,4.86,10,NELLA_NORMA
BNA,F9,384,17.8,17.59,2.08,11.27,50241,6.53,11,NELLA_NORMA
BNA,9E,596,18.75,15.37,3.52,11.27,50241,7.48,12,NELLA_NORMA
BNA,NK,1903,19.97,10.98,2.94,11.27,50241,8.7,13,NELLA_NORMA
BNA,AA,4260,21.44,19.44,2.18,11.27,50241,10.17,14,NELLA_NORMA
BOI,AS,316,1.71,1.58,0.63,6.58,11336,-4.87,1,NELLA_NORMA
BOI,OO,5663,4.8,2.7,0.34,6.58,11336,-1.78,2,NELLA_NORMA
BOI,UA,688,6.34,1.38,1.6,6.58,11336,-0.24,3,NELLA_NORMA
BOI,WN,2354,6.56,-0.17,0.25,6.58,11336,-0.02,4,NELLA_NORMA
BOI,MQ,127,7.5,2.79,0.0,6.58,11336,0.92,5,NELLA_NORMA
BOI,NK,256,8.04,5.25,1.17,6.58,11336,1.46,6,NELLA_NORMA
BOI,DL,1325,9.07,3.11,0.83,6.58,11336,2.49,7,NELLA_NORMA
BOI,AA,441,10.84,5.51,1.81,6.58,11336,4.26,8,NELLA_NORMA
BOI,G4,166,44.38,42.47,1.2,6.58,11336,37.8,9,ANOMALO_PEGGIORE
BOS,9E,5,-4.0,-22.75,20.0,12.01,71343,-16.01,1,ANOMALO_MIGLIORE
BOS,YX,13311,3.74,-1.55,1.62,12.01,71343,-8.27,2,NELLA_NORMA
BOS,G4,266,4.11,-3.26,1.88,12.01,71343,-7.9,3,NELLA_NORMA
BOS,UA,6231,10.25,2.25,1.85,12.01,71343,-1.76,4,NELLA_NORMA
BOS,AS,1287,11.7,4.17,1.48,12.01,71343,-0.31,5,NELLA_NORMA
BOS,WN,3305,12.38,2.52,0.88,12.01,71343,0.37,6,NELLA_NORMA
BOS,DL,12671,12.56,2.76,0.92,12.01,71343,0.55,7,NELLA_NORMA
BOS,HA,113,12.71,10.89,0.88,12.01,71343,0.7,8,NELLA_NORMA
BOS,MQ,988,13.26,5.32,1.82,12.01,71343,1.25,9,NELLA_NORMA
BOS,B6,20490,14.64,7.53,1.32,12.01,71343,2.63,10,NELLA_NORMA
BOS,AA,8488,15.01,4.74,1.41,12.01,71343,3.0,11,NELLA_NORMA
BOS,F9,696,18.55,15.64,2.01,12.01,71343,6.54,12,NELLA_NORMA
BOS,NK,3492,20.67,11.46,2.98,12.01,71343,8.66,13,NELLA_NORMA
BPT,OO,262,7.98,0.45,2.29,10.58,355,-2.6,1,NELLA_NORMA
BPT,MQ,93,17.9,16.46,2.15,10.58,355,7.32,2,NELLA_NORMA
BQK,9E,69,16.0,16.86,0.0,17.1,391,-1.1,1,NELLA_NORMA
BQK,OO,322,17.34,18.54,0.31,17.1,391,0.24,2,NELLA_NORMA
BQN,F9,257,10.07,-1.65,1.17,17.2,1230,-7.13,1,NELLA_NORMA
BQN,B6,783,15.73,11.81,0.89,17.2,1230,-1.47,2,NELLA_NORMA
BQN,UA,190,33.17,23.02,2.63,17.2,1230,15.97,3,ANOMALO_PEGGIORE
BRD,OO,319,5.94,0.63,0.31,5.94,319,0.0,1,NELLA_NORMA
BRO,MQ,646,4.61,2.95,1.24,7.94,1012,-3.33,1,NELLA_NORMA
BRO,OO,366,13.94,11.16,3.28,7.94,1012,6.0,2,NELLA_NORMA
BRW,AS,174,14.59,16.25,4.02,14.59,174,0.0,1,NELLA_NORMA
BTM,OO,361,-9.58,-18.56,0.0,-9.58,361,0.0,1,NELLA_NORMA
BTR,9E,266,6.45,2.6,1.5,11.79,2424,-5.34,1,NELLA_NORMA
BTR,DL,442,8.58,2.55,1.58,11.79,2424,-3.21,2,NELLA_NORMA
BTR,OH,943,12.08,8.71,1.7,11.79,2424,0.29,3,NELLA_NORMA
BTR,MQ,486,14.68,12.13,1.23,11.79,2424,2.89,4,NELLA_NORMA
BTR,OO,285,15.81,12.06,2.46,11.79,2424,4.02,5,NELLA_NORMA
BTR,UA,2,25.0,23.0,0.0,11.79,2424,13.21,6,NELLA_NORMA
BTV,G4,1,0.0,0.0,100.0,9.16,4045,0.0,1,NELLA_NORMA
BTV,B6,2,-10.0,-11.0,0.0,9.16,4045,-19.16,2,ANOMALO_MIGLIORE
BTV,YX,822,1.13,-7.09,2.8,9.16,4045,-8.03,3,NELLA_NORMA
BTV,F9,9,5.33,1.67,0.0,9.16,4045,-3.83,4,NELLA_NORMA
BTV,OO,127,6.19,0.48,0.0,9.16,4045,-2.97,5,NELLA_NORMA
BTV,DL,235,7.93,0.0,2.13,9.16,4045,-1.23,6,NELLA_NORMA
BTV,9E,905,8.07,-0.28,3.09,9.16,4045,-1.09,7,NELLA_NORMA
BTV,UA,539,8.53,6.86,1.3,9.16,4045,-0.63,8,NELLA_NORMA
BTV,MQ,175,9.42,11.5,2.29,9.16,4045,0.26,9,NELLA_NORMA
BTV,AA,368,15.23,9.97,1.63,9.16,4045,6.07,10,NELLA_NORMA
BTV,OH,862,16.49,11.3,1.97,9.16,4045,7.33,11,NELLA_NORMA
BUF,YX,1343,5.49,1.01,3.43,11.42,10995,-5.93,1,NELLA_NORMA
BUF,MQ,253,7.38,2.37,1.98,11.42,10995,-4.04,2,NELLA_NORMA
BUF,9E,984,8.36,0.33,2.95,11.42,10995,-3.06,3,NELLA_NORMA
BUF,WN,2663,9.57,2.17,1.5,11.42,10995,-1.85,4,NELLA_NORMA
BUF,B6,1722,10.33,5.71,1.86,11.42,10995,-1.09,5,NELLA_NORMA
BUF,DL,1030,11.26,3.37,1.26,11.42,10995,-0.16,6,NELLA_NORMA
BUF,UA,507,12.98,11.1,2.56,11.42,10995,1.56,7,NELLA_NORMA
BUF,OO,388,13.51,7.5,2.06,11.42,10995,2.09,8,NELLA_NORMA
BUF,F9,587,17.41,11.49,3.75,11.42,10995,5.99,9,NELLA_NORMA
BUF,OH,452,18.22,17.95,1.99,11.42,10995,6.8,10,NELLA_NORMA
BUF,AA,1066,21.46,18.59,1.22,11.42,10995,10.04,11,NELLA_NORMA
BUR,AS,1093,4.0,3.14,2.01,9.36,15279,-5.36,1,NELLA_NORMA
BUR,MQ,25,7.76,-1.64,0.0,9.36,15279,-1.6,2,NELLA_NORMA
BUR,WN,9311,7.95,0.78,1.0,9.36,15279,-1.41,3,NELLA_NORMA
BUR,F9,42,10.0,14.69,0.0,9.36,15279,0.64,4,NELLA_NORMA
BUR,OO,2053,10.97,8.75,1.12,9.36,15279,1.61,5,NELLA_NORMA
BUR,NK,953,10.99,8.14,1.68,9.36,15279,1.63,6,NELLA_NORMA
BUR,UA,794,14.72,11.69,1.89,9.36,15279,5.36,7,NELLA_NORMA
BUR,AA,616,17.66,12.39,0.97,9.36,15279,8.3,8,NELLA_NORMA
BUR,DL,235,19.48,13.44,0.85,9.36,15279,10.12,9,NELLA_NORMA
BUR,B6,157,24.91,17.24,1.91,9.36,15279,15.55,10,ANOMALO_PEGGIORE
BWI,OO,4,-6.5,-9.0,0.0,15.28,49420,-21.78,1,ANOMALO_MIGLIORE
BWI,MQ,286,2.92,-4.7,1.05,15.28,49420,-12.36,2,NELLA_NORMA
BWI,OH,18,3.5,0.56,0.0,15.28,49420,-11.78,3,NELLA_NORMA
BWI,YX,458,6.16,0.52,1.75,15.28,49420,-9.12,4,NELLA_NORMA
BWI,UA,1777,6.64,0.0,1.74,15.28,49420,-8.64,5,NELLA_NORMA
BWI,B6,120,8.57,4.72,0.83,15.28,49420,-6.71,6,NELLA_NORMA
BWI,DL,2659,9.47,2.03,0.64,15.28,49420,-5.81,7,NELLA_NORMA
BWI,AS,271,13.15,9.56,1.85,15.28,49420,-2.13,8,NELLA_NORMA
BWI,AA,1918,14.23,7.34,1.82,15.28,49420,-1.05,9,NELLA_NORMA
BWI,WN,36701,15.84,8.4,0.92,15.28,49420,0.56,10,NELLA_NORMA
BWI,NK,3377,16.3,8.65,1.54,15.28,49420,1.02,11,NELLA_NORMA
BWI,G4,72,18.96,12.19,2.78,15.28,49420,3.68,12,NELLA_NORMA
BWI,9E,256,19.44,10.31,6.64,15.28,49420,4.16,13,NELLA_NORMA
BWI,F9,1503,26.85,24.01,3.53,15.28,49420,11.57,14,NELLA_NORMA
BZN,DL,925,5.61,0.86,0.54,10.97,5114,-5.36,1,NELLA_NORMA
BZN,AS,326,7.46,8.17,0.92,10.97,5114,-3.51,2,NELLA_NORMA
BZN,MQ,33,8.09,2.73,0.0,10.97,5114,-2.88,3,NELLA_NORMA
BZN,OO,1019,8.78,5.05,0.39,10.97,5114,-2.19,4,NELLA_NORMA
BZN,WN,1018,8.84,2.7,0.39,10.97,5114,-2.13,5,NELLA_NORMA
BZN,UA,1086,11.24,6.0,1.1,10.97,5114,0.27,6,NELLA_NORMA
BZN,G4,183,13.54,7.71,2.73,10.97,5114,2.57,7,NELLA_NORMA
BZN,AA,445,26.35,23.58,0.45,10.97,5114,15.38,8,ANOMALO_PEGGIORE
BZN,B6,79,49.47,45.92,2.53,10.97,5114,38.5,9,ANOMALO_PEGGIORE
CAE,MQ,23,0.39,-1.7,0.0,9.28,3382,-8.89,1,NELLA_NORMA
CAE,OO,338,3.91,1.91,0.3,9.28,3382,-5.37,2,NELLA_NORMA
CAE,DL,772,6.32,-1.84,0.65,9.28,3382,-2.96,3,NELLA_NORMA
CAE,9E,626,6.46,1.03,1.92,9.28,3382,-2.82,4,NELLA_NORMA
CAE,OH,1100,8.31,7.8,1.36,9.28,3382,-0.97,5,NELLA_NORMA
CAE,YX,165,19.55,16.68,3.64,9.28,3382,10.27,6,NELLA_NORMA
CAE,AA,358,24.86,23.19,2.51,9.28,3382,15.58,7,ANOMALO_PEGGIORE
CAK,OH,817,11.11,7.54,0.49,15.63,1765,-4.52,1,NELLA_NORMA
CAK,G4,385,15.99,10.24,2.86,15.63,1765,0.36,2,NELLA_NORMA
CAK,OO,563,22.0,20.02,1.42,15.63,1765,6.37,3,NELLA_NORMA
CDC,OO,300,4.1,-1.28,0.67,4.1,300,0.0,1,NELLA_NORMA
CDV,AS,352,-0.16,-1.15,2.27,-0.16,352,0.0,1,NELLA_NORMA
CHA,YX,73,3.81,2.37,0.0,12.28,3367,-8.47,1,NELLA_NORMA
CHA,DL,623,7.34,-1.14,0.64,12.28,3367,-4.94,2,NELLA_NORMA
CHA,9E,737,8.59,2.38,0.54,12.28,3367,-3.69,3,NELLA_NORMA
CHA,OH,719,11.99,8.06,1.11,12.28,3367,-0.29,4,NELLA_NORMA
CHA,OO,441,17.18,15.92,1.59,12.28,3367,4.9,5,NELLA_NORMA
CHA,MQ,625,17.53,13.55,1.6,12.28,3367,5.25,6,NELLA_NORMA
CHA,G4,149,20.81,16.55,2.68,12.28,3367,8.53,7,NELLA_NORMA
CHO,OH,37,-1.19,-1.16,0.0,10.37,1641,-11.56,1,NELLA_NORMA
CHO,YX,224,6.21,6.01,2.68,10.37,1641,-4.16,2,NELLA_NORMA
CHO,DL,137,8.45,-2.12,0.0,10.37,1641,-1.92,3,NELLA_NORMA
CHO,9E,911,9.7,2.67,2.31,10.37,1641,-0.67,4,NELLA_NORMA
CHO,OO,332,17.1,17.17,2.11,10.37,1641,6.73,5,NELLA_NORMA
CHS,AS,183,5.36,1.79,2.19,11.2,12840,-5.84,1,NELLA_NORMA
CHS,YX,1119,5.99,1.24,1.61,11.2,12840,-5.21,2,NELLA_NORMA
CHS,MQ,462,6.52,2.0,1.73,11.2,12840,-4.68,3,NELLA_NORMA
CHS,G4,100,7.44,5.13,5.0,11.2,12840,-3.76,4,NELLA_NORMA
CHS,OH,838,7.77,5.06,2.15,11.2,12840,-3.43,5,NELLA_NORMA
CHS,WN,1756,8.06,3.07,0.51,11.2,12840,-3.14,6,NELLA_NORMA
CHS,UA,1142,9.99,5.06,1.4,11.2,12840,-1.21,7,NELLA_NORMA
