airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
CHS,9E,1002,10.62,4.28,4.49,11.2,12840,-0.58,8,NELLA_NORMA
CHS,DL,1893,11.6,6.16,0.9,11.2,12840,0.4,9,NELLA_NORMA
CHS,OO,196,12.04,11.09,1.53,11.2,12840,0.84,10,NELLA_NORMA
CHS,B6,962,12.66,8.45,1.35,11.2,12840,1.46,11,NELLA_NORMA
CHS,AA,2434,16.15,12.8,1.6,11.2,12840,4.95,12,NELLA_NORMA
CHS,NK,657,18.52,13.4,3.81,11.2,12840,7.32,13,NELLA_NORMA
CHS,F9,96,18.59,14.65,4.17,11.2,12840,7.39,14,NELLA_NORMA
CID,9E,77,1.71,-0.48,0.0,13.35,4071,-11.64,1,NELLA_NORMA
CID,YX,85,6.0,-2.16,3.53,13.35,4071,-7.35,2,NELLA_NORMA
CID,F9,150,6.87,4.1,2.0,13.35,4071,-6.48,3,NELLA_NORMA
CID,OH,315,7.04,2.33,5.4,13.35,4071,-6.31,4,NELLA_NORMA
CID,G4,497,7.74,0.9,1.81,13.35,4071,-5.61,5,NELLA_NORMA
CID,MQ,578,8.31,5.3,1.73,13.35,4071,-5.04,6,NELLA_NORMA
CID,DL,174,9.51,4.02,1.15,13.35,4071,-3.84,7,NELLA_NORMA
CID,UA,586,9.72,7.98,1.19,13.35,4071,-3.63,8,NELLA_NORMA
CID,OO,947,12.32,9.88,2.85,13.35,4071,-1.03,9,NELLA_NORMA
CID,AA,662,34.6,28.99,3.17,13.35,4071,21.25,10,ANOMALO_PEGGIORE
CIU,OO,342,23.52,17.8,0.58,23.52,342,0.0,1,NELLA_NORMA
CKB,G4,103,22.02,18.14,2.91,22.02,103,0.0,1,NELLA_NORMA
CLE,UA,4272,4.12,-2.26,1.4,9.89,20449,-5.77,1,NELLA_NORMA
CLE,YX,2150,4.89,-0.17,1.81,9.89,20449,-5.0,2,NELLA_NORMA
CLE,AS,253,6.06,2.94,1.58,9.89,20449,-3.83,3,NELLA_NORMA
CLE,WN,2530,6.41,-1.0,0.51,9.89,20449,-3.48,4,NELLA_NORMA
CLE,MQ,311,8.77,2.33,0.96,9.89,20449,-1.12,5,NELLA_NORMA
CLE,DL,1578,9.68,-0.64,0.89,9.89,20449,-0.21,6,NELLA_NORMA
CLE,OH,781,11.71,9.61,1.41,9.89,20449,1.82,7,NELLA_NORMA
CLE,OO,793,13.14,6.27,0.63,9.89,20449,3.25,8,NELLA_NORMA
CLE,9E,1216,13.49,5.74,2.47,9.89,20449,3.6,9,NELLA_NORMA
CLE,B6,375,13.54,10.64,0.8,9.89,20449,3.65,10,NELLA_NORMA
CLE,AA,2362,13.8,9.68,1.86,9.89,20449,3.91,11,NELLA_NORMA
CLE,NK,495,14.18,6.0,2.63,9.89,20449,4.29,12,NELLA_NORMA
CLE,F9,3333,17.45,11.34,2.79,9.89,20449,7.56,13,NELLA_NORMA
CLL,MQ,428,9.48,4.41,1.64,12.08,555,-2.6,1,NELLA_NORMA
CLL,OO,127,21.15,20.6,4.72,12.08,555,9.07,2,NELLA_NORMA
CLT,YX,1255,7.07,2.67,1.43,18.34,109018,-11.27,1,NELLA_NORMA
CLT,DL,3141,10.14,1.67,0.64,18.34,109018,-8.2,2,NELLA_NORMA
CLT,UA,2060,11.92,8.58,1.26,18.34,109018,-6.42,3,NELLA_NORMA
CLT,OH,28487,12.28,8.16,1.13,18.34,109018,-6.06,4,NELLA_NORMA
CLT,9E,1607,14.04,8.66,4.11,18.34,109018,-4.3,5,NELLA_NORMA
CLT,MQ,3072,16.34,12.37,1.4,18.34,109018,-2.0,6,NELLA_NORMA
CLT,WN,1691,17.03,10.72,0.3,18.34,109018,-1.31,7,NELLA_NORMA
CLT,B6,265,19.24,10.7,1.51,18.34,109018,0.9,8,NELLA_NORMA
CLT,AA,63316,21.78,17.16,1.33,18.34,109018,3.44,9,NELLA_NORMA
CLT,NK,2454,22.29,16.24,2.73,18.34,109018,3.95,10,NELLA_NORMA
CLT,OO,32,24.84,12.81,0.0,18.34,109018,6.5,11,NELLA_NORMA
CLT,F9,1638,26.62,28.83,3.11,18.34,109018,8.28,12,NELLA_NORMA
CMH,YX,5849,1.27,-4.44,1.16,8.8,21248,-7.53,1,NELLA_NORMA
CMH,AS,236,5.38,-2.85,1.69,8.8,21248,-3.42,2,NELLA_NORMA
CMH,DL,1674,6.03,-1.68,1.08,8.8,21248,-2.77,3,NELLA_NORMA
CMH,9E,128,7.5,-1.47,0.0,8.8,21248,-1.3,4,NELLA_NORMA
CMH,WN,5916,9.59,2.11,0.95,8.8,21248,0.79,5,NELLA_NORMA
CMH,MQ,1591,11.19,6.67,0.5,8.8,21248,2.39,6,NELLA_NORMA
CMH,OO,657,12.16,5.62,0.0,8.8,21248,3.36,7,NELLA_NORMA
CMH,NK,1296,13.42,4.24,2.01,8.8,21248,4.62,8,NELLA_NORMA
CMH,UA,1365,14.75,11.41,0.95,8.8,21248,5.95,9,NELLA_NORMA
CMH,F9,124,15.53,13.75,4.84,8.8,21248,6.73,10,NELLA_NORMA
CMH,OH,651,18.71,14.09,1.23,8.8,21248,9.91,11,NELLA_NORMA
CMH,AA,1761,18.74,14.18,1.53,8.8,21248,9.94,12,NELLA_NORMA
CMI,MQ,680,13.15,5.61,1.03,13.15,680,0.0,1,NELLA_NORMA
CMX,OO,360,14.19,12.23,4.17,14.19,360,0.0,1,NELLA_NORMA
CNY,OO,15,-1.47,-4.73,0.0,-1.47,15,0.0,1,NELLA_NORMA
COD,OO,310,14.18,7.19,0.97,14.18,310,0.0,1,NELLA_NORMA
COS,DL,281,6.85,4.01,0.71,10.69,6342,-3.84,1,NELLA_NORMA
COS,WN,2409,9.05,3.42,0.66,10.69,6342,-1.64,2,NELLA_NORMA
COS,UA,369,9.43,6.61,2.71,10.69,6342,-1.26,3,NELLA_NORMA
COS,OO,2568,9.85,3.23,1.25,10.69,6342,-0.84,4,NELLA_NORMA
COS,AA,540,20.35,18.99,2.22,10.69,6342,9.66,5,NELLA_NORMA
COS,MQ,175,24.88,22.96,0.57,10.69,6342,14.19,6,NELLA_NORMA
COU,MQ,806,13.24,11.34,2.48,15.43,859,-2.19,1,NELLA_NORMA
COU,OO,53,48.54,40.0,1.89,15.43,859,33.11,2,ANOMALO_PEGGIORE
CPR,OO,882,5.69,-2.84,0.57,5.69,882,0.0,1,NELLA_NORMA
CRP,OO,130,-0.41,-4.35,1.54,7.79,1948,-8.2,1,NELLA_NORMA
CRP,WN,580,7.7,3.32,1.38,7.79,1948,-0.09,2,NELLA_NORMA
CRP,MQ,1238,8.69,6.92,2.1,7.79,1948,0.9,3,NELLA_NORMA
CRW,9E,80,0.69,-6.94,0.0,18.09,1704,-17.4,1,ANOMALO_MIGLIORE
CRW,OH,725,13.53,8.98,1.24,18.09,1704,-4.56,2,NELLA_NORMA
CRW,OO,899,23.34,17.06,1.22,18.09,1704,5.25,3,NELLA_NORMA
CSG,9E,286,11.12,5.31,2.8,15.1,482,-3.98,1,NELLA_NORMA
CSG,OO,196,20.77,16.98,0.51,15.1,482,5.67,2,NELLA_NORMA
CVG,YX,2717,2.91,-1.87,1.51,9.77,20573,-6.86,1,NELLA_NORMA
CVG,UA,1046,4.72,0.64,1.34,9.77,20573,-5.05,2,NELLA_NORMA
CVG,OO,423,5.41,3.62,0.47,9.77,20573,-4.36,3,NELLA_NORMA
CVG,9E,3325,6.49,0.38,2.02,9.77,20573,-3.28,4,NELLA_NORMA
CVG,AS,168,8.65,1.35,1.79,9.77,20573,-1.12,5,NELLA_NORMA
CVG,DL,3593,9.16,1.5,0.89,9.77,20573,-0.61,6,NELLA_NORMA
CVG,WN,1107,9.22,3.23,0.45,9.77,20573,-0.55,7,NELLA_NORMA
CVG,MQ,1331,12.44,9.0,0.75,9.77,20573,2.67,8,NELLA_NORMA
CVG,OH,1258,13.04,10.44,1.03,9.77,20573,3.27,9,NELLA_NORMA
CVG,G4,1587,13.07,8.61,1.83,9.77,20573,3.3,10,NELLA_NORMA
CVG,F9,2326,13.44,9.77,2.28,9.77,20573,3.67,11,NELLA_NORMA
CVG,AA,1692,20.6,14.62,2.13,9.77,20573,10.83,12,NELLA_NORMA
CWA,9E,346,3.57,-3.01,0.87,3.57,346,0.0,1,NELLA_NORMA
CYS,OO,338,7.37,-2.3,2.07,7.37,338,0.0,1,NELLA_NORMA
DAB,DL,700,7.0,1.98,1.14,9.09,1418,-2.09,1,NELLA_NORMA
DAB,AA,161,7.7,2.68,1.86,9.09,1418,-1.39,2,NELLA_NORMA
DAB,OH,554,11.95,4.64,2.53,9.09,1418,2.86,3,NELLA_NORMA
DAB,MQ,3,47.33,34.33,0.0,9.09,1418,38.24,4,ANOMALO_PEGGIORE
DAL,AS,178,3.36,-1.87,2.25,13.87,36628,-10.51,1,NELLA_NORMA
DAL,DL,1095,13.04,7.8,0.73,13.87,36628,-0.83,2,NELLA_NORMA
DAL,WN,35355,13.94,8.0,1.14,13.87,36628,0.07,3,NELLA_NORMA
DAY,DL,602,3.49,-7.65,1.0,7.96,3828,-4.47,1,NELLA_NORMA
DAY,YX,153,3.7,1.21,0.65,7.96,3828,-4.26,2,NELLA_NORMA
DAY,9E,242,7.99,-2.54,2.07,7.96,3828,0.03,3,NELLA_NORMA
DAY,OH,1792,8.07,3.22,0.95,7.96,3828,0.11,4,NELLA_NORMA
DAY,OO,803,9.78,4.99,1.12,7.96,3828,1.82,5,NELLA_NORMA
DAY,MQ,98,11.55,4.56,2.04,7.96,3828,3.59,6,NELLA_NORMA
DAY,G4,138,18.19,14.15,5.8,7.96,3828,10.23,7,NELLA_NORMA
DCA,YX,13502,4.28,-1.36,1.53,12.01,69930,-7.73,1,NELLA_NORMA
DCA,AS,886,6.17,-1.81,1.02,12.01,69930,-5.84,2,NELLA_NORMA
DCA,F9,549,11.2,1.0,2.19,12.01,69930,-0.81,3,NELLA_NORMA
DCA,DL,4525,11.21,2.39,1.17,12.01,69930,-0.8,4,NELLA_NORMA
DCA,UA,3090,11.37,5.28,1.55,12.01,69930,-0.64,5,NELLA_NORMA
DCA,OO,89,11.94,0.94,1.12,12.01,69930,-0.07,6,NELLA_NORMA
DCA,WN,7894,12.38,3.36,1.04,12.01,69930,0.37,7,NELLA_NORMA
DCA,MQ,2143,13.02,8.1,1.54,12.01,69930,1.01,8,NELLA_NORMA
DCA,OH,18357,13.7,8.85,2.21,12.01,69930,1.69,9,NELLA_NORMA
DCA,9E,1000,14.61,8.61,2.4,12.01,69930,2.6,10,NELLA_NORMA
DCA,B6,4173,15.31,7.63,1.82,12.01,69930,3.3,11,NELLA_NORMA
DCA,AA,13722,16.64,9.66,1.57,12.01,69930,4.63,12,NELLA_NORMA
DDC,OO,306,14.43,10.61,3.27,14.43,306,0.0,1,NELLA_NORMA
DEC,OO,391,30.23,26.01,2.05,30.23,391,0.0,1,NELLA_NORMA
DEN,AS,1120,8.31,5.89,1.16,13.25,154286,-4.94,1,NELLA_NORMA
DEN,DL,6339,10.25,2.06,0.88,13.25,154286,-3.0,2,NELLA_NORMA
DEN,OO,29966,10.81,5.72,1.34,13.25,154286,-2.44,3,NELLA_NORMA
DEN,MQ,81,12.43,8.89,0.0,13.25,154286,-0.82,4,NELLA_NORMA
DEN,UA,50968,12.47,7.32,1.23,13.25,154286,-0.78,5,NELLA_NORMA
DEN,WN,48171,14.73,8.79,0.82,13.25,154286,1.48,6,NELLA_NORMA
DEN,F9,12582,15.82,10.65,1.49,13.25,154286,2.57,7,NELLA_NORMA
DEN,G4,226,17.27,14.6,0.88,13.25,154286,4.02,8,NELLA_NORMA
DEN,AA,4196,18.91,13.6,1.81,13.25,154286,5.66,9,NELLA_NORMA
DEN,B6,618,28.52,24.83,1.46,13.25,154286,15.27,10,ANOMALO_PEGGIORE
DEN,NK,19,54.84,49.11,0.0,13.25,154286,41.59,11,ANOMALO_PEGGIORE
DFW,MQ,34961,8.99,4.98,1.48,18.89,156517,-9.9,1,NELLA_NORMA
DFW,OO,12105,10.53,6.43,1.86,18.89,156517,-8.36,2,NELLA_NORMA
DFW,UA,4152,13.43,9.51,1.71,18.89,156517,-5.46,3,NELLA_NORMA
DFW,DL,6039,13.53,6.3,0.83,18.89,156517,-5.36,4,NELLA_NORMA
DFW,AS,1179,15.29,13.71,2.04,18.89,156517,-3.6,5,NELLA_NORMA
DFW,NK,5011,17.73,11.85,1.2,18.89,156517,-1.16,6,NELLA_NORMA
DFW,OH,4545,17.76,12.97,2.64,18.89,156517,-1.13,7,NELLA_NORMA
DFW,F9,5049,21.04,19.86,2.81,18.89,156517,2.15,8,NELLA_NORMA
DFW,AA,83286,24.97,19.34,1.94,18.89,156517,6.08,9,NELLA_NORMA
DFW,YX,21,27.33,13.57,0.0,18.89,156517,8.44,10,NELLA_NORMA
DFW,B6,167,33.58,32.26,1.2,18.89,156517,14.69,11,NELLA_NORMA
DFW,9E,2,99.5,130.0,0.0,18.89,156517,80.61,12,ANOMALO_PEGGIORE
DHN,OO,124,4.98,0.85,0.81,6.03,380,-1.05,1,NELLA_NORMA
DHN,9E,256,6.54,3.09,0.78,6.03,380,0.51,2,NELLA_NORMA
DIK,OO,311,8.97,-0.27,2.25,8.97,311,0.0,1,NELLA_NORMA
DLG,AS,60,1.64,2.97,3.33,1.64,60,0.0,1,NELLA_NORMA
DLH,DL,56,3.29,-3.64,0.0,10.81,1117,-7.52,1,NELLA_NORMA
DLH,YX,240,4.18,-1.93,0.42,10.81,1117,-6.63,2,NELLA_NORMA
DLH,9E,85,10.65,11.28,2.35,10.81,1117,-0.16,3,NELLA_NORMA
DLH,OO,736,13.59,6.37,1.09,10.81,1117,2.78,4,NELLA_NORMA
DRO,MQ,18,-3.61,-22.17,0.0,12.08,1917,-15.69,1,ANOMALO_MIGLIORE
DRO,UA,368,9.38,-2.19,1.09,12.08,1917,-2.7,2,NELLA_NORMA
DRO,OO,1527,12.75,9.34,1.11,12.08,1917,0.67,3,NELLA_NORMA
DRO,AA,4,74.0,64.5,0.0,12.08,1917,61.92,4,ANOMALO_PEGGIORE
DSM,YX,485,2.12,0.32,2.06,11.71,7612,-9.59,1,NELLA_NORMA
DSM,UA,1025,4.55,3.3,1.27,11.71,7612,-7.16,2,NELLA_NORMA
DSM,MQ,454,6.61,1.51,1.76,11.71,7612,-5.1,3,NELLA_NORMA
DSM,OO,457,7.89,3.52,1.97,11.71,7612,-3.82,4,NELLA_NORMA
DSM,9E,1254,8.67,2.51,1.52,11.71,7612,-3.04,5,NELLA_NORMA
DSM,WN,881,9.2,2.3,1.02,11.71,7612,-2.51,6,NELLA_NORMA
DSM,DL,575,10.73,0.96,0.87,11.71,7612,-0.98,7,NELLA_NORMA
DSM,OH,251,16.98,13.85,2.39,11.71,7612,5.27,8,NELLA_NORMA
DSM,G4,858,17.46,13.47,2.1,11.71,7612,5.75,9,NELLA_NORMA
DSM,F9,149,21.13,19.55,0.0,11.71,7612,9.42,10,NELLA_NORMA
DSM,AA,1223,23.95,18.79,1.39,11.71,7612,12.24,11,NELLA_NORMA
DTW,YX,2494,2.73,-2.22,1.56,11.0,65969,-8.27,1,NELLA_NORMA
DTW,9E,6380,4.52,-0.21,0.92,11.0,65969,-6.48,2,NELLA_NORMA
DTW,MQ,438,6.01,2.64,2.28,11.0,65969,-4.99,3,NELLA_NORMA
DTW,OH,600,6.91,3.11,1.67,11.0,65969,-4.09,4,NELLA_NORMA
DTW,B6,516,8.17,6.22,0.39,11.0,65969,-2.83,5,NELLA_NORMA
DTW,UA,1147,8.2,2.25,0.96,11.0,65969,-2.8,6,NELLA_NORMA
DTW,WN,2010,8.61,1.24,0.6,11.0,65969,-2.39,7,NELLA_NORMA
DTW,NK,5289,9.45,0.46,1.42,11.0,65969,-1.55,8,NELLA_NORMA
DTW,AS,259,10.78,5.76,1.54,11.0,65969,-0.22,9,NELLA_NORMA
DTW,DL,29564,11.09,4.97,0.78,11.0,65969,0.09,10,NELLA_NORMA
DTW,OO,13128,15.21,11.23,0.74,11.0,65969,4.21,11,NELLA_NORMA
DTW,AA,2973,15.5,9.79,1.88,11.0,65969,4.5,12,NELLA_NORMA
DTW,F9,1171,22.45,16.65,3.07,11.0,65969,11.45,13,NELLA_NORMA
DVL,OO,317,20.2,15.32,3.47,20.2,317,0.0,1,NELLA_NORMA
EAR,OO,52,39.22,32.33,1.92,39.22,52,0.0,1,NELLA_NORMA
EAU,OO,17,27.75,24.06,5.88,27.75,17,0.0,1,NELLA_NORMA
ECP,WN,1562,8.5,3.98,0.96,12.25,4258,-3.75,1,NELLA_NORMA
ECP,DL,1223,8.83,3.58,0.65,12.25,4258,-3.42,2,NELLA_NORMA
ECP,OO,157,10.79,6.77,1.27,12.25,4258,-1.46,3,NELLA_NORMA
ECP,OH,555,11.16,9.39,0.72,12.25,4258,-1.09,4,NELLA_NORMA
ECP,MQ,398,14.89,10.5,2.01,12.25,4258,2.64,5,NELLA_NORMA
ECP,YX,15,15.27,12.33,0.0,12.25,4258,3.02,6,NELLA_NORMA
ECP,9E,14,34.14,34.79,0.0,12.25,4258,21.89,7,ANOMALO_PEGGIORE
ECP,AA,334,41.16,38.76,2.69,12.25,4258,28.91,8,ANOMALO_PEGGIORE
EGE,OO,875,12.16,3.89,1.26,23.3,1864,-11.14,1,NELLA_NORMA
EGE,DL,97,15.98,9.94,0.0,23.3,1864,-7.32,2,NELLA_NORMA
EGE,UA,241,18.17,12.86,1.66,23.3,1864,-5.13,3,NELLA_NORMA
EGE,AA,645,41.24,39.56,1.24,23.3,1864,17.94,4,ANOMALO_PEGGIORE
EGE,F9,6,45.17,53.67,0.0,23.3,1864,21.87,5,ANOMALO_PEGGIORE
EKO,OO,173,-1.28,-8.42,1.16,-1.28,173,0.0,1,NELLA_NORMA
ELM,G4,148,11.61,5.72,2.03,21.7,506,-10.09,1,NELLA_NORMA
ELM,OO,358,25.81,19.85,0.56,21.7,506,4.11,2,NELLA_NORMA
ELP,OO,1129,7.1,4.18,0.71,9.57,8599,-2.47,1,NELLA_NORMA
ELP,UA,179,7.41,-0.29,0.56,9.57,8599,-2.16,2,NELLA_NORMA
ELP,WN,4402,8.3,2.72,0.48,9.57,8599,-1.27,3,NELLA_NORMA
ELP,MQ,790,9.12,6.5,0.89,9.57,8599,-0.45,4,NELLA_NORMA
ELP,YX,15,9.62,0.69,13.33,9.57,8599,0.05,5,NELLA_NORMA
ELP,DL,344,10.65,4.27,0.58,9.57,8599,1.08,6,NELLA_NORMA
ELP,F9,331,14.22,10.09,1.81,9.57,8599,4.65,7,NELLA_NORMA
ELP,AA,1359,14.41,12.13,2.06,9.57,8599,4.84,8,NELLA_NORMA
ELP,G4,50,24.58,21.16,0.0,9.57,8599,15.01,9,ANOMALO_PEGGIORE
ESC,OO,307,12.07,6.5,0.65,12.07,307,0.0,1,NELLA_NORMA
EUG,WN,859,6.76,-1.04,2.21,11.31,3531,-4.55,1,NELLA_NORMA
EUG,OO,1253,8.3,4.19,1.52,11.31,3531,-3.01,2,NELLA_NORMA
EUG,AS,154,8.39,10.22,3.25,11.31,3531,-2.92,3,NELLA_NORMA
EUG,UA,693,14.27,8.49,2.02,11.31,3531,2.96,4,NELLA_NORMA
EUG,G4,190,18.63,15.04,3.68,11.31,3531,7.32,5,NELLA_NORMA
EUG,AA,373,20.9,16.84,2.14,11.31,3531,9.59,6,NELLA_NORMA
EUG,MQ,9,135.44,124.22,0.0,11.31,3531,124.13,7,ANOMALO_PEGGIORE
EVV,OH,12,-5.17,-10.83,0.0,10.81,1075,-15.98,1,ANOMALO_MIGLIORE
EVV,9E,357,2.18,-4.41,0.56,10.81,1075,-8.63,2,NELLA_NORMA
EVV,MQ,365,6.67,3.32,0.55,10.81,1075,-4.14,3,NELLA_NORMA
EVV,OO,221,12.24,10.87,0.9,10.81,1075,1.43,4,NELLA_NORMA
EVV,G4,110,45.7,37.6,5.45,10.81,1075,34.89,5,ANOMALO_PEGGIORE
EVV,DL,10,92.6,87.8,0.0,10.81,1075,81.79,6,ANOMALO_PEGGIORE
EWN,OH,29,66.54,57.35,10.34,66.54,29,0.0,1,NELLA_NORMA
EWR,OO,1,-4.0,9.0,0.0,14.28,64464,-18.28,1,ANOMALO_MIGLIORE
EWR,YX,11637,4.03,-3.73,3.02,14.28,64464,-10.25,2,NELLA_NORMA
EWR,G4,334,10.02,-0.76,0.6,14.28,64464,-4.26,3,NELLA_NORMA
EWR,AS,1639,13.2,4.84,3.36,14.28,64464,-1.08,4,NELLA_NORMA
EWR,UA,34695,15.33,8.32,2.37,14.28,64464,1.05,5,NELLA_NORMA
EWR,NK,5324,16.59,6.06,3.16,14.28,64464,2.31,6,NELLA_NORMA
EWR,B6,2776,16.74,9.61,1.8,14.28,64464,2.46,7,NELLA_NORMA
EWR,DL,3247,21.74,16.09,1.11,14.28,64464,7.46,8,NELLA_NORMA
EWR,MQ,406,22.1,14.92,3.69,14.28,64464,7.82,9,NELLA_NORMA
EWR,9E,783,22.23,18.51,2.68,14.28,64464,7.95,10,NELLA_NORMA
EWR,AA,3437,22.52,12.52,2.33,14.28,64464,8.24,11,NELLA_NORMA
EWR,F9,185,35.82,31.92,0.54,14.28,64464,21.54,12,ANOMALO_PEGGIORE
EYW,UA,377,11.11,9.62,1.59,20.99,3880,-9.88,1,NELLA_NORMA
EYW,MQ,1014,11.59,9.02,2.96,20.99,3880,-9.4,2,NELLA_NORMA
EYW,YX,513,12.84,9.59,2.92,20.99,3880,-8.15,3,NELLA_NORMA
EYW,9E,79,14.23,13.74,1.27,20.99,3880,-6.76,4,NELLA_NORMA
EYW,DL,636,18.71,14.27,1.57,20.99,3880,-2.28,5,NELLA_NORMA
EYW,G4,325,25.51,23.44,4.0,20.99,3880,4.52,6,NELLA_NORMA
EYW,AA,846,39.89,35.67,2.84,20.99,3880,18.9,7,ANOMALO_PEGGIORE
EYW,B6,90,43.38,29.6,2.22,20.99,3880,22.39,8,ANOMALO_PEGGIORE
FAI,AS,1277,2.57,-1.19,1.1,8.08,1707,-5.51,1,NELLA_NORMA
FAI,UA,135,14.47,-0.92,1.48,8.08,1707,6.39,2,NELLA_NORMA
FAI,DL,295,28.94,22.32,0.68,8.08,1707,20.86,3,ANOMALO_PEGGIORE
FAR,DL,374,3.94,-3.34,0.53,13.94,3398,-10.0,1,NELLA_NORMA
FAR,G4,363,7.57,-0.84,0.55,13.94,3398,-6.37,2,NELLA_NORMA
FAR,9E,113,9.32,2.26,0.88,13.94,3398,-4.62,3,NELLA_NORMA
FAR,MQ,862,13.95,5.75,0.58,13.94,3398,0.01,4,NELLA_NORMA
FAR,F9,175,14.71,11.49,1.14,13.94,3398,0.77,5,NELLA_NORMA
FAR,OO,1437,17.63,13.88,1.04,13.94,3398,3.69,6,NELLA_NORMA
FAR,UA,74,29.6,25.81,1.35,13.94,3398,15.66,7,ANOMALO_PEGGIORE
FAT,MQ,13,-2.54,-5.23,0.0,10.39,5917,-12.93,1,NELLA_NORMA
FAT,AS,189,5.47,4.19,1.06,10.39,5917,-4.92,2,NELLA_NORMA
FAT,OO,3373,8.34,3.91,0.47,10.39,5917,-2.05,3,NELLA_NORMA
FAT,G4,300,9.8,10.91,0.0,10.39,5917,-0.59,4,NELLA_NORMA
FAT,WN,756,10.84,5.61,0.13,10.39,5917,0.45,5,NELLA_NORMA
FAT,AA,1034,15.46,10.8,1.35,10.39,5917,5.07,6,NELLA_NORMA
FAT,UA,161,20.79,12.35,3.11,10.39,5917,10.4,7,NELLA_NORMA
FAT,DL,91,21.48,12.61,2.2,10.39,5917,11.09,8,NELLA_NORMA
FAY,DL,173,3.78,-3.54,0.58,12.46,785,-8.68,1,NELLA_NORMA
FAY,9E,184,9.64,3.59,0.0,12.46,785,-2.82,2,NELLA_NORMA
FAY,OH,332,11.33,11.28,0.9,12.46,785,-1.13,3,NELLA_NORMA
FAY,OO,96,37.54,34.36,1.04,12.46,785,25.08,4,ANOMALO_PEGGIORE
FCA,OO,719,7.22,2.27,0.97,12.17,1895,-4.95,1,NELLA_NORMA
FCA,DL,397,10.61,5.89,1.01,12.17,1895,-1.56,2,NELLA_NORMA
FCA,UA,452,13.96,9.4,1.11,12.17,1895,1.79,3,NELLA_NORMA
FCA,AA,187,15.36,11.64,1.07,12.17,1895,3.19,4,NELLA_NORMA
FCA,G4,121,30.56,27.28,1.65,12.17,1895,18.39,5,ANOMALO_PEGGIORE
FCA,MQ,19,42.0,35.63,0.0,12.17,1895,29.83,6,ANOMALO_PEGGIORE
FLG,OO,938,14.06,11.02,0.64,14.06,938,0.0,1,NELLA_NORMA
FLL,UA,4149,12.42,6.65,2.55,17.04,46033,-4.62,1,NELLA_NORMA
FLL,WN,7165,15.38,10.65,1.26,17.04,46033,-1.66,2,NELLA_NORMA
FLL,DL,6226,15.64,9.71,1.08,17.04,46033,-1.4,3,NELLA_NORMA
FLL,AS,509,16.26,10.09,6.68,17.04,46033,-0.78,4,NELLA_NORMA
FLL,B6,9481,17.22,12.02,1.18,17.04,46033,0.18,5,NELLA_NORMA
FLL,G4,1631,18.24,15.47,2.08,17.04,46033,1.2,6,NELLA_NORMA
FLL,NK,12826,18.4,13.76,1.72,17.04,46033,1.36,7,NELLA_NORMA
FLL,AA,3212,21.35,17.51,1.84,17.04,46033,4.31,8,NELLA_NORMA
FLL,9E,11,22.91,21.91,0.0,17.04,46033,5.87,9,NELLA_NORMA
FLL,F9,823,23.23,21.2,2.67,17.04,46033,6.19,10,NELLA_NORMA
FNT,G4,696,8.0,2.5,0.86,13.2,1117,-5.2,1,NELLA_NORMA
FNT,OO,421,21.83,19.65,1.43,13.2,1117,8.63,2,NELLA_NORMA
FOD,OO,308,17.61,14.7,3.25,17.61,308,0.0,1,NELLA_NORMA
FSD,F9,128,5.65,3.99,1.56,12.8,3525,-7.15,1,NELLA_NORMA
FSD,UA,380,6.44,3.72,1.32,12.8,3525,-6.36,2,NELLA_NORMA
FSD,9E,161,6.45,4.64,1.24,12.8,3525,-6.35,3,NELLA_NORMA
FSD,YX,30,6.5,1.77,0.0,12.8,3525,-6.3,4,NELLA_NORMA
FSD,OO,1304,9.09,2.96,1.15,12.8,3525,-3.71,5,NELLA_NORMA
FSD,MQ,402,13.02,5.85,3.73,12.8,3525,0.22,6,NELLA_NORMA
FSD,G4,476,17.85,12.01,0.84,12.8,3525,5.05,7,NELLA_NORMA
FSD,DL,327,20.52,15.07,1.53,12.8,3525,7.72,8,NELLA_NORMA
FSD,AA,317,26.72,18.79,2.52,12.8,3525,13.92,9,NELLA_NORMA
FSM,OO,87,8.04,3.31,3.45,9.68,608,-1.64,1,NELLA_NORMA
FSM,MQ,521,9.95,4.93,2.3,9.68,608,0.27,2,NELLA_NORMA
FWA,MQ,453,9.79,3.98,0.22,16.44,2332,-6.65,1,NELLA_NORMA
FWA,9E,121,11.31,-2.19,0.83,16.44,2332,-5.13,2,NELLA_NORMA
FWA,OH,85,11.99,5.16,0.0,16.44,2332,-4.45,3,NELLA_NORMA
FWA,OO,1265,18.78,13.22,1.19,16.44,2332,2.34,4,NELLA_NORMA
FWA,G4,408,19.15,14.82,2.45,16.44,2332,2.71,5,NELLA_NORMA
GCC,OO,352,11.6,5.76,1.42,11.6,352,0.0,1,NELLA_NORMA
GCK,OO,100,12.39,10.51,3.0,13.0,359,-0.61,1,NELLA_NORMA
GCK,MQ,259,13.23,12.96,1.93,13.0,359,0.23,2,NELLA_NORMA
GEG,UA,435,2.72,-5.09,2.3,6.12,8736,-3.4,1,NELLA_NORMA
GEG,OO,2922,3.17,0.58,0.41,6.12,8736,-2.95,2,NELLA_NORMA
