airport,month,avg_arr_delay,avg_dep_delay,delay_band,flight_count,top3_causes
ABI,7,122.5,127.0,alto,20,"[('Carrier', 1384.0)]"
ABI,7,-8.73,-4.23,basso,232,"[('Carrier', 1384.0)]"
ABI,7,30.87,30.13,medio,46,"[('Carrier', 1384.0)]"
ABI,8,89.5,91.5,alto,4,"[('Carrier', 202.0)]"
ABI,8,-8.8,-6.14,basso,264,"[('Carrier', 202.0)]"
ABI,8,22.67,27.25,medio,24,"[('Carrier', 202.0)]"
ABI,9,99.13,108.88,alto,16,"[('Carrier', 996.0)]"
ABI,9,-8.06,-5.33,basso,248,"[('Carrier', 996.0)]"
ABI,9,23.43,28.43,medio,28,"[('Carrier', 996.0)]"
ABI,10,125.5,135.5,alto,8,"[('Carrier', 776.0)]"
ABI,10,-12.23,-5.69,basso,284,"[('Carrier', 776.0)]"
ABI,10,32.0,32.0,medio,6,"[('Carrier', 776.0)]"
ABI,11,105.0,106.17,alto,12,"[('Carrier', 434.0)]"
ABI,11,-9.07,-4.43,basso,258,"[('Carrier', 434.0)]"
ABI,11,25.5,31.13,medio,16,"[('Carrier', 434.0)]"
ABI,12,117.08,111.0,alto,24,"[('Carrier', 856.0)]"
ABI,12,-6.1,-4.14,basso,264,"[('Carrier', 856.0)]"
ABI,12,21.57,28.71,medio,14,"[('Carrier', 856.0)]"
ABQ,1,134.59,137.95,alto,232,"[('Carrier', 9462.0)]"
ABQ,1,-8.3,-3.17,basso,2984,"[('Carrier', 9462.0)]"
ABQ,1,26.28,30.94,medio,400,"[('Carrier', 9462.0)]"
ABQ,2,153.48,155.35,alto,130,"[('Carrier', 9936.0)]"
ABQ,2,-8.32,-2.87,basso,2820,"[('Carrier', 9936.0)]"
ABQ,2,28.75,31.03,medio,314,"[('Carrier', 9936.0)]"
ABQ,3,150.59,151.7,alto,230,"[('Carrier', 13960.0)]"
ABQ,3,-8.04,-2.42,basso,3050,"[('Carrier', 13960.0)]"
ABQ,3,25.73,31.27,medio,502,"[('Carrier', 13960.0)]"
ABQ,4,140.91,143.41,alto,188,"[('Carrier', 10294.0)]"
ABQ,4,-8.67,-2.32,basso,3086,"[('Carrier', 10294.0)]"
ABQ,4,24.81,30.96,medio,526,"[('Carrier', 10294.0)]"
ABQ,5,144.12,154.62,alto,328,"[('Carrier', 21030.0)]"
ABQ,5,-7.21,-1.85,basso,3296,"[('Carrier', 21030.0)]"
ABQ,5,25.33,31.05,medio,642,"[('Carrier', 21030.0)]"
ABQ,6,143.38,147.6,alto,252,"[('Carrier', 17878.0)]"
ABQ,6,-6.99,-2.11,basso,3286,"[('Carrier', 17878.0)]"
ABQ,6,25.6,30.53,medio,620,"[('Carrier', 17878.0)]"
ABQ,7,150.16,152.89,alto,336,"[('Carrier', 20116.0)]"
ABQ,7,-7.1,-2.07,basso,3252,"[('Carrier', 20116.0)]"
ABQ,7,29.37,33.04,medio,664,"[('Carrier', 20116.0)]"
ABQ,8,129.1,131.06,alto,250,"[('Carrier', 15906.0)]"
ABQ,8,-8.2,-3.3,basso,3432,"[('Carrier', 15906.0)]"
ABQ,8,27.2,30.08,medio,468,"[('Carrier', 15906.0)]"
ABQ,9,122.7,127.7,alto,132,"[('Carrier', 10198.0)]"
ABQ,9,-10.18,-3.86,basso,3496,"[('Carrier', 10198.0)]"
ABQ,9,22.68,28.92,medio,442,"[('Carrier', 10198.0)]"
ABQ,10,137.13,141.68,alto,150,"[('Carrier', 11618.0)]"
ABQ,10,-8.09,-3.06,basso,4226,"[('Carrier', 11618.0)]"
ABQ,10,22.9,28.51,medio,424,"[('Carrier', 11618.0)]"
ABQ,11,133.99,134.52,alto,142,"[('Carrier', 9394.0)]"
ABQ,11,-7.19,-3.53,basso,3474,"[('Carrier', 9394.0)]"
ABQ,11,28.39,30.1,medio,370,"[('Carrier', 9394.0)]"
ABQ,12,158.08,158.9,alto,178,"[('Carrier', 8950.0)]"
ABQ,12,-9.25,-3.16,basso,3408,"[('Carrier', 8950.0)]"
ABQ,12,23.94,30.12,medio,446,"[('Carrier', 8950.0)]"
ABR,1,121.4,130.8,alto,10,"[('Carrier', 670.0)]"
ABR,1,-13.71,-3.08,basso,102,"[('Carrier', 670.0)]"
ABR,1,7.8,27.2,medio,10,"[('Carrier', 670.0)]"
ABR,2,304.5,321.0,alto,4,"[('Carrier', 96.0)]"
ABR,2,-22.42,-4.94,basso,106,"[('Carrier', 96.0)]"
ABR,2,13.67,34.0,medio,6,"[('Carrier', 96.0)]"
ABR,3,171.43,192.29,alto,14,"[('Carrier', 1976.0)]"
ABR,3,-21.06,-4.02,basso,104,"[('Carrier', 1976.0)]"
ABR,3,11.67,27.0,medio,6,"[('Carrier', 1976.0)]"
ABR,4,344.0,365.67,alto,6,"[('Carrier', 1376.0)]"
ABR,4,-16.05,-5.18,basso,112,"[('Carrier', 1376.0)]"
ABR,4,-4.0,18.0,medio,2,"[('Carrier', 1376.0)]"
ABR,5,130.67,140.5,alto,12,"[('Carrier', 1544.0)]"
ABR,5,-10.7,-4.53,basso,106,"[('Carrier', 1544.0)]"
ABR,5,36.0,39.33,medio,6,"[('Carrier', 1544.0)]"
ABR,6,308.71,307.57,alto,14,"[('Carrier', 4608.0)]"
ABR,6,1.38,-3.38,basso,84,"[('Carrier', 4608.0)]"
ABR,6,49.55,37.82,medio,22,"[('Carrier', 4608.0)]"
ABR,7,138.29,132.29,alto,14,"[('Carrier', 1896.0)]"
ABR,7,-10.18,-1.86,basso,98,"[('Carrier', 1896.0)]"
ABR,7,32.67,35.67,medio,12,"[('Carrier', 1896.0)]"
ABR,8,249.33,235.17,alto,12,"[('Carrier', 2504.0)]"
ABR,8,-8.62,-3.28,basso,100,"[('Carrier', 2504.0)]"
ABR,8,35.33,24.5,medio,12,"[('Carrier', 2504.0)]"
ABR,9,132.33,140.33,alto,6,"[('Carrier', 926.0)]"
ABR,9,-16.53,-5.35,basso,114,"[('Carrier', 926.0)]"
ABR,10,182.33,193.5,alto,12,"[('Carrier', 2418.0)]"
ABR,10,-16.44,-4.54,basso,100,"[('Carrier', 2418.0)]"
ABR,10,29.67,42.5,medio,12,"[('Carrier', 2418.0)]"
ABR,11,90.0,106.0,alto,6,"[('Carrier', 698.0)]"
ABR,11,-11.45,-4.59,basso,102,"[('Carrier', 698.0)]"
ABR,11,17.2,25.8,medio,10,"[('Carrier', 698.0)]"
ABR,12,348.1,356.8,alto,20,"[('Carrier', 6890.0)]"
ABR,12,-7.9,-4.21,basso,84,"[('Carrier', 6890.0)]"
ABR,12,25.5,34.13,medio,16,"[('Carrier', 6890.0)]"
ABY,1,294.14,304.86,alto,14,"[('Carrier', 3538.0)]"
ABY,1,-10.1,-4.44,basso,100,"[('Carrier', 3538.0)]"
ABY,1,18.6,26.6,medio,10,"[('Carrier', 3538.0)]"
ABY,2,194.83,199.33,alto,12,"[('Carrier', 1888.0)]"
ABY,2,-7.69,-5.71,basso,90,"[('Carrier', 1888.0)]"
ABY,2,15.57,27.71,medio,14,"[('Carrier', 1888.0)]"
ABY,3,131.0,140.5,alto,8,"[('Carrier', 1154.0)]"
ABY,3,-9.23,-5.43,basso,112,"[('Carrier', 1154.0)]"
ABY,3,39.0,43.0,medio,4,"[('Carrier', 1154.0)]"
ABY,4,137.0,130.25,alto,8,"[('Carrier', 1612.0)]"
ABY,4,-3.1,-6.27,basso,98,"[('Carrier', 1612.0)]"
ABY,4,39.0,35.43,medio,14,"[('Carrier', 1612.0)]"
ABY,5,115.5,118.75,alto,16,"[('Carrier', 1874.0)]"
ABY,5,-3.52,-5.9,basso,96,"[('Carrier', 1874.0)]"
ABY,5,39.83,39.0,medio,12,"[('Carrier', 1874.0)]"
ABY,6,66.25,72.0,alto,8,"[('Carrier', 912.0)]"
ABY,6,-6.63,-5.63,basso,102,"[('Carrier', 912.0)]"
ABY,6,40.0,45.6,medio,10,"[('Carrier', 912.0)]"
ABY,7,188.0,186.23,alto,26,"[('Carrier', 4592.0)]"
ABY,7,2.98,-5.52,basso,84,"[('Carrier', 4592.0)]"
ABY,7,27.43,29.43,medio,14,"[('Carrier', 4592.0)]"
ABY,8,261.44,266.44,alto,18,"[('Carrier', 2406.0)]"
ABY,8,-5.73,-4.44,basso,90,"[('Carrier', 2406.0)]"
ABY,8,21.13,29.5,medio,16,"[('Carrier', 2406.0)]"
ABY,9,95.8,101.6,alto,10,"[('Carrier', 1184.0)]"
ABY,9,-6.53,-6.71,basso,98,"[('Carrier', 1184.0)]"
ABY,9,41.5,40.17,medio,12,"[('Carrier', 1184.0)]"
ABY,10,117.0,130.0,alto,2,"[('Carrier', 458.0)]"
ABY,10,-8.37,-6.73,basso,118,"[('Carrier', 458.0)]"
ABY,10,42.5,55.5,medio,4,"[('Carrier', 458.0)]"
ABY,11,195.0,190.0,alto,6,"[('Carrier', 1602.0)]"
ABY,11,-7.17,-7.83,basso,140,"[('Carrier', 1602.0)]"
ABY,11,34.75,38.0,medio,8,"[('Carrier', 1602.0)]"
ABY,12,193.87,195.67,alto,30,"[('Carrier', 4946.0)]"
ABY,12,-14.26,-7.19,basso,114,"[('Carrier', 4946.0)]"
ABY,12,22.5,26.17,medio,12,"[('Carrier', 4946.0)]"
ACK,5,151.8,160.67,alto,30,"[('Carrier', 458.0)]"
ACK,5,-10.09,-9.62,basso,204,"[('Carrier', 458.0)]"
ACK,5,33.2,33.4,medio,20,"[('Carrier', 458.0)]"
ACK,6,173.32,174.27,alto,74,"[('Carrier', 3186.0)]"
ACK,6,-12.55,-8.13,basso,552,"[('Carrier', 3186.0)]"
ACK,6,39.27,36.27,medio,66,"[('Carrier', 3186.0)]"
ACK,7,140.27,137.04,alto,102,"[('Carrier', 4276.0)]"
ACK,7,-10.39,-7.24,basso,728,"[('Carrier', 4276.0)]"
ACK,7,32.2,33.41,medio,128,"[('Carrier', 4276.0)]"
ACK,8,181.4,179.66,alto,94,"[('Carrier', 4236.0)]"
ACK,8,-6.35,-5.18,basso,780,"[('Carrier', 4236.0)]"
ACK,8,32.16,35.78,medio,74,"[('Carrier', 4236.0)]"
ACK,9,101.78,238.0,alto,18,"[('Carrier', 242.0)]"
ACK,9,-11.55,-9.64,basso,310,"[('Carrier', 242.0)]"
ACK,9,40.0,37.55,medio,22,"[('Carrier', 242.0)]"
ACK,10,162.0,168.0,alto,6,"[('Carrier', 324.0)]"
ACK,10,-13.55,-9.9,basso,134,"[('Carrier', 324.0)]"
ACK,10,28.5,34.5,medio,8,"[('Carrier', 324.0)]"
ACT,1,268.8,272.8,alto,20,"[('Carrier', 2564.0)]"
ACT,1,-7.87,-5.87,basso,142,"[('Carrier', 2564.0)]"
ACT,1,34.25,36.42,medio,24,"[('Carrier', 2564.0)]"
ACT,2,70.25,82.5,alto,8,"[('Carrier', 388.0)]"
ACT,2,-5.96,-4.51,basso,160,"[('Carrier', 388.0)]"
ACT,2,36.0,31.0,medio,6,"[('Carrier', 388.0)]"
ACT,3,69.75,75.25,alto,8,"[('Carrier', 22.0)]"
ACT,3,-2.48,-3.0,basso,164,"[('Carrier', 22.0)]"
ACT,3,29.43,29.57,medio,14,"[('Carrier', 22.0)]"
ACT,4,179.67,171.83,alto,12,"[('Carrier', 380.0)]"
ACT,4,-3.61,-3.61,basso,148,"[('Carrier', 380.0)]"
ACT,4,30.7,33.8,medio,20,"[('Carrier', 380.0)]"
ACT,5,186.91,187.64,alto,22,"[('Carrier', 2462.0)]"
ACT,5,-4.72,-5.68,basso,148,"[('Carrier', 2462.0)]"
ACT,5,31.14,34.29,medio,14,"[('Carrier', 2462.0)]"
ACT,6,150.88,149.94,alto,34,"[('Carrier', 3064.0)]"
ACT,6,-3.6,-4.02,basso,116,"[('Carrier', 3064.0)]"
ACT,6,29.67,34.27,medio,30,"[('Carrier', 3064.0)]"
ACT,7,143.3,139.0,alto,20,"[('Carrier', 2688.0)]"
ACT,7,-4.49,-6.15,basso,148,"[('Carrier', 2688.0)]"
ACT,7,41.5,45.75,medio,16,"[('Carrier', 2688.0)]"
ACT,8,107.4,103.8,alto,10,"[('Carrier', 904.0)]"
ACT,8,-1.86,-4.3,basso,152,"[('Carrier', 904.0)]"
ACT,8,40.73,36.73,medio,22,"[('Carrier', 904.0)]"
ACT,9,166.5,174.75,alto,8,"[('Carrier', 1040.0)]"
ACT,9,-5.84,-4.89,basso,150,"[('Carrier', 1040.0)]"
ACT,9,29.64,27.09,medio,22,"[('Carrier', 1040.0)]"
ACT,10,115.0,119.56,alto,36,"[('Carrier', 3494.0)]"
ACT,10,-7.42,-6.16,basso,124,"[('Carrier', 3494.0)]"
ACT,10,32.5,33.58,medio,24,"[('Carrier', 3494.0)]"
ACT,11,153.75,157.5,alto,8,"[('Carrier', 1080.0)]"
ACT,11,-6.63,-4.91,basso,150,"[('Carrier', 1080.0)]"
ACT,11,36.71,39.86,medio,14,"[('Carrier', 1080.0)]"
ACT,12,136.63,135.06,alto,32,"[('Carrier', 4170.0)]"
ACT,12,-3.23,-4.66,basso,122,"[('Carrier', 4170.0)]"
ACT,12,34.46,33.46,medio,26,"[('Carrier', 4170.0)]"
ACV,1,190.33,195.13,alto,30,"[('Carrier', 2670.0)]"
ACV,1,-10.13,-5.32,basso,234,"[('Carrier', 2670.0)]"
ACV,1,27.31,32.88,medio,32,"[('Carrier', 2670.0)]"
ACV,2,357.87,360.0,alto,30,"[('Carrier', 1186.0)]"
ACV,2,-5.41,-5.65,basso,202,"[('Carrier', 1186.0)]"
ACV,2,40.18,37.95,medio,44,"[('Carrier', 1186.0)]"
ACV,3,202.46,205.92,alto,26,"[('Carrier', 2876.0)]"
ACV,3,-7.59,-4.73,basso,212,"[('Carrier', 2876.0)]"
ACV,3,31.0,32.1,medio,58,"[('Carrier', 2876.0)]"
ACV,4,145.58,146.5,alto,24,"[('Carrier', 2100.0)]"
ACV,4,-7.59,-4.16,basso,188,"[('Carrier', 2100.0)]"
ACV,4,48.36,37.07,medio,28,"[('Carrier', 2100.0)]"
ACV,5,174.42,168.17,alto,24,"[('Carrier', 1204.0)]"
ACV,5,-7.71,-3.76,basso,194,"[('Carrier', 1204.0)]"
ACV,5,30.23,29.15,medio,26,"[('Carrier', 1204.0)]"
ACV,6,185.78,191.11,alto,18,"[('Carrier', 2802.0)]"
ACV,6,-7.74,-4.14,basso,190,"[('Carrier', 2802.0)]"
ACV,6,39.0,34.3,medio,20,"[('Carrier', 2802.0)]"
ACV,7,337.8,332.9,alto,20,"[('Carrier', 4968.0)]"
ACV,7,-6.7,-4.93,basso,240,"[('Carrier', 4968.0)]"
ACV,7,38.91,35.18,medio,22,"[('Carrier', 4968.0)]"
ACV,8,191.11,184.44,alto,18,"[('Carrier', 986.0)]"
ACV,8,-3.87,-3.88,basso,238,"[('Carrier', 986.0)]"
ACV,8,30.63,28.94,medio,32,"[('Carrier', 986.0)]"
ACV,9,283.37,285.79,alto,38,"[('Carrier', 2994.0)]"
ACV,9,-10.4,-5.1,basso,248,"[('Carrier', 2994.0)]"
ACV,9,31.38,34.88,medio,16,"[('Carrier', 2994.0)]"
ACV,10,234.8,234.05,alto,40,"[('Carrier', 3952.0)]"
ACV,10,-7.56,-5.31,basso,296,"[('Carrier', 3952.0)]"
ACV,10,30.55,32.91,medio,22,"[('Carrier', 3952.0)]"
ACV,11,107.11,105.06,alto,36,"[('Carrier', 1414.0)]"
ACV,11,-5.73,-4.96,basso,286,"[('Carrier', 1414.0)]"
ACV,11,29.88,32.69,medio,32,"[('Carrier', 1414.0)]"
ACV,12,164.29,169.57,alto,14,"[('Carrier', 2358.0)]"
ACV,12,-6.78,-5.77,basso,274,"[('Carrier', 2358.0)]"
ACV,12,39.91,32.18,medio,22,"[('Carrier', 2358.0)]"
ACY,1,134.56,138.78,alto,18,"[('Carrier', 1508.0)]"
ACY,1,-4.72,-5.48,basso,458,"[('Carrier', 1508.0)]"
ACY,1,30.88,29.38,medio,48,"[('Carrier', 1508.0)]"
ACY,2,134.88,136.0,alto,32,"[('Carrier', 2266.0)]"
ACY,2,-11.62,-5.02,basso,458,"[('Carrier', 2266.0)]"
ACY,2,25.43,34.32,medio,74,"[('Carrier', 2266.0)]"
ACY,3,157.5,156.47,alto,68,"[('Carrier', 3170.0)]"
ACY,3,-8.94,-4.44,basso,444,"[('Carrier', 3170.0)]"
ACY,3,31.79,33.18,medio,142,"[('Carrier', 3170.0)]"
ACY,4,130.53,132.6,alto,30,"[('Carrier', 916.0)]"
ACY,4,-16.73,-6.56,basso,518,"[('Carrier', 916.0)]"
ACY,4,28.96,34.48,medio,50,"[('Carrier', 916.0)]"
ACY,5,134.46,135.54,alto,26,"[('Carrier', 398.0)]"
ACY,5,-11.36,-4.92,basso,476,"[('Carrier', 398.0)]"
ACY,5,24.94,30.91,medio,70,"[('Carrier', 398.0)]"
ACY,6,129.86,135.41,alto,58,"[('Carrier', 3442.0)]"
ACY,6,-14.5,-4.42,basso,374,"[('Carrier', 3442.0)]"
ACY,6,23.14,31.46,medio,56,"[('Carrier', 3442.0)]"
ACY,7,171.47,181.18,alto,34,"[('Carrier', 3198.0)]"
ACY,7,-12.26,-3.27,basso,354,"[('Carrier', 3198.0)]"
ACY,7,27.49,35.84,medio,74,"[('Carrier', 3198.0)]"
ACY,8,136.0,137.96,alto,54,"[('Carrier', 2094.0)]"
ACY,8,-8.79,-3.47,basso,430,"[('Carrier', 2094.0)]"
ACY,8,27.79,31.47,medio,76,"[('Carrier', 2094.0)]"
ACY,9,113.75,114.0,alto,16,"[('Carrier', 886.0)]"
ACY,9,-13.51,-5.63,basso,346,"[('Carrier', 886.0)]"
ACY,9,23.38,28.94,medio,32,"[('Carrier', 886.0)]"
ACY,10,97.83,112.5,alto,12,"[('Carrier', 504.0)]"
ACY,10,-14.65,-5.38,basso,388,"[('Carrier', 504.0)]"
ACY,10,27.46,37.62,medio,26,"[('Carrier', 504.0)]"
ACY,11,179.17,196.5,alto,12,"[('Carrier', 1508.0)]"
ACY,11,-20.94,-7.67,basso,438,"[('Carrier', 1508.0)]"
ACY,11,20.25,34.38,medio,32,"[('Carrier', 1508.0)]"
ACY,12,89.29,98.94,alto,34,"[('Carrier', 1372.0)]"
ACY,12,-15.16,-6.21,basso,296,"[('Carrier', 1372.0)]"
ACY,12,23.76,31.6,medio,50,"[('Carrier', 1372.0)]"
ADK,1,-6.14,-10.43,basso,14,"[('Weather', 6.0)]"
ADK,1,42.0,29.5,medio,4,"[('Weather', 6.0)]"
ADK,2,-34.75,-36.88,basso,16,"[('Weather', 2.0)]"
ADK,3,103.0,103.0,alto,2,"[('Late Aircraft', 206.0)]"
ADK,3,-40.63,-42.88,basso,16,"[('Late Aircraft', 206.0)]"
ADK,4,217.0,225.0,alto,2,"[('Weather', 2.0)]"
ADK,4,-22.0,-18.33,basso,12,"[('Weather', 2.0)]"
ADK,4,53.0,58.0,medio,2,"[('Weather', 2.0)]"
ADK,5,-42.57,-33.43,basso,14,"[('Security', 30.0)]"
ADK,5,17.0,22.0,medio,4,"[('Security', 30.0)]"
ADK,6,-16.22,-20.22,basso,18,"[('Weather', 2.0)]"
ADK,7,-9.43,-7.0,basso,14,"[('NAS', 8.0)]"
ADK,7,36.5,37.5,medio,4,"[('NAS', 8.0)]"
ADK,8,135.0,170.0,alto,2,"[('Security', 134.0)]"
ADK,8,-0.67,1.17,basso,12,"[('Security', 134.0)]"
ADK,8,33.5,49.0,medio,4,"[('Security', 134.0)]"
ADK,9,73.0,70.0,alto,2,"[('NAS', 6.0)]"
ADK,9,-7.6,-0.8,basso,10,"[('NAS', 6.0)]"
ADK,9,16.5,31.0,medio,4,"[('NAS', 6.0)]"
ADK,10,-15.88,-13.0,basso,16,"[('Carrier', 32.0)]"
ADK,10,16.0,29.0,medio,2,"[('Carrier', 32.0)]"
ADK,11,73.0,61.0,alto,2,"[('Weather', 2.0)]"
ADK,11,-4.38,-11.75,basso,16,"[('Weather', 2.0)]"
ADK,12,-15.63,-19.38,basso,16,"[('NAS', 32.0)]"
ADQ,1,83.75,92.38,alto,16,"[('Carrier', 488.0)]"
ADQ,1,-15.6,-12.75,basso,80,"[('Carrier', 488.0)]"
ADQ,1,27.75,30.63,medio,16,"[('Carrier', 488.0)]"
ADQ,2,126.33,134.33,alto,6,"[('Carrier', 186.0)]"
ADQ,2,-13.96,-10.08,basso,100,"[('Carrier', 186.0)]"
ADQ,2,28.6,33.8,medio,10,"[('Carrier', 186.0)]"
ADQ,3,161.8,164.0,alto,10,"[('Carrier', 36.0)]"
ADQ,3,-14.52,-11.23,basso,96,"[('Carrier', 36.0)]"
ADQ,3,22.43,26.86,medio,14,"[('Carrier', 36.0)]"
ADQ,4,165.0,168.5,alto,4,"[('Carrier', 852.0)]"
ADQ,4,-14.94,-11.15,basso,96,"[('Carrier', 852.0)]"
ADQ,4,33.5,39.38,medio,16,"[('Carrier', 852.0)]"
ADQ,5,52.5,62.5,alto,4,"[('Carrier', 184.0)]"
ADQ,5,-10.79,-9.06,basso,132,"[('Carrier', 184.0)]"
ADQ,5,40.25,42.0,medio,8,"[('Carrier', 184.0)]"
ADQ,6,74.5,76.5,alto,4,"[('Carrier', 240.0)]"
ADQ,6,-11.29,-11.61,basso,138,"[('Carrier', 240.0)]"
ADQ,6,31.8,36.2,medio,10,"[('Carrier', 240.0)]"
ADQ,7,212.0,210.0,alto,12,"[('Carrier', 886.0)]"
ADQ,7,-6.85,-6.93,basso,134,"[('Carrier', 886.0)]"
ADQ,7,19.0,24.67,medio,12,"[('Carrier', 886.0)]"
ADQ,8,100.0,100.0,alto,6,"[('Carrier', 172.0)]"
ADQ,8,-8.44,-8.16,basso,150,"[('Carrier', 172.0)]"
ADQ,8,24.25,27.38,medio,16,"[('Carrier', 172.0)]"
ADQ,9,89.0,87.0,alto,2,"[('Weather', 250.0)]"
ADQ,9,-11.38,-12.55,basso,172,"[('Weather', 250.0)]"
ADQ,9,47.67,43.0,medio,6,"[('Weather', 250.0)]"
ADQ,10,131.67,130.33,alto,6,"[('Carrier', 290.0)]"
ADQ,10,-7.1,-5.73,basso,104,"[('Carrier', 290.0)]"
ADQ,10,32.29,31.43,medio,14,"[('Carrier', 290.0)]"
ADQ,11,357.33,358.67,alto,6,"[('Carrier', 1648.0)]"
ADQ,11,-2.5,-4.57,basso,84,"[('Carrier', 1648.0)]"
ADQ,11,28.31,27.46,medio,26,"[('Carrier', 1648.0)]"
ADQ,12,174.67,169.67,alto,6,"[('Carrier', 36.0)]"
ADQ,12,-8.89,-6.76,basso,110,"[('Carrier', 36.0)]"
ADQ,12,29.67,30.0,medio,6,"[('Carrier', 36.0)]"
AEX,1,259.19,249.38,alto,32,"[('Carrier', 1748.0)]"
AEX,1,-4.48,-4.59,basso,246,"[('Carrier', 1748.0)]"
AEX,1,32.44,38.5,medio,32,"[('Carrier', 1748.0)]"
AEX,2,234.67,239.67,alto,12,"[('Carrier', 3114.0)]"
AEX,2,-10.48,-6.24,basso,260,"[('Carrier', 3114.0)]"
AEX,2,37.75,33.63,medio,16,"[('Carrier', 3114.0)]"
AEX,3,153.88,165.25,alto,16,"[('Carrier', 1260.0)]"
AEX,3,-10.39,-4.63,basso,280,"[('Carrier', 1260.0)]"
AEX,3,41.43,34.86,medio,14,"[('Carrier', 1260.0)]"
AEX,4,284.56,266.72,alto,36,"[('Carrier', 3318.0)]"
AEX,4,-8.29,-5.48,basso,244,"[('Carrier', 3318.0)]"
AEX,4,33.8,35.1,medio,20,"[('Carrier', 3318.0)]"
AEX,5,166.96,169.96,alto,46,"[('Carrier', 2490.0)]"
AEX,5,-5.67,-4.33,basso,246,"[('Carrier', 2490.0)]"
AEX,5,33.67,27.56,medio,18,"[('Carrier', 2490.0)]"
AEX,6,209.69,231.23,alto,26,"[('Carrier', 4322.0)]"
