airline,airport,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancellation_rate_pct,active_months
AA,EWR,3437,-66.0,1346.0,12.52,2.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EYW,846,-40.0,1399.0,35.67,2.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FAT,1034,-42.0,673.0,10.8,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FCA,187,-43.0,1039.0,11.64,1.07,[ 6  7  8  9 10 11]
AA,FLL,3212,-41.0,1193.0,17.51,1.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FSD,317,-46.0,730.0,18.79,2.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GEG,723,-51.0,866.0,12.59,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GRR,1279,-62.0,996.0,14.15,1.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSO,690,-60.0,1479.0,21.68,1.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSP,683,-43.0,1143.0,22.49,2.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GUC,52,-36.0,1205.0,43.79,0.0,[ 1  2  3  4 12]
AA,HDN,77,-33.0,1125.0,28.66,0.0,[ 1  2  3  4 12]
AA,HNL,1162,-72.0,951.0,-7.06,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,HSV,7,-29.0,85.0,28.14,0.0,[11 12]
AA,IAD,360,-45.0,337.0,1.39,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IAH,3505,-50.0,1360.0,17.73,2.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ICT,276,-32.0,528.0,24.95,2.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ILM,736,-39.0,831.0,10.8,2.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IND,3374,-57.0,1423.0,11.9,1.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAC,525,-48.0,1418.0,40.97,0.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAX,3656,-51.0,1495.0,13.73,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JFK,7285,-89.0,1455.0,0.72,1.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,KOA,385,-76.0,1398.0,-1.29,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAS,6945,-53.0,1492.0,11.52,1.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAX,15380,-64.0,1407.0,9.63,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LBB,207,-37.0,808.0,19.51,1.45,[ 1  2  3  4  5  6  7 10 11 12]
AA,LEX,493,-39.0,1131.0,22.09,4.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LGA,8361,-66.0,1500.0,8.3,2.37,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIH,398,-72.0,1153.0,0.82,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIT,377,-29.0,1188.0,24.9,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCI,2895,-56.0,1167.0,13.86,1.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCO,8950,-48.0,1385.0,14.48,1.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MDT,546,-54.0,1449.0,20.67,1.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MEM,2205,-45.0,1452.0,14.01,1.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MFE,926,-37.0,1399.0,19.48,2.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MHT,61,-26.0,197.0,8.82,0.0,[4 5 6]
AA,MIA,30043,-68.0,1406.0,17.44,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MKE,1341,-44.0,1434.0,16.65,1.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MRY,342,-48.0,569.0,10.94,2.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSN,1074,-62.0,1323.0,15.62,0.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSO,110,-38.0,926.0,17.42,0.0,[ 1  6  7  8  9 10 11 12]
AA,MSP,2311,-59.0,1147.0,8.86,1.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSY,3339,-41.0,1392.0,18.89,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MTJ,255,-31.0,1099.0,10.78,0.0,[ 1  2  3  4  6  7  8  9 10 11 12]
AA,MYR,580,-37.0,671.0,9.21,1.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OGG,607,-70.0,918.0,-8.15,0.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OKC,1404,-37.0,1368.0,16.02,1.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OMA,1562,-53.0,1095.0,13.22,1.22,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ONT,1666,-46.0,1439.0,8.02,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORD,25766,-66.0,1455.0,16.04,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORF,1441,-54.0,1491.0,15.52,2.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PBI,3078,-41.0,1316.0,18.25,1.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PDX,1932,-49.0,1497.0,8.42,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHL,22888,-67.0,1416.0,11.61,1.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHX,27701,-88.0,1479.0,8.71,0.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PIT,3173,-66.0,1062.0,10.71,1.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PNS,891,-35.0,1320.0,32.29,2.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PSP,913,-46.0,1308.0,10.62,0.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PVD,1093,-37.0,1419.0,11.48,0.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PWM,860,-49.0,897.0,10.94,1.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RAP,66,-31.0,1072.0,31.17,3.03,[ 6  7  8  9 10]
AA,RDM,65,-29.0,1380.0,90.46,0.0,[ 5  6  7  8  9 10]
AA,RDU,5685,-60.0,1301.0,13.65,1.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RIC,1864,-45.0,1224.0,10.98,1.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RNO,1205,-54.0,1493.0,17.89,1.24,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ROC,431,-32.0,1112.0,27.11,1.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RSW,2770,-39.0,1191.0,13.58,2.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAN,4611,-52.0,1397.0,11.91,1.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAT,3977,-44.0,1394.0,13.89,1.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAV,964,-38.0,1070.0,22.4,2.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBA,524,-43.0,880.0,16.08,1.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBP,398,-39.0,1256.0,23.34,0.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SDF,1281,-43.0,1473.0,19.16,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SEA,2775,-51.0,1434.0,8.11,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SFO,5273,-67.0,1395.0,13.25,0.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJC,711,-45.0,1121.0,5.59,0.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJU,1948,-47.0,1470.0,17.3,0.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SLC,1905,-52.0,1419.0,12.98,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SMF,1729,-60.0,1205.0,9.3,1.74,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SNA,3243,-60.0,1382.0,10.56,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SRQ,1332,-42.0,1470.0,17.85,3.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STL,3551,-48.0,1461.0,13.33,1.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STS,97,-29.0,371.0,34.73,1.03,[ 5  6  7  8  9 10 11]
AA,STT,1019,-53.0,1456.0,23.99,0.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STX,397,-38.0,1471.0,27.42,0.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SYR,804,-59.0,913.0,11.21,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TPA,6333,-44.0,1355.0,15.91,2.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUL,1203,-37.0,1457.0,14.75,1.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUS,1700,-35.0,1123.0,8.77,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TVC,49,-24.0,1139.0,76.04,0.0,[6 7 8 9]
AA,TYS,731,-50.0,931.0,10.93,2.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,VPS,964,-43.0,1432.0,22.81,1.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,XNA,651,-27.0,999.0,23.3,1.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ABQ,219,-45.0,266.0,4.14,0.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADK,55,-62.0,103.0,-8.56,12.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADQ,432,-38.0,433.0,0.65,2.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AKN,68,-31.0,87.0,-0.07,0.0,[5 6 7 8 9]
AS,ANC,7186,-60.0,460.0,0.71,1.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ATL,746,-62.0,287.0,3.51,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AUS,1468,-48.0,613.0,10.23,1.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BET,331,-36.0,302.0,14.43,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BNA,610,-58.0,359.0,-1.89,1.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BOI,316,-35.0,181.0,1.58,0.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BOS,1287,-72.0,453.0,4.17,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BRW,174,-26.0,285.0,16.25,4.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BUR,1093,-37.0,490.0,3.14,2.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
