airline,airport,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancellation_rate_pct,active_months
AS,BWI,141,-37.0,96.0,9.94,1.42,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BZN,153,-44.0,142.0,10.22,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CDV,179,-36.0,206.0,1.16,2.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CHS,98,-46.0,139.0,2.13,4.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CLE,132,-47.0,364.0,0.48,2.27,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CMH,127,-56.0,126.0,-3.4,0.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CVG,101,-47.0,135.0,0.93,1.98,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DAL,92,-41.0,188.0,1.23,2.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DCA,414,-72.0,309.0,-0.52,0.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DEN,568,-36.0,359.0,5.8,1.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DFW,570,-52.0,385.0,13.99,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DLG,37,-32.0,92.0,-7.29,5.41,[6 7 8 9]
AS,DTW,125,-41.0,123.0,2.58,1.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,EUG,71,-26.0,424.0,16.22,4.23,[ 1  2  3  5  6  7  8  9 10 11 12]
AS,EWR,779,-70.0,374.0,4.25,3.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FAI,617,-42.0,202.0,-1.53,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FAT,92,-35.0,109.0,0.69,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FLL,271,-54.0,317.0,11.64,5.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,GEG,620,-37.0,292.0,1.44,1.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,GST,22,-34.0,220.0,8.25,9.09,[6 7 8]
AS,HNL,1082,-63.0,308.0,3.13,3.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IAD,539,-67.0,308.0,4.22,1.11,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IAH,239,-52.0,288.0,5.62,2.51,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IND,132,-44.0,151.0,8.13,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,JAC,11,-33.0,119.0,9.2,9.09,[1 2 3 6]
AS,JFK,940,-72.0,338.0,-2.33,2.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,JNU,1130,-43.0,478.0,0.27,1.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,KOA,528,-68.0,550.0,1.85,3.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,KTN,609,-65.0,307.0,-3.71,2.3,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LAS,1432,-42.0,363.0,7.14,2.51,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LAX,2339,-48.0,558.0,1.49,2.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LIH,275,-81.0,195.0,4.95,0.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MCI,209,-38.0,141.0,-1.04,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MCO,694,-58.0,432.0,14.15,3.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MIA,141,-73.0,305.0,17.87,4.96,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MKE,118,-39.0,123.0,-4.11,0.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MSO,46,-30.0,157.0,6.3,0.0,[ 4  5  6  7  8  9 10 11 12]
AS,MSP,252,-54.0,200.0,5.63,1.98,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MSY,154,-41.0,245.0,2.67,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OAK,176,-42.0,123.0,-5.34,3.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OGG,516,-55.0,383.0,6.01,3.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OKC,78,-36.0,138.0,3.54,2.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OMA,115,-40.0,169.0,-1.82,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OME,99,-26.0,196.0,3.57,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ONT,332,-38.0,359.0,0.84,2.11,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ORD,767,-50.0,338.0,7.42,0.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OTZ,114,-32.0,105.0,-6.34,7.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PAE,244,-44.0,177.0,-2.32,4.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PDX,4168,-53.0,406.0,2.94,2.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PHL,177,-55.0,174.0,7.51,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PHX,1267,-50.0,241.0,2.17,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PIT,109,-52.0,193.0,-3.22,1.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSC,106,-27.0,289.0,10.72,3.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSG,176,-47.0,114.0,-5.49,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSP,384,-42.0,278.0,0.96,4.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RDM,110,-24.0,195.0,11.72,2.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RDU,141,-58.0,862.0,9.41,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RNO,154,-32.0,182.0,6.95,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RSW,39,-34.0,76.0,-7.62,5.13,[ 1  2  3  4  5  6  7  9 12]
AS,SAN,2571,-57.0,776.0,8.26,2.96,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SAT,166,-35.0,303.0,8.78,0.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SBA,91,-39.0,207.0,0.12,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SBP,18,-24.0,29.0,-0.61,0.0,[10 11 12]
AS,SCC,159,-44.0,266.0,-9.12,2.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SEA,19506,-62.0,449.0,6.03,1.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SFO,2778,-65.0,559.0,8.04,2.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SIT,327,-34.0,498.0,-0.16,1.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SJC,718,-51.0,414.0,-0.98,1.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SLC,306,-37.0,302.0,5.66,2.94,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SMF,280,-36.0,286.0,3.62,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SNA,1047,-37.0,467.0,0.44,1.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,STL,188,-60.0,407.0,1.9,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,STS,71,-39.0,160.0,8.06,1.41,[ 1  3  4  5  6  7  8  9 10 11 12]
AS,TPA,271,-53.0,468.0,16.5,4.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,TUS,129,-25.0,108.0,4.85,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,WRG,174,-34.0,228.0,-5.86,1.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,YAK,168,-37.0,231.0,-0.2,1.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ABQ,62,-33.0,1398.0,88.56,0.0,[ 2  3  4  5  6  7  8  9 10]
B6,ACK,237,-36.0,327.0,8.62,1.27,[ 5  6  7  8  9 10]
B6,ALB,185,-46.0,471.0,12.17,2.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ATL,703,-38.0,1263.0,18.87,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,AUS,207,-44.0,409.0,22.07,1.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,AVL,16,-33.0,383.0,21.4,6.25,[6 7 8]
B6,BDL,848,-66.0,348.0,5.55,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BNA,343,-61.0,1031.0,11.88,2.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BOS,10206,-81.0,981.0,7.8,1.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BQN,382,-47.0,507.0,11.52,0.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BUF,870,-70.0,518.0,5.51,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BUR,78,-37.0,342.0,17.58,1.28,[ 1  2  3  4  5  6  7  8  9 10]
B6,BWI,61,-30.0,316.0,7.43,0.0,[1 2 3 4]
B6,BZN,37,-35.0,1399.0,82.53,2.7,[ 2  3  6  7  8  9 12]
B6,CHS,491,-41.0,436.0,9.68,1.22,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,CLE,190,-36.0,1050.0,17.54,0.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,CLT,143,-41.0,327.0,8.38,1.4,[ 1  2  3  4  5  6  7  8  9 10]
B6,DCA,2110,-51.0,1247.0,8.14,1.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DEN,316,-44.0,882.0,21.0,2.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DFW,85,-39.0,1096.0,32.54,1.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DTW,264,-38.0,332.0,3.65,0.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,EWR,1397,-84.0,724.0,8.41,1.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,EYW,50,-53.0,213.0,8.18,0.0,[ 1  2  3  4 10 11 12]
B6,FLL,4799,-95.0,816.0,12.26,1.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,HDN,15,-33.0,1163.0,90.87,0.0,[2 3 4]
B6,HPN,1367,-56.0,619.0,1.71,1.61,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,HYA,29,-19.0,441.0,90.46,10.34,[5 6 7 8]
B6,IAH,183,-43.0,1062.0,20.96,2.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ISP,34,-35.0,95.0,2.12,0.0,[10 11 12]
B6,JAX,442,-43.0,397.0,9.34,2.94,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,JFK,9114,-81.0,813.0,10.09,1.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LAS,769,-66.0,1161.0,6.81,0.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LAX,2258,-63.0,670.0,0.24,0.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LGA,2392,-62.0,1196.0,9.32,2.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MCI,45,-38.0,260.0,21.93,2.22,[1 2 3 4 5 6]
B6,MCO,4464,-56.0,1029.0,15.73,1.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MIA,475,-52.0,884.0,26.37,1.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MKE,133,-44.0,236.0,5.83,2.26,[ 1  2  3  4  5  6  7  8  9 10]
B6,MSP,74,-41.0,410.0,19.63,2.7,[ 1  2  3  4  5  6  7  8  9 10]
B6,MSY,324,-44.0,1282.0,18.38,0.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MVY,152,-33.0,270.0,11.77,7.24,[ 5  6  7  8  9 10]
B6,ONT,64,-43.0,198.0,0.73,0.0,[ 1  2  3  4  5  6  7  8  9 10]
B6,ORD,296,-47.0,1028.0,16.97,2.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ORH,176,-48.0,340.0,12.36,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PBI,2157,-56.0,917.0,12.06,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PDX,46,-47.0,205.0,26.59,0.0,[ 3  4  5  6  7  8  9 10]
B6,PHL,264,-46.0,272.0,1.83,1.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PHX,229,-55.0,1231.0,26.03,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PIT,304,-50.0,471.0,4.94,1.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PQI,33,-37.0,41.0,-9.06,3.03,[ 9 10 11 12]
B6,PSE,171,-44.0,191.0,-4.09,1.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PSP,17,-39.0,76.0,-9.0,5.88,[2 3 4]
B6,PVD,402,-53.0,411.0,2.13,1.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PWM,91,-41.0,245.0,6.74,5.49,[ 5  6  7  8  9 10 11 12]
B6,RDU,820,-40.0,690.0,13.75,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RIC,454,-45.0,508.0,2.29,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RNO,64,-49.0,1021.0,27.79,3.13,[ 1  2  3  4  5  6  7  8 12]
B6,ROC,180,-35.0,561.0,17.44,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RSW,953,-45.0,653.0,17.91,2.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SAN,428,-55.0,1155.0,18.07,0.47,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SAT,141,-42.0,278.0,9.14,2.13,[ 1  2  3  4  5  6  7  8  9 10]
B6,SAV,250,-48.0,369.0,9.45,2.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SEA,193,-44.0,1009.0,16.85,0.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SFO,1130,-60.0,554.0,4.26,0.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SJC,36,-43.0,79.0,5.89,0.0,[4 5 6 7 8 9]
B6,SJU,2478,-62.0,975.0,13.92,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SLC,413,-52.0,1089.0,14.99,0.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SMF,95,-42.0,1093.0,35.76,1.05,[ 1  2  3  4  5  6  7  8  9 10]
B6,SRQ,190,-47.0,300.0,8.17,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,STT,182,-33.0,295.0,10.55,1.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,STX,7,-26.0,137.0,21.86,0.0,[12]
B6,SYR,351,-45.0,484.0,10.57,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,TLH,75,-35.0,112.0,-6.53,2.67,[ 1  2  3  4  5  6  7  8  9 10]
B6,TPA,1249,-42.0,785.0,14.78,2.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ABQ,369,-41.0,150.0,-7.59,1.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,AGS,38,-24.0,54.0,2.21,0.0,[ 4 11 12]
DL,ALB,358,-47.0,510.0,2.23,1.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ANC,628,-55.0,1153.0,3.49,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ATL,57264,-65.0,935.0,5.54,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ATW,79,-43.0,322.0,-8.64,1.27,[ 3  4  5  6  7  8  9 10 11 12]
DL,AUS,2829,-48.0,1144.0,7.89,0.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,AVL,570,-45.0,358.0,1.82,2.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BDL,986,-44.0,592.0,-0.46,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BHM,713,-34.0,398.0,-0.59,1.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BIL,185,-37.0,849.0,9.56,1.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BIS,158,-50.0,298.0,-5.35,1.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BNA,2105,-69.0,801.0,-2.31,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BOI,661,-52.0,561.0,2.21,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BOS,6313,-67.0,1117.0,2.9,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BTR,205,-33.0,127.0,-3.51,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BTV,113,-38.0,334.0,1.26,0.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BUF,537,-38.0,526.0,2.32,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BUR,117,-35.0,231.0,4.34,0.85,[ 5  6  7  8  9 10 11 12]
DL,BWI,1393,-55.0,639.0,1.88,0.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BZN,461,-46.0,828.0,4.17,0.22,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CAE,400,-38.0,844.0,1.33,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CHA,304,-32.0,516.0,-1.04,0.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CHO,66,-38.0,505.0,-4.83,0.0,[ 1  3  4  5  6  7  8  9 10 11]
DL,CHS,923,-51.0,625.0,5.14,0.98,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CID,100,-38.0,371.0,3.98,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CLE,800,-43.0,1068.0,-0.06,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CLT,1615,-41.0,851.0,2.24,0.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CMH,858,-48.0,485.0,-3.01,1.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,COS,143,-26.0,369.0,7.51,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CVG,1806,-61.0,439.0,1.67,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAB,322,-32.0,375.0,-1.0,1.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAL,536,-37.0,998.0,9.23,1.12,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAY,274,-40.0,334.0,-12.64,0.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DCA,2248,-74.0,891.0,1.24,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DEN,3195,-56.0,613.0,1.77,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DFW,3094,-53.0,1126.0,6.16,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DLH,27,-23.0,56.0,-2.81,0.0,[6 7 8 9]
DL,DSM,289,-43.0,1197.0,3.19,1.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DTW,14850,-66.0,1148.0,4.89,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ECP,621,-35.0,1041.0,2.04,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EGE,43,-34.0,253.0,13.72,0.0,[ 1  2  3  4 12]
DL,ELP,171,-37.0,1139.0,7.97,1.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EVV,7,-38.0,64.0,-7.57,0.0,[5]
DL,EWR,1588,-51.0,1061.0,16.12,1.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EYW,328,-32.0,1112.0,13.43,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAI,140,-42.0,627.0,5.22,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAR,171,-40.0,171.0,-2.78,1.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAT,38,-26.0,719.0,21.66,0.0,[ 6  7  8  9 10 11 12]
DL,FAY,84,-30.0,330.0,3.68,0.0,[ 1  2  3  4  5  6  7  8  9 11 12]
DL,FCA,202,-47.0,367.0,2.28,0.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FLL,3152,-73.0,1101.0,9.72,1.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FSD,164,-29.0,461.0,17.49,3.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GEG,749,-46.0,518.0,-0.36,0.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GNV,397,-40.0,658.0,-3.86,0.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GPT,280,-39.0,290.0,-2.99,0.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GRB,87,-39.0,522.0,10.09,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GRR,691,-50.0,1127.0,-2.51,1.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GSO,623,-43.0,294.0,-5.49,0.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GSP,641,-36.0,904.0,-2.93,0.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HDN,27,-41.0,129.0,12.96,0.0,[ 1  2  3 12]
DL,HNL,915,-70.0,865.0,-4.94,0.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HOU,378,-38.0,888.0,5.63,0.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HPN,236,-38.0,679.0,1.71,1.27,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HRL,65,-47.0,100.0,-11.38,0.0,[ 1  2  3  4 10 11 12]
DL,HSV,493,-37.0,529.0,-5.31,0.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IAD,821,-52.0,1070.0,3.19,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IAH,1987,-51.0,628.0,5.55,1.11,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ICT,232,-41.0,730.0,2.6,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IDA,25,-29.0,89.0,4.44,0.0,[10 11 12]
DL,ILM,198,-36.0,630.0,6.56,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IND,1083,-51.0,951.0,3.25,0.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAC,312,-44.0,1032.0,7.66,0.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAN,470,-34.0,496.0,-3.84,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAX,1478,-41.0,1054.0,5.27,1.42,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JFK,7647,-90.0,977.0,2.16,0.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JNU,40,-34.0,788.0,12.55,0.0,[ 6  7  8  9 10 11]
DL,KOA,211,-61.0,621.0,-3.27,0.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LAS,4088,-56.0,626.0,1.18,0.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LAX,8997,-62.0,844.0,2.68,0.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LEX,512,-45.0,778.0,-9.45,0.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LGA,6813,-75.0,992.0,4.01,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LGB,107,-33.0,264.0,9.67,0.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LIH,193,-68.0,650.0,-13.95,2.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LIT,555,-39.0,451.0,-1.05,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MCI,1767,-55.0,919.0,0.11,0.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MCO,5463,-58.0,1026.0,9.77,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MDT,198,-39.0,273.0,-3.06,1.01,[ 1  3  4  5  6  7  8  9 10 11 12]
DL,MDW,387,-36.0,745.0,2.06,0.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MEM,1151,-45.0,953.0,-0.62,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MIA,2848,-69.0,1002.0,13.79,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MKE,1087,-44.0,675.0,2.72,0.74,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MLB,337,-38.0,345.0,-2.32,2.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MOB,151,-35.0,397.0,1.87,0.66,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSN,498,-40.0,877.0,-1.28,0.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSO,188,-34.0,521.0,4.2,2.66,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSP,17454,-66.0,946.0,2.05,0.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSY,1782,-55.0,1278.0,3.14,0.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MTJ,31,-30.0,68.0,-6.61,0.0,[1 2 3 4]
DL,MYR,548,-43.0,1077.0,-3.66,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OAJ,88,-34.0,158.0,-6.92,1.14,[1 2 3 4 5 6 7 8 9]
DL,OAK,125,-39.0,131.0,-9.65,0.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OGG,259,-68.0,960.0,1.75,2.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OKC,459,-42.0,458.0,-3.85,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OMA,480,-37.0,528.0,-3.1,1.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ONT,441,-43.0,1082.0,-5.72,0.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ORD,2707,-57.0,1001.0,6.72,1.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ORF,612,-35.0,969.0,11.84,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PBI,1799,-51.0,963.0,7.14,1.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PDX,1790,-48.0,972.0,-2.07,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PHL,1504,-49.0,521.0,-0.26,1.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PHX,2657,-52.0,1075.0,0.26,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PIT,812,-38.0,496.0,-1.32,0.74,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,PNS,671,-38.0,422.0,-3.3,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
