airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
CHS,MQ,921,8.54,4.52,1.52,11.02,25689,-2.48,5,NELLA_NORMA
CHS,UA,2226,9.42,4.74,1.3,11.02,25689,-1.6,6,NELLA_NORMA
CHS,DL,3892,9.61,4.18,0.9,11.02,25689,-1.41,7,NELLA_NORMA
CHS,9E,1988,10.25,3.79,4.28,11.02,25689,-0.77,8,NELLA_NORMA
CHS,G4,206,13.17,12.18,2.91,11.02,25689,2.15,9,NELLA_NORMA
CHS,OO,369,14.99,12.93,1.36,11.02,25689,3.97,10,NELLA_NORMA
CHS,B6,1839,15.87,11.23,1.63,11.02,25689,4.85,11,NELLA_NORMA
CHS,AA,4888,16.29,13.1,1.84,11.02,25689,5.27,12,NELLA_NORMA
CHS,F9,175,18.63,14.24,2.29,11.02,25689,7.61,13,NELLA_NORMA
CHS,NK,1288,18.89,13.01,3.11,11.02,25689,7.87,14,NELLA_NORMA
CID,9E,160,1.02,-2.62,0.0,15.06,8133,-14.04,1,NELLA_NORMA
CID,YX,154,3.95,-4.86,5.19,15.06,8133,-11.11,2,NELLA_NORMA
CID,MQ,1180,7.78,4.88,1.95,15.06,8133,-7.28,3,NELLA_NORMA
CID,F9,275,9.34,6.78,2.18,15.06,8133,-5.72,4,NELLA_NORMA
CID,UA,1147,9.38,6.71,1.74,15.06,8133,-5.68,5,NELLA_NORMA
CID,OH,684,10.27,5.18,3.36,15.06,8133,-4.79,6,NELLA_NORMA
CID,G4,979,13.26,6.65,2.25,15.06,8133,-1.8,7,NELLA_NORMA
CID,OO,1929,16.11,13.82,2.33,15.06,8133,1.05,8,NELLA_NORMA
CID,DL,370,17.88,12.78,1.35,15.06,8133,2.82,9,NELLA_NORMA
CID,AA,1255,33.24,27.65,3.19,15.06,8133,18.18,10,ANOMALO_PEGGIORE
CIU,OO,728,23.95,18.38,1.37,23.95,728,0.0,1,NELLA_NORMA
CKB,G4,207,37.02,35.43,2.42,37.02,207,0.0,1,NELLA_NORMA
CLE,YX,4421,4.3,-1.17,2.17,10.21,41105,-5.91,1,NELLA_NORMA
CLE,AS,477,4.36,1.44,1.68,10.21,41105,-5.85,2,NELLA_NORMA
CLE,UA,8568,4.37,-2.22,1.38,10.21,41105,-5.84,3,NELLA_NORMA
CLE,WN,5034,7.52,0.12,0.7,10.21,41105,-2.69,4,NELLA_NORMA
CLE,MQ,612,8.8,2.08,0.98,10.21,41105,-1.41,5,NELLA_NORMA
CLE,B6,822,9.67,6.26,1.58,10.21,41105,-0.54,6,NELLA_NORMA
CLE,DL,3187,9.78,-0.25,0.88,10.21,41105,-0.43,7,NELLA_NORMA
CLE,OH,1513,11.09,8.87,1.32,10.21,41105,0.88,8,NELLA_NORMA
CLE,OO,1674,12.34,5.86,0.84,10.21,41105,2.13,9,NELLA_NORMA
CLE,NK,1007,13.04,4.89,2.38,10.21,41105,2.83,10,NELLA_NORMA
CLE,9E,2484,13.43,5.66,2.78,10.21,41105,3.22,11,NELLA_NORMA
CLE,AA,4669,13.65,9.59,1.93,10.21,41105,3.44,12,NELLA_NORMA
CLE,F9,6637,19.93,13.95,2.8,10.21,41105,9.72,13,NELLA_NORMA
CLL,MQ,832,10.69,6.04,2.16,13.57,1122,-2.88,1,NELLA_NORMA
CLL,OO,290,21.96,20.59,3.45,13.57,1122,8.39,2,NELLA_NORMA
CLT,YX,2629,8.23,3.69,1.29,18.37,217571,-10.14,1,NELLA_NORMA
CLT,DL,6231,10.78,2.12,0.64,18.37,217571,-7.59,2,NELLA_NORMA
CLT,UA,4045,12.35,8.93,1.48,18.37,217571,-6.02,3,NELLA_NORMA
CLT,OH,56854,12.44,8.25,1.18,18.37,217571,-5.93,4,NELLA_NORMA
CLT,9E,3136,14.68,9.03,3.92,18.37,217571,-3.69,5,NELLA_NORMA
CLT,MQ,6134,15.68,11.85,1.45,18.37,217571,-2.69,6,NELLA_NORMA
CLT,WN,3300,17.48,11.03,0.33,18.37,217571,-0.89,7,NELLA_NORMA
CLT,B6,530,17.57,9.36,1.89,18.37,217571,-0.8,8,NELLA_NORMA
CLT,OO,57,20.12,9.09,0.0,18.37,217571,1.75,9,NELLA_NORMA
CLT,AA,126481,21.59,17.03,1.34,18.37,217571,3.22,10,NELLA_NORMA
CLT,NK,4886,22.34,16.47,2.72,18.37,217571,3.97,11,NELLA_NORMA
CLT,F9,3288,31.04,33.37,3.35,18.37,217571,12.67,12,NELLA_NORMA
CMH,YX,11543,1.33,-4.35,1.19,8.71,42266,-7.38,1,NELLA_NORMA
CMH,DL,3332,5.85,-1.7,0.87,8.71,42266,-2.86,2,NELLA_NORMA
CMH,AS,471,7.32,-1.73,1.91,8.71,42266,-1.39,3,NELLA_NORMA
CMH,WN,11900,9.47,2.16,0.96,8.71,42266,0.76,4,NELLA_NORMA
CMH,9E,252,9.72,1.48,0.4,8.71,42266,1.01,5,NELLA_NORMA
CMH,MQ,3121,11.14,6.53,0.67,8.71,42266,2.43,6,NELLA_NORMA
CMH,UA,2678,13.59,10.31,1.46,8.71,42266,4.88,7,NELLA_NORMA
CMH,NK,2547,13.75,4.35,1.96,8.71,42266,5.04,8,NELLA_NORMA
CMH,OO,1329,14.73,7.98,0.15,8.71,42266,6.02,9,NELLA_NORMA
CMH,OH,1329,15.69,10.7,1.05,8.71,42266,6.98,10,NELLA_NORMA
CMH,AA,3522,18.12,13.39,1.65,8.71,42266,9.41,11,NELLA_NORMA
CMH,F9,242,18.13,15.41,2.89,8.71,42266,9.42,12,NELLA_NORMA
CMI,MQ,1385,15.45,8.07,1.52,15.45,1385,0.0,1,NELLA_NORMA
CMX,OO,730,19.24,17.73,4.11,19.24,730,0.0,1,NELLA_NORMA
CNY,OO,31,3.41,-1.86,6.45,3.41,31,0.0,1,NELLA_NORMA
COD,OO,631,17.09,9.51,0.79,17.09,631,0.0,1,NELLA_NORMA
COS,UA,745,8.62,5.14,2.55,10.24,12654,-1.62,1,NELLA_NORMA
COS,OO,5008,8.86,2.16,1.16,10.24,12654,-1.38,2,NELLA_NORMA
COS,WN,4912,9.34,3.6,0.63,10.24,12654,-0.9,3,NELLA_NORMA
COS,DL,554,13.89,8.79,0.72,10.24,12654,3.65,4,NELLA_NORMA
COS,MQ,355,15.64,13.14,0.28,10.24,12654,5.4,5,NELLA_NORMA
COS,AA,1080,18.33,17.66,2.5,10.24,12654,8.09,6,NELLA_NORMA
COU,MQ,1678,12.68,10.03,2.03,14.08,1778,-1.4,1,NELLA_NORMA
COU,OO,100,37.51,30.59,2.0,14.08,1778,23.43,2,ANOMALO_PEGGIORE
CPR,OO,1771,6.63,-2.24,0.73,6.63,1771,0.0,1,NELLA_NORMA
CRP,OO,268,5.66,2.79,1.87,8.67,3871,-3.01,1,NELLA_NORMA
CRP,MQ,2439,8.7,7.2,1.97,8.67,3871,0.03,2,NELLA_NORMA
CRP,WN,1164,9.28,5.32,1.12,8.67,3871,0.61,3,NELLA_NORMA
CRW,9E,180,1.87,-6.53,0.0,19.16,3433,-17.29,1,ANOMALO_MIGLIORE
CRW,OH,1439,14.44,10.95,1.18,19.16,3433,-4.72,2,NELLA_NORMA
CRW,OO,1814,24.66,18.6,1.32,19.16,3433,5.5,3,NELLA_NORMA
CSG,9E,595,9.29,3.69,3.03,12.94,1001,-3.65,1,NELLA_NORMA
CSG,OO,406,18.19,13.23,0.99,12.94,1001,5.25,2,NELLA_NORMA
CVG,YX,5550,3.4,-1.61,1.68,10.25,41266,-6.85,1,NELLA_NORMA
CVG,UA,2080,6.77,2.83,1.01,10.25,41266,-3.48,2,NELLA_NORMA
CVG,OO,866,7.62,5.62,0.35,10.25,41266,-2.63,3,NELLA_NORMA
CVG,9E,6620,8.06,2.07,1.74,10.25,41266,-2.19,4,NELLA_NORMA
CVG,DL,7132,8.82,1.23,0.91,10.25,41266,-1.43,5,NELLA_NORMA
CVG,WN,2165,9.27,3.05,0.6,10.25,41266,-0.98,6,NELLA_NORMA
CVG,AS,351,9.7,3.87,3.42,10.25,41266,-0.55,7,NELLA_NORMA
CVG,MQ,2685,12.65,9.3,0.71,10.25,41266,2.4,8,NELLA_NORMA
CVG,G4,3269,12.96,9.1,1.41,10.25,41266,2.71,9,NELLA_NORMA
CVG,OH,2485,13.79,11.24,1.05,10.25,41266,3.54,10,NELLA_NORMA
CVG,F9,4722,14.64,10.37,2.14,10.25,41266,4.39,11,NELLA_NORMA
CVG,AA,3341,19.24,13.51,1.89,10.25,41266,8.99,12,NELLA_NORMA
CWA,9E,731,3.56,-2.9,0.82,3.56,731,0.0,1,NELLA_NORMA
CYS,OO,679,8.17,-1.46,2.06,8.17,679,0.0,1,NELLA_NORMA
DAB,DL,1448,7.02,2.14,1.31,8.85,2874,-1.83,1,NELLA_NORMA
DAB,OH,1102,10.33,2.69,2.81,8.85,2874,1.48,2,NELLA_NORMA
DAB,AA,315,11.96,6.98,0.95,8.85,2874,3.11,3,NELLA_NORMA
DAB,MQ,9,15.0,10.56,0.0,8.85,2874,6.15,4,NELLA_NORMA
DAL,AS,363,2.92,-2.37,2.48,13.98,72674,-11.06,1,NELLA_NORMA
DAL,DL,2080,12.33,6.75,0.72,13.98,72674,-1.65,2,NELLA_NORMA
DAL,WN,70231,14.08,8.22,1.08,13.98,72674,0.1,3,NELLA_NORMA
DAY,YX,319,0.02,-2.49,0.63,8.56,7640,-8.54,1,NELLA_NORMA
DAY,DL,1169,2.68,-8.49,1.03,8.56,7640,-5.88,2,NELLA_NORMA
DAY,9E,483,8.17,-2.4,2.28,8.56,7640,-0.39,3,NELLA_NORMA
DAY,OH,3625,9.31,5.12,1.02,8.56,7640,0.75,4,NELLA_NORMA
DAY,OO,1581,10.58,5.72,0.95,8.56,7640,2.02,5,NELLA_NORMA
DAY,MQ,185,12.94,6.09,1.62,8.56,7640,4.38,6,NELLA_NORMA
DAY,G4,278,20.06,15.22,4.32,8.56,7640,11.5,7,NELLA_NORMA
DCA,YX,27099,4.09,-1.63,1.43,12.04,140013,-7.95,1,NELLA_NORMA
DCA,AS,1821,5.5,-2.71,0.77,12.04,140013,-6.54,2,NELLA_NORMA
DCA,F9,1097,11.14,2.02,1.46,12.04,140013,-0.9,3,NELLA_NORMA
DCA,UA,6135,11.24,5.41,1.63,12.04,140013,-0.8,4,NELLA_NORMA
DCA,DL,9064,11.29,2.51,1.17,12.04,140013,-0.75,5,NELLA_NORMA
DCA,MQ,4251,12.74,7.2,1.29,12.04,140013,0.7,6,NELLA_NORMA
DCA,WN,15766,12.86,3.79,1.12,12.04,140013,0.82,7,NELLA_NORMA
DCA,OH,36746,14.06,9.19,2.11,12.04,140013,2.02,8,NELLA_NORMA
DCA,B6,8372,14.46,6.79,1.49,12.04,140013,2.42,9,NELLA_NORMA
DCA,9E,2018,14.46,8.48,1.93,12.04,140013,2.42,9,NELLA_NORMA
DCA,AA,27471,16.6,9.48,1.55,12.04,140013,4.56,11,NELLA_NORMA
DCA,OO,173,16.63,5.8,0.58,12.04,140013,4.59,12,NELLA_NORMA
DDC,OO,627,23.15,20.5,3.03,23.15,627,0.0,1,NELLA_NORMA
DEC,OO,780,26.27,21.93,2.31,26.27,780,0.0,1,NELLA_NORMA
DEN,AS,2230,7.47,4.8,1.35,13.22,308641,-5.75,1,NELLA_NORMA
DEN,DL,12439,10.5,2.25,0.86,13.22,308641,-2.72,2,NELLA_NORMA
DEN,OO,59962,10.81,5.7,1.33,13.22,308641,-2.41,3,NELLA_NORMA
DEN,UA,101967,12.31,7.16,1.2,13.22,308641,-0.91,4,NELLA_NORMA
DEN,MQ,181,14.0,9.05,0.0,13.22,308641,0.78,5,NELLA_NORMA
DEN,WN,96614,14.86,8.94,0.81,13.22,308641,1.64,6,NELLA_NORMA
DEN,F9,25103,15.48,10.3,1.52,13.22,308641,2.26,7,NELLA_NORMA
DEN,G4,444,16.33,13.92,1.58,13.22,308641,3.11,8,NELLA_NORMA
DEN,AA,8432,18.34,13.07,1.62,13.22,308641,5.12,9,NELLA_NORMA
DEN,B6,1233,31.19,26.83,0.97,13.22,308641,17.97,10,ANOMALO_PEGGIORE
DEN,NK,36,44.25,37.86,0.0,13.22,308641,31.03,11,ANOMALO_PEGGIORE
DFW,MQ,70002,8.76,4.73,1.57,18.87,313579,-10.11,1,NELLA_NORMA
DFW,OO,24411,9.83,5.68,2.01,18.87,313579,-9.04,2,NELLA_NORMA
DFW,DL,12219,14.42,6.82,0.92,18.87,313579,-4.45,3,NELLA_NORMA
DFW,UA,8268,14.99,10.76,1.56,18.87,313579,-3.88,4,NELLA_NORMA
DFW,AS,2404,15.05,13.53,2.2,18.87,313579,-3.82,5,NELLA_NORMA
DFW,NK,10125,17.67,11.72,1.3,18.87,313579,-1.2,6,NELLA_NORMA
DFW,OH,9245,19.99,15.14,2.53,18.87,313579,1.12,7,NELLA_NORMA
DFW,F9,10210,21.34,20.12,2.67,18.87,313579,2.47,8,NELLA_NORMA
DFW,AA,166284,24.87,19.22,1.99,18.87,313579,6.0,9,NELLA_NORMA
DFW,B6,364,37.77,33.99,1.1,18.87,313579,18.9,10,ANOMALO_PEGGIORE
DFW,YX,45,38.3,25.68,2.22,18.87,313579,19.43,11,ANOMALO_PEGGIORE
DFW,9E,2,99.5,130.0,0.0,18.87,313579,80.63,12,ANOMALO_PEGGIORE
DHN,9E,536,7.98,3.56,0.56,10.08,766,-2.1,1,NELLA_NORMA
DHN,OO,230,15.0,11.49,1.3,10.08,766,4.92,2,NELLA_NORMA
DIK,OO,671,12.08,3.24,2.53,12.08,671,0.0,1,NELLA_NORMA
DLG,AS,110,2.18,3.52,2.73,2.18,110,0.0,1,NELLA_NORMA
DLH,YX,501,2.21,-4.29,0.4,11.21,2232,-9.0,1,NELLA_NORMA
DLH,9E,189,8.13,8.02,1.06,11.21,2232,-3.08,2,NELLA_NORMA
DLH,DL,108,10.64,4.41,0.93,11.21,2232,-0.57,3,NELLA_NORMA
DLH,OO,1434,14.82,8.11,1.19,11.21,2232,3.61,4,NELLA_NORMA
DRO,MQ,27,-2.74,-20.3,0.0,11.75,3826,-14.49,1,NELLA_NORMA
DRO,UA,725,8.73,-3.01,1.1,11.75,3826,-3.02,2,NELLA_NORMA
DRO,OO,3065,12.5,9.08,0.95,11.75,3826,0.75,3,NELLA_NORMA
DRO,AA,9,43.33,36.56,0.0,11.75,3826,31.58,4,ANOMALO_PEGGIORE
DSM,YX,930,3.55,1.74,1.61,12.27,15296,-8.72,1,NELLA_NORMA
DSM,UA,2009,6.62,5.07,1.49,12.27,15296,-5.65,2,NELLA_NORMA
DSM,9E,2595,7.36,0.87,1.73,12.27,15296,-4.91,3,NELLA_NORMA
DSM,MQ,919,8.61,3.33,1.85,12.27,15296,-3.66,4,NELLA_NORMA
DSM,WN,1779,9.15,2.13,0.96,12.27,15296,-3.12,5,NELLA_NORMA
DSM,DL,1183,11.43,1.49,1.01,12.27,15296,-0.84,6,NELLA_NORMA
DSM,OO,900,12.74,8.22,1.67,12.27,15296,0.47,7,NELLA_NORMA
DSM,OH,476,14.12,10.84,1.89,12.27,15296,1.85,8,NELLA_NORMA
DSM,F9,291,15.93,13.87,1.72,12.27,15296,3.66,9,NELLA_NORMA
DSM,G4,1724,19.15,14.71,1.91,12.27,15296,6.88,10,NELLA_NORMA
DSM,AA,2490,23.52,18.63,1.69,12.27,15296,11.25,11,NELLA_NORMA
DTW,YX,4834,3.03,-1.53,1.61,11.09,131359,-8.06,1,NELLA_NORMA
DTW,9E,12740,4.75,0.18,0.93,11.09,131359,-6.34,2,NELLA_NORMA
DTW,UA,2295,7.18,1.81,1.09,11.09,131359,-3.91,3,NELLA_NORMA
DTW,MQ,854,7.19,4.73,2.81,11.09,131359,-3.9,4,NELLA_NORMA
DTW,WN,4073,9.14,1.96,0.66,11.09,131359,-1.95,5,NELLA_NORMA
DTW,NK,10566,9.77,0.85,1.4,11.09,131359,-1.32,6,NELLA_NORMA
DTW,OH,1181,9.79,6.03,1.95,11.09,131359,-1.3,7,NELLA_NORMA
DTW,AS,510,9.99,4.74,1.96,11.09,131359,-1.1,8,NELLA_NORMA
DTW,DL,58870,11.21,5.08,0.88,11.09,131359,0.12,9,NELLA_NORMA
DTW,B6,1033,12.23,9.35,0.87,11.09,131359,1.14,10,NELLA_NORMA
DTW,AA,5860,14.04,8.45,1.79,11.09,131359,2.95,11,NELLA_NORMA
DTW,OO,26179,15.12,11.14,0.72,11.09,131359,4.03,12,NELLA_NORMA
DTW,F9,2364,21.61,15.9,3.38,11.09,131359,10.52,13,NELLA_NORMA
DVL,OO,678,20.03,15.1,4.28,20.03,678,0.0,1,NELLA_NORMA
EAR,OO,105,23.35,17.51,2.86,23.35,105,0.0,1,NELLA_NORMA
EAU,OO,31,25.69,20.17,6.45,25.69,31,0.0,1,NELLA_NORMA
ECP,DL,2350,7.89,2.49,0.81,12.11,8378,-4.22,1,NELLA_NORMA
ECP,OO,288,8.5,4.17,0.69,12.11,8378,-3.61,2,NELLA_NORMA
ECP,WN,3156,8.85,4.19,0.76,12.11,8378,-3.26,3,NELLA_NORMA
ECP,MQ,769,14.56,9.79,1.82,12.11,8378,2.45,4,NELLA_NORMA
ECP,OH,1060,14.63,12.99,0.75,12.11,8378,2.52,5,NELLA_NORMA
ECP,YX,24,19.79,16.17,0.0,12.11,8378,7.68,6,NELLA_NORMA
ECP,AA,707,34.91,33.17,1.98,12.11,8378,22.8,7,ANOMALO_PEGGIORE
ECP,9E,24,36.92,35.21,0.0,12.11,8378,24.81,8,ANOMALO_PEGGIORE
EGE,OO,1762,10.15,3.0,1.14,21.13,3800,-10.98,1,NELLA_NORMA
EGE,DL,179,14.57,5.41,0.56,21.13,3800,-6.56,2,NELLA_NORMA
EGE,UA,514,18.4,13.48,1.56,21.13,3800,-2.73,3,NELLA_NORMA
EGE,F9,12,26.25,33.83,0.0,21.13,3800,5.12,4,NELLA_NORMA
EGE,AA,1333,37.58,35.2,1.35,21.13,3800,16.45,5,ANOMALO_PEGGIORE
EKO,OO,366,-0.06,-7.04,0.55,-0.06,366,0.0,1,NELLA_NORMA
ELM,G4,296,13.44,5.54,1.69,21.18,1007,-7.74,1,NELLA_NORMA
ELM,OO,711,24.36,18.72,0.28,21.18,1007,3.18,2,NELLA_NORMA
ELP,YX,31,3.03,-3.38,6.45,9.78,17492,-6.75,1,NELLA_NORMA
ELP,UA,353,5.69,-2.38,0.57,9.78,17492,-4.09,2,NELLA_NORMA
ELP,OO,2302,6.38,3.37,0.65,9.78,17492,-3.4,3,NELLA_NORMA
ELP,DL,714,7.84,1.14,0.56,9.78,17492,-1.94,4,NELLA_NORMA
ELP,WN,8916,8.5,2.89,0.54,9.78,17492,-1.28,5,NELLA_NORMA
ELP,MQ,1640,10.07,7.15,0.79,9.78,17492,0.29,6,NELLA_NORMA
ELP,AA,2759,15.88,13.59,1.7,9.78,17492,6.1,7,NELLA_NORMA
ELP,F9,685,16.12,12.07,1.9,9.78,17492,6.34,8,NELLA_NORMA
ELP,G4,92,18.7,15.64,2.17,9.78,17492,8.92,9,NELLA_NORMA
ESC,OO,650,10.26,5.0,0.77,10.26,650,0.0,1,NELLA_NORMA
EUG,OO,2552,7.23,2.69,1.37,11.07,7209,-3.84,1,NELLA_NORMA
EUG,WN,1732,8.22,0.41,1.79,11.07,7209,-2.85,2,NELLA_NORMA
EUG,AS,298,12.26,13.78,2.35,11.07,7209,1.19,3,NELLA_NORMA
EUG,UA,1480,12.88,7.7,1.76,11.07,7209,1.81,4,NELLA_NORMA
EUG,AA,773,18.92,14.14,1.68,11.07,7209,7.85,5,NELLA_NORMA
EUG,G4,348,24.89,21.86,3.45,11.07,7209,13.82,6,NELLA_NORMA
EUG,MQ,26,47.42,33.5,0.0,11.07,7209,36.35,7,ANOMALO_PEGGIORE
EVV,9E,704,3.02,-4.25,0.99,11.44,2106,-8.42,1,NELLA_NORMA
EVV,MQ,726,6.49,2.87,0.83,11.44,2106,-4.95,2,NELLA_NORMA
EVV,OH,22,9.36,4.0,0.0,11.44,2106,-2.08,3,NELLA_NORMA
EVV,OO,427,18.39,15.37,0.7,11.44,2106,6.95,4,NELLA_NORMA
EVV,DL,25,36.21,26.29,4.0,11.44,2106,24.77,5,ANOMALO_PEGGIORE
EVV,G4,202,42.08,34.02,3.96,11.44,2106,30.64,6,ANOMALO_PEGGIORE
EWN,OH,51,68.4,58.49,7.84,68.4,51,0.0,1,NELLA_NORMA
EWR,OO,1,-4.0,9.0,0.0,13.94,128977,-17.94,1,ANOMALO_MIGLIORE
EWR,YX,23384,4.14,-3.66,3.16,13.94,128977,-9.8,2,NELLA_NORMA
EWR,G4,659,9.33,-0.83,0.91,13.94,128977,-4.61,3,NELLA_NORMA
EWR,AS,3270,13.48,5.8,2.91,13.94,128977,-0.46,4,NELLA_NORMA
EWR,UA,69151,14.81,7.73,2.34,13.94,128977,0.87,5,NELLA_NORMA
EWR,B6,5548,16.07,9.13,2.02,13.94,128977,2.13,6,NELLA_NORMA
EWR,NK,10754,16.94,6.46,3.17,13.94,128977,3.0,7,NELLA_NORMA
EWR,MQ,797,18.65,11.28,3.76,13.94,128977,4.71,8,NELLA_NORMA
EWR,DL,6582,20.59,14.67,1.11,13.94,128977,6.65,9,NELLA_NORMA
EWR,9E,1633,22.31,18.82,3.86,13.94,128977,8.37,10,NELLA_NORMA
EWR,AA,6825,22.7,13.0,2.43,13.94,128977,8.76,11,NELLA_NORMA
EWR,F9,373,31.31,25.64,1.61,13.94,128977,17.37,12,ANOMALO_PEGGIORE
EYW,YX,1093,10.83,7.41,2.29,19.91,7944,-9.08,1,NELLA_NORMA
EYW,UA,746,11.51,11.51,2.28,19.91,7944,-8.4,2,NELLA_NORMA
EYW,MQ,2061,12.18,9.85,2.86,19.91,7944,-7.73,3,NELLA_NORMA
EYW,DL,1323,13.47,9.76,2.19,19.91,7944,-6.44,4,NELLA_NORMA
EYW,9E,159,22.29,21.96,1.89,19.91,7944,2.38,5,NELLA_NORMA
EYW,G4,642,22.8,21.63,4.21,19.91,7944,2.89,6,NELLA_NORMA
EYW,B6,179,38.93,28.91,2.79,19.91,7944,19.02,7,ANOMALO_PEGGIORE
EYW,AA,1741,40.12,37.26,2.93,19.91,7944,20.21,8,ANOMALO_PEGGIORE
FAI,AS,2613,2.48,-1.01,1.11,6.46,3452,-3.98,1,NELLA_NORMA
FAI,UA,237,14.42,-0.2,1.69,6.46,3452,7.96,2,NELLA_NORMA
FAI,DL,602,20.63,13.34,1.16,6.46,3452,14.17,3,NELLA_NORMA
FAR,DL,711,3.69,-3.72,0.56,12.5,6713,-8.81,1,NELLA_NORMA
FAR,9E,224,5.26,-2.27,0.45,12.5,6713,-7.24,2,NELLA_NORMA
FAR,F9,329,8.35,5.23,1.22,12.5,6713,-4.15,3,NELLA_NORMA
FAR,G4,690,9.68,1.51,0.43,12.5,6713,-2.82,4,NELLA_NORMA
FAR,MQ,1762,10.96,3.87,0.91,12.5,6713,-1.54,5,NELLA_NORMA
FAR,OO,2863,17.11,13.2,1.22,12.5,6713,4.61,6,NELLA_NORMA
FAR,UA,134,18.51,14.82,1.49,12.5,6713,6.01,7,NELLA_NORMA
FAT,MQ,20,-1.9,-5.85,0.0,11.17,11792,-13.07,1,NELLA_NORMA
FAT,AS,377,4.56,3.33,2.39,11.17,11792,-6.61,2,NELLA_NORMA
FAT,OO,6645,8.45,4.26,0.51,11.17,11792,-2.72,3,NELLA_NORMA
FAT,WN,1492,11.12,5.48,0.07,11.17,11792,-0.05,4,NELLA_NORMA
FAT,G4,635,11.14,12.31,0.31,11.17,11792,-0.03,5,NELLA_NORMA
FAT,AA,2055,19.11,14.38,1.41,11.17,11792,7.94,6,NELLA_NORMA
FAT,UA,364,19.32,11.77,2.47,11.17,11792,8.15,7,NELLA_NORMA
FAT,DL,204,19.85,11.51,1.96,11.17,11792,8.68,8,NELLA_NORMA
FAY,DL,331,3.85,-4.93,0.91,11.84,1512,-7.99,1,NELLA_NORMA
FAY,OH,641,8.22,7.46,1.4,11.84,1512,-3.62,2,NELLA_NORMA
FAY,9E,349,15.17,8.37,0.0,11.84,1512,3.33,3,NELLA_NORMA
FAY,OO,191,31.61,27.44,1.05,11.84,1512,19.77,4,ANOMALO_PEGGIORE
FCA,OO,1447,6.63,1.59,0.83,11.54,3839,-4.91,1,NELLA_NORMA
FCA,DL,795,8.24,3.69,0.75,11.54,3839,-3.3,2,NELLA_NORMA
FCA,UA,919,13.36,8.42,0.98,11.54,3839,1.82,3,NELLA_NORMA
FCA,G4,254,21.94,18.45,1.18,11.54,3839,10.4,4,NELLA_NORMA
FCA,AA,385,23.21,19.27,0.52,11.54,3839,11.67,5,NELLA_NORMA
FCA,MQ,39,35.03,27.72,0.0,11.54,3839,23.49,6,ANOMALO_PEGGIORE
FLG,OO,1850,11.53,9.12,0.43,11.53,1850,0.0,1,NELLA_NORMA
FLL,UA,8232,12.2,6.34,2.42,17.07,91884,-4.87,1,NELLA_NORMA
FLL,9E,22,14.86,13.86,0.0,17.07,91884,-2.21,2,NELLA_NORMA
FLL,DL,12290,15.78,9.91,1.05,17.07,91884,-1.29,3,NELLA_NORMA
FLL,WN,14275,15.78,10.9,1.32,17.07,91884,-1.29,3,NELLA_NORMA
FLL,AS,1020,16.64,10.86,7.35,17.07,91884,-0.43,5,NELLA_NORMA
FLL,B6,18910,16.67,11.52,1.25,17.07,91884,-0.4,6,NELLA_NORMA
FLL,G4,3318,17.69,15.1,1.84,17.07,91884,0.62,7,NELLA_NORMA
FLL,NK,25669,18.8,14.17,1.64,17.07,91884,1.73,8,NELLA_NORMA
FLL,AA,6519,20.98,17.17,1.9,17.07,91884,3.91,9,NELLA_NORMA
FLL,F9,1629,23.85,21.7,3.99,17.07,91884,6.78,10,NELLA_NORMA
FNT,G4,1384,7.82,1.45,1.08,13.8,2212,-5.98,1,NELLA_NORMA
FNT,OO,828,23.85,22.06,1.57,13.8,2212,10.05,2,NELLA_NORMA
FOD,OO,627,20.66,17.35,2.23,20.66,627,0.0,1,NELLA_NORMA
FSD,UA,741,2.33,0.44,0.94,11.34,7032,-9.01,1,NELLA_NORMA
FSD,YX,56,3.48,-0.09,0.0,11.34,7032,-7.86,2,NELLA_NORMA
FSD,9E,354,7.32,5.62,0.85,11.34,7032,-4.02,3,NELLA_NORMA
FSD,OO,2583,8.4,2.66,0.85,11.34,7032,-2.94,4,NELLA_NORMA
FSD,MQ,775,11.19,4.32,3.35,11.34,7032,-0.15,5,NELLA_NORMA
FSD,F9,251,11.35,11.56,1.59,11.34,7032,0.01,6,NELLA_NORMA
FSD,G4,953,15.24,9.32,1.05,11.34,7032,3.9,7,NELLA_NORMA
FSD,DL,666,19.76,14.19,1.35,11.34,7032,8.42,8,NELLA_NORMA
FSD,AA,653,22.0,14.41,1.38,11.34,7032,10.66,9,NELLA_NORMA
FSM,MQ,1012,11.88,6.96,2.17,12.12,1184,-0.24,1,NELLA_NORMA
FSM,OO,172,13.54,7.61,3.49,12.12,1184,1.42,2,NELLA_NORMA
FWA,MQ,881,9.72,3.56,0.45,17.42,4722,-7.7,1,NELLA_NORMA
FWA,OH,167,10.01,2.8,0.0,17.42,4722,-7.41,2,NELLA_NORMA
FWA,9E,234,10.86,-2.93,3.42,17.42,4722,-6.56,3,NELLA_NORMA
FWA,OO,2605,19.72,14.65,1.11,17.42,4722,2.3,4,NELLA_NORMA
FWA,G4,835,21.8,17.04,2.63,17.42,4722,4.38,5,NELLA_NORMA
GCC,OO,732,10.46,4.44,1.23,10.46,732,0.0,1,NELLA_NORMA
GCK,OO,216,12.95,10.05,4.63,14.85,730,-1.9,1,NELLA_NORMA
