airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
BNA,DL,8388,4.43,-1.66,0.87,11.45,100205,-7.02,2,NELLA_NORMA
BNA,AS,1213,7.34,-1.87,1.07,11.45,100205,-4.11,3,NELLA_NORMA
BNA,UA,6242,10.85,5.96,1.57,11.45,100205,-0.6,4,NELLA_NORMA
BNA,G4,3028,10.91,5.21,1.45,11.45,100205,-0.54,5,NELLA_NORMA
BNA,WN,51001,10.98,3.78,0.84,11.45,100205,-0.47,6,NELLA_NORMA
BNA,MQ,2539,11.61,9.63,2.32,11.45,100205,0.16,7,NELLA_NORMA
BNA,OH,2402,12.66,10.32,2.0,11.45,100205,1.21,8,NELLA_NORMA
BNA,OO,4137,13.53,9.45,1.69,11.45,100205,2.08,9,NELLA_NORMA
BNA,B6,1354,15.07,9.06,1.77,11.45,100205,3.62,10,NELLA_NORMA
BNA,F9,764,16.24,15.45,1.83,11.45,100205,4.79,11,NELLA_NORMA
BNA,NK,3808,19.01,10.16,2.84,11.45,100205,7.56,12,NELLA_NORMA
BNA,9E,1189,20.85,17.42,3.78,11.45,100205,9.4,13,NELLA_NORMA
BNA,AA,8417,21.18,19.11,2.15,11.45,100205,9.73,14,NELLA_NORMA
BOI,AS,625,4.36,3.81,0.64,6.64,22859,-2.28,1,NELLA_NORMA
BOI,OO,11307,4.76,2.86,0.34,6.64,22859,-1.88,2,NELLA_NORMA
BOI,MQ,267,6.61,2.83,0.37,6.64,22859,-0.03,3,NELLA_NORMA
BOI,WN,4745,6.83,0.36,0.27,6.64,22859,0.19,4,NELLA_NORMA
BOI,UA,1369,7.17,2.23,2.05,6.64,22859,0.53,5,NELLA_NORMA
BOI,NK,542,8.48,4.36,2.03,6.64,22859,1.84,6,NELLA_NORMA
BOI,DL,2747,8.84,2.98,0.84,6.64,22859,2.2,7,NELLA_NORMA
BOI,AA,904,12.07,6.83,1.44,6.64,22859,5.43,8,NELLA_NORMA
BOI,G4,353,33.1,31.71,0.85,6.64,22859,26.46,9,ANOMALO_PEGGIORE
BOS,9E,8,-3.71,-17.86,12.5,11.94,143487,-15.65,1,ANOMALO_MIGLIORE
BOS,G4,519,3.25,-4.48,2.5,11.94,143487,-8.69,2,NELLA_NORMA
BOS,YX,26579,3.77,-1.54,1.6,11.94,143487,-8.17,3,NELLA_NORMA
BOS,OO,2,9.5,23.5,0.0,11.94,143487,-2.44,4,NELLA_NORMA
BOS,UA,12459,10.26,2.37,1.74,11.94,143487,-1.68,5,NELLA_NORMA
BOS,AS,2588,11.32,4.27,1.62,11.94,143487,-0.62,6,NELLA_NORMA
BOS,DL,25697,12.33,2.46,0.94,11.94,143487,0.39,7,NELLA_NORMA
BOS,MQ,1931,12.96,5.55,1.5,11.94,143487,1.02,8,NELLA_NORMA
BOS,WN,6635,13.2,3.5,0.87,11.94,143487,1.26,9,NELLA_NORMA
BOS,B6,41180,14.46,7.36,1.34,11.94,143487,2.52,10,NELLA_NORMA
BOS,AA,17178,14.64,4.35,1.36,11.94,143487,2.7,11,NELLA_NORMA
BOS,F9,1480,17.83,14.45,2.36,11.94,143487,5.89,12,NELLA_NORMA
BOS,HA,221,19.35,16.95,0.9,11.94,143487,7.41,13,NELLA_NORMA
BOS,NK,7010,21.1,12.25,3.28,11.94,143487,9.16,14,NELLA_NORMA
BPT,OO,542,6.77,1.14,2.03,9.37,730,-2.6,1,NELLA_NORMA
BPT,MQ,188,16.86,12.91,2.13,9.37,730,7.49,2,NELLA_NORMA
BQK,9E,142,7.49,8.09,0.0,15.65,795,-8.16,1,NELLA_NORMA
BQK,OO,653,17.43,19.48,0.31,15.65,795,1.78,2,NELLA_NORMA
BQN,B6,1585,15.32,11.37,1.26,16.9,2446,-1.58,1,NELLA_NORMA
BQN,F9,495,17.86,6.46,1.21,16.9,2446,0.96,2,NELLA_NORMA
BQN,UA,366,22.51,12.81,3.01,16.9,2446,5.61,3,NELLA_NORMA
BRD,OO,649,7.3,2.34,0.62,7.3,649,0.0,1,NELLA_NORMA
BRO,MQ,1242,5.69,3.63,1.45,8.99,1962,-3.3,1,NELLA_NORMA
BRO,OO,720,14.76,11.02,2.78,8.99,1962,5.77,2,NELLA_NORMA
BRW,AS,364,9.59,11.36,5.22,9.59,364,0.0,1,NELLA_NORMA
BTM,OO,690,-4.98,-14.18,0.0,-4.98,690,0.0,1,NELLA_NORMA
BTR,DL,909,7.5,0.74,1.21,12.4,4917,-4.9,1,NELLA_NORMA
BTR,9E,502,9.59,5.52,1.79,12.4,4917,-2.81,2,NELLA_NORMA
BTR,OO,590,13.84,9.38,2.88,12.4,4917,1.44,3,NELLA_NORMA
BTR,MQ,993,14.03,11.46,2.11,12.4,4917,1.63,4,NELLA_NORMA
BTR,OH,1919,14.16,10.68,1.67,12.4,4917,1.76,5,NELLA_NORMA
BTR,UA,4,24.0,24.0,0.0,12.4,4917,11.6,6,NELLA_NORMA
BTV,F9,12,2.5,-2.42,0.0,9.54,8118,-7.04,1,NELLA_NORMA
BTV,YX,1683,2.65,-5.91,2.2,9.54,8118,-6.89,2,NELLA_NORMA
BTV,B6,6,3.0,-0.67,0.0,9.54,8118,-6.54,3,NELLA_NORMA
BTV,DL,468,7.83,1.22,1.71,9.54,8118,-1.71,4,NELLA_NORMA
BTV,UA,1117,8.1,6.52,1.7,9.54,8118,-1.44,5,NELLA_NORMA
BTV,MQ,336,8.93,10.5,2.08,9.54,8118,-0.61,6,NELLA_NORMA
BTV,9E,1783,9.83,1.7,2.8,9.54,8118,0.29,7,NELLA_NORMA
BTV,OO,245,12.37,6.67,0.0,9.54,8118,2.83,8,NELLA_NORMA
BTV,OH,1754,14.26,9.32,1.82,9.54,8118,4.72,9,NELLA_NORMA
BTV,AA,712,16.23,10.71,1.26,9.54,8118,6.69,10,NELLA_NORMA
BTV,G4,2,38.0,15.0,50.0,9.54,8118,28.46,11,ANOMALO_PEGGIORE
BUF,YX,2773,6.05,1.44,3.61,10.97,22164,-4.92,1,NELLA_NORMA
BUF,MQ,497,6.77,2.55,1.01,10.97,22164,-4.2,2,NELLA_NORMA
BUF,9E,1924,8.63,0.6,3.01,10.97,22164,-2.34,3,NELLA_NORMA
BUF,WN,5346,9.8,2.33,1.66,10.97,22164,-1.17,4,NELLA_NORMA
BUF,B6,3451,9.91,5.26,2.09,10.97,22164,-1.06,5,NELLA_NORMA
BUF,DL,2130,10.3,2.42,1.17,10.97,22164,-0.67,6,NELLA_NORMA
BUF,UA,997,11.26,9.45,2.11,10.97,22164,0.29,7,NELLA_NORMA
BUF,OO,809,16.07,9.71,2.97,10.97,22164,5.1,8,NELLA_NORMA
BUF,AA,2180,16.47,13.59,1.38,10.97,22164,5.5,9,NELLA_NORMA
BUF,OH,901,17.99,17.12,2.55,10.97,22164,7.02,10,NELLA_NORMA
BUF,F9,1156,18.58,12.23,3.89,10.97,22164,7.61,11,NELLA_NORMA
BUR,AS,2247,3.95,2.67,2.18,9.26,30631,-5.31,1,NELLA_NORMA
BUR,MQ,46,5.04,-3.87,0.0,9.26,30631,-4.22,2,NELLA_NORMA
BUR,WN,18651,7.47,0.29,0.99,9.26,30631,-1.79,3,NELLA_NORMA
BUR,F9,74,8.77,13.18,0.0,9.26,30631,-0.49,4,NELLA_NORMA
BUR,OO,4120,11.44,9.31,1.0,9.26,30631,2.18,5,NELLA_NORMA
BUR,UA,1594,12.55,9.46,1.57,9.26,30631,3.29,6,NELLA_NORMA
BUR,AA,1235,13.57,8.55,0.97,9.26,30631,4.31,7,NELLA_NORMA
BUR,NK,1919,14.2,11.37,1.77,9.26,30631,4.94,8,NELLA_NORMA
BUR,DL,445,21.5,14.88,0.67,9.26,30631,12.24,9,NELLA_NORMA
BUR,B6,300,46.24,39.74,2.0,9.26,30631,36.98,10,ANOMALO_PEGGIORE
BWI,OO,9,-5.78,-11.11,0.0,15.24,98567,-21.02,1,ANOMALO_MIGLIORE
BWI,MQ,541,3.43,-3.69,1.29,15.24,98567,-11.81,2,NELLA_NORMA
BWI,UA,3625,6.2,-0.11,1.79,15.24,98567,-9.04,3,NELLA_NORMA
BWI,OH,27,6.63,4.37,0.0,15.24,98567,-8.61,4,NELLA_NORMA
BWI,YX,936,7.16,1.92,1.5,15.24,98567,-8.08,5,NELLA_NORMA
BWI,B6,222,7.17,3.6,2.25,15.24,98567,-8.07,6,NELLA_NORMA
BWI,DL,5276,9.2,1.7,0.72,15.24,98567,-6.04,7,NELLA_NORMA
BWI,AA,3777,15.39,8.45,1.75,15.24,98567,0.15,8,NELLA_NORMA
BWI,WN,73243,15.78,8.41,0.91,15.24,98567,0.54,9,NELLA_NORMA
BWI,NK,6753,15.94,8.18,1.76,15.24,98567,0.7,10,NELLA_NORMA
BWI,AS,585,15.94,11.0,2.05,15.24,98567,0.7,10,NELLA_NORMA
BWI,9E,500,18.5,10.34,5.6,15.24,98567,3.26,12,NELLA_NORMA
BWI,F9,2928,26.03,22.82,3.55,15.24,98567,10.79,13,NELLA_NORMA
BWI,G4,145,32.8,27.42,1.38,15.24,98567,17.56,14,ANOMALO_PEGGIORE
BZN,AS,653,4.94,6.3,1.23,10.73,10201,-5.79,1,NELLA_NORMA
BZN,MQ,68,6.03,-0.07,0.0,10.73,10201,-4.7,2,NELLA_NORMA
BZN,OO,2011,6.43,2.77,0.55,10.73,10201,-4.3,3,NELLA_NORMA
BZN,DL,1801,7.06,1.97,0.5,10.73,10201,-3.67,4,NELLA_NORMA
BZN,WN,2012,7.97,1.82,0.45,10.73,10201,-2.76,5,NELLA_NORMA
BZN,UA,2222,12.07,7.06,1.35,10.73,10201,1.34,6,NELLA_NORMA
BZN,G4,376,13.05,7.29,2.39,10.73,10201,2.32,7,NELLA_NORMA
BZN,AA,913,29.57,26.74,0.33,10.73,10201,18.84,8,ANOMALO_PEGGIORE
BZN,B6,145,37.79,33.71,2.07,10.73,10201,27.06,9,ANOMALO_PEGGIORE
CAE,DL,1520,4.15,-4.01,0.72,9.16,6816,-5.01,1,NELLA_NORMA
CAE,OO,727,4.69,3.01,0.69,9.16,6816,-4.47,2,NELLA_NORMA
CAE,9E,1253,6.58,1.16,1.92,9.16,6816,-2.58,3,NELLA_NORMA
CAE,MQ,56,6.7,4.71,0.0,9.16,6816,-2.46,4,NELLA_NORMA
CAE,OH,2220,9.57,8.7,1.31,9.16,6816,0.41,5,NELLA_NORMA
CAE,YX,341,13.56,10.52,4.69,9.16,6816,4.4,6,NELLA_NORMA
CAE,AA,699,26.58,22.82,3.0,9.16,6816,17.42,7,ANOMALO_PEGGIORE
CAK,OH,1650,9.77,6.47,0.73,14.21,3475,-4.44,1,NELLA_NORMA
CAK,G4,756,16.64,10.31,1.98,14.21,3475,2.43,2,NELLA_NORMA
CAK,OO,1069,19.4,17.71,1.59,14.21,3475,5.19,3,NELLA_NORMA
CDC,OO,629,3.81,-1.8,0.79,3.81,629,0.0,1,NELLA_NORMA
CDV,AS,726,0.35,-0.66,1.93,0.35,726,0.0,1,NELLA_NORMA
CHA,YX,148,4.48,1.84,0.0,12.26,6852,-7.78,1,NELLA_NORMA
CHA,DL,1233,8.52,0.01,0.81,12.26,6852,-3.74,2,NELLA_NORMA
CHA,9E,1534,8.88,2.92,0.65,12.26,6852,-3.38,3,NELLA_NORMA
CHA,OH,1471,12.2,8.13,1.02,12.26,6852,-0.06,4,NELLA_NORMA
CHA,OO,938,14.97,13.89,1.81,12.26,6852,2.71,5,NELLA_NORMA
CHA,MQ,1249,16.81,12.84,1.92,12.26,6852,4.55,6,NELLA_NORMA
CHA,G4,279,22.92,18.3,3.23,12.26,6852,10.66,7,NELLA_NORMA
CHO,OH,63,-3.56,-1.38,0.0,10.19,3203,-13.75,1,NELLA_NORMA
CHO,YX,463,8.11,8.96,2.59,10.19,3203,-2.08,2,NELLA_NORMA
CHO,9E,1784,9.28,2.28,2.69,10.19,3203,-0.91,3,NELLA_NORMA
CHO,DL,257,9.61,-1.29,0.0,10.19,3203,-0.58,4,NELLA_NORMA
CHO,OO,636,15.86,16.5,1.89,10.19,3203,5.67,5,NELLA_NORMA
CHS,YX,2272,4.07,-1.04,1.32,11.02,25689,-6.95,1,NELLA_NORMA
CHS,AS,350,4.34,-1.52,2.57,11.02,25689,-6.68,2,NELLA_NORMA
CHS,OH,1741,7.54,5.08,1.84,11.02,25689,-3.48,3,NELLA_NORMA
CHS,WN,3534,8.0,2.84,0.62,11.02,25689,-3.02,4,NELLA_NORMA
