airport,airline,flight_count,avg_dep_delay,avg_arr_delay,cancellation_rate_pct,airport_avg_dep_delay,airport_total_flights,dep_delay_diff,rank_in_airport,anomaly_label
AGS,AA,46,36.48,34.35,0.0,16.72,8040,19.76,7,ANOMALO_PEGGIORE
AKN,AS,356,-6.34,-3.27,0.56,-6.34,356,0.0,1,NELLA_NORMA
ALB,MQ,372,2.77,0.95,0.0,12.93,24084,-10.16,1,NELLA_NORMA
ALB,YX,664,3.24,-2.18,1.51,12.93,24084,-9.69,2,NELLA_NORMA
ALB,9E,2178,4.75,-4.38,1.93,12.93,24084,-8.18,3,NELLA_NORMA
ALB,UA,1490,5.95,2.18,1.21,12.93,24084,-6.98,4,NELLA_NORMA
ALB,OO,1668,9.54,4.0,0.24,12.93,24084,-3.39,5,NELLA_NORMA
ALB,WN,7064,11.38,3.81,0.91,12.93,24084,-1.55,6,NELLA_NORMA
ALB,DL,2704,13.36,3.75,1.41,12.93,24084,0.43,7,NELLA_NORMA
ALB,OH,2334,17.22,13.58,3.08,12.93,24084,4.29,8,NELLA_NORMA
ALB,B6,1558,18.44,12.94,1.28,12.93,24084,5.51,9,NELLA_NORMA
ALB,AA,2906,20.52,13.76,0.83,12.93,24084,7.59,10,NELLA_NORMA
ALB,G4,1146,24.64,15.53,1.4,12.93,24084,11.71,11,NELLA_NORMA
ALW,OO,1088,0.2,2.82,3.31,0.2,1088,0.0,1,NELLA_NORMA
AMA,WN,3882,7.14,0.94,0.52,9.28,10172,-2.14,1,NELLA_NORMA
AMA,MQ,4140,7.8,5.53,1.69,9.28,10172,-1.48,2,NELLA_NORMA
AMA,OO,1740,14.56,11.78,1.72,9.28,10172,5.28,3,NELLA_NORMA
AMA,AA,410,22.63,21.83,2.44,9.28,10172,13.35,4,NELLA_NORMA
ANC,AS,28558,3.72,0.98,1.63,6.1,37084,-2.38,1,NELLA_NORMA
ANC,UA,2588,11.54,0.67,1.85,6.1,37084,5.44,2,NELLA_NORMA
ANC,DL,4936,11.78,1.73,0.73,6.1,37084,5.68,3,NELLA_NORMA
ANC,AA,1002,31.18,18.54,0.4,6.1,37084,25.08,4,ANOMALO_PEGGIORE
APN,OO,1258,16.04,9.79,3.18,16.04,1258,0.0,1,NELLA_NORMA
ASE,OO,15774,26.03,20.24,6.54,26.03,15774,0.0,1,NELLA_NORMA
ATL,9E,53754,6.58,2.45,1.09,11.01,683794,-4.43,1,NELLA_NORMA
ATL,YX,2466,8.85,6.09,1.78,11.01,683794,-2.16,2,NELLA_NORMA
ATL,AS,2880,9.2,4.06,2.01,11.01,683794,-1.81,3,NELLA_NORMA
ATL,DL,455256,9.23,5.34,0.86,11.01,683794,-1.78,4,NELLA_NORMA
ATL,WN,66788,12.62,6.55,0.66,11.01,683794,1.61,5,NELLA_NORMA
ATL,UA,14692,12.95,7.46,1.63,11.01,683794,1.94,6,NELLA_NORMA
ATL,MQ,1330,15.52,12.79,1.95,11.01,683794,4.51,7,NELLA_NORMA
ATL,OH,4966,17.14,13.65,1.61,11.01,683794,6.13,8,NELLA_NORMA
ATL,AA,15416,20.21,16.03,1.73,11.01,683794,9.2,9,NELLA_NORMA
ATL,NK,20410,20.3,13.26,1.71,11.01,683794,9.29,10,NELLA_NORMA
ATL,OO,16470,20.88,17.41,0.77,11.01,683794,9.87,11,NELLA_NORMA
ATL,B6,6014,22.52,17.56,1.56,11.01,683794,11.51,12,NELLA_NORMA
ATL,F9,23352,25.18,20.74,2.49,11.01,683794,14.17,13,NELLA_NORMA
ATW,G4,2636,7.54,0.29,1.97,15.69,12518,-8.15,1,NELLA_NORMA
ATW,9E,352,10.79,9.34,0.0,15.69,12518,-4.9,2,NELLA_NORMA
ATW,DL,650,10.8,2.75,0.92,15.69,12518,-4.89,3,NELLA_NORMA
ATW,MQ,1506,13.71,6.83,1.33,15.69,12518,-1.98,4,NELLA_NORMA
ATW,OO,7374,19.69,15.99,2.06,15.69,12518,4.0,5,NELLA_NORMA
AUS,YX,242,2.12,-3.23,0.0,14.33,170654,-12.21,1,NELLA_NORMA
AUS,OH,50,9.28,0.04,0.0,14.33,170654,-5.05,2,NELLA_NORMA
AUS,UA,19134,10.31,4.43,1.38,14.33,170654,-4.02,3,NELLA_NORMA
AUS,AS,5674,11.14,8.29,2.57,14.33,170654,-3.19,4,NELLA_NORMA
AUS,WN,75042,11.76,5.61,0.64,14.33,170654,-2.57,5,NELLA_NORMA
AUS,MQ,4562,13.06,10.94,1.45,14.33,170654,-1.27,6,NELLA_NORMA
AUS,DL,22400,14.11,6.82,0.83,14.33,170654,-0.22,7,NELLA_NORMA
AUS,9E,758,15.29,14.15,0.53,14.33,170654,0.96,8,NELLA_NORMA
AUS,NK,2182,18.5,11.2,2.47,14.33,170654,4.17,9,NELLA_NORMA
AUS,G4,2204,20.44,16.85,1.91,14.33,170654,6.11,10,NELLA_NORMA
AUS,AA,27688,20.75,17.35,1.49,14.33,170654,6.42,11,NELLA_NORMA
AUS,OO,7392,21.57,16.98,0.32,14.33,170654,7.24,12,NELLA_NORMA
AUS,HA,330,21.8,26.27,0.61,14.33,170654,7.47,13,NELLA_NORMA
AUS,F9,1410,25.04,20.88,1.7,14.33,170654,10.71,14,NELLA_NORMA
AUS,B6,1586,33.11,24.05,1.01,14.33,170654,18.78,15,ANOMALO_PEGGIORE
AVL,YX,2258,7.97,2.42,4.43,15.89,24162,-7.92,1,NELLA_NORMA
AVL,9E,1350,10.39,1.91,2.07,15.89,24162,-5.5,2,NELLA_NORMA
AVL,UA,376,11.29,5.99,3.19,15.89,24162,-4.6,3,NELLA_NORMA
AVL,OH,4150,11.81,11.15,2.84,15.89,24162,-4.08,4,NELLA_NORMA
AVL,DL,4536,12.26,3.49,2.51,15.89,24162,-3.63,5,NELLA_NORMA
AVL,OO,1448,16.29,13.39,4.01,15.89,24162,0.4,6,NELLA_NORMA
AVL,G4,6540,17.9,14.34,3.15,15.89,24162,2.01,7,NELLA_NORMA
AVL,MQ,2362,22.6,19.8,2.71,15.89,24162,6.71,8,NELLA_NORMA
AVL,B6,166,25.28,23.67,1.2,15.89,24162,9.39,9,NELLA_NORMA
AVL,AA,976,46.57,40.52,5.33,15.89,24162,30.68,10,ANOMALO_PEGGIORE
AVP,MQ,968,15.23,10.64,1.24,18.37,3182,-3.14,1,NELLA_NORMA
AVP,OH,476,15.91,2.02,1.26,18.37,3182,-2.46,2,NELLA_NORMA
AVP,AA,1650,18.57,13.48,1.09,18.37,3182,0.2,3,NELLA_NORMA
AVP,OO,88,64.1,52.45,4.55,18.37,3182,45.73,4,ANOMALO_PEGGIORE
AZA,G4,11768,4.42,-0.96,0.71,4.42,11768,0.0,1,NELLA_NORMA
AZO,9E,28,2.64,-2.93,0.0,11.09,2010,-8.45,1,NELLA_NORMA
AZO,OO,1982,11.21,5.64,1.61,11.09,2010,0.12,2,NELLA_NORMA
BDL,YX,1026,-1.15,-8.01,0.39,12.24,44600,-13.39,1,NELLA_NORMA
BDL,MQ,1120,5.38,1.68,1.43,12.24,44600,-6.86,2,NELLA_NORMA
BDL,UA,4390,6.23,1.53,1.32,12.24,44600,-6.01,3,NELLA_NORMA
BDL,9E,732,7.2,1.55,3.01,12.24,44600,-5.04,4,NELLA_NORMA
BDL,DL,8044,7.47,-0.3,0.8,12.24,44600,-4.77,5,NELLA_NORMA
BDL,NK,1190,9.37,5.86,1.85,12.24,44600,-2.87,6,NELLA_NORMA
BDL,WN,8208,10.67,2.78,0.66,12.24,44600,-1.57,7,NELLA_NORMA
BDL,B6,6770,14.99,7.68,1.36,12.24,44600,2.75,8,NELLA_NORMA
BDL,AA,7948,15.36,10.05,1.64,12.24,44600,3.12,9,NELLA_NORMA
BDL,OH,2976,16.75,11.51,2.55,12.24,44600,4.51,10,NELLA_NORMA
BDL,OO,138,18.63,18.59,1.45,12.24,44600,6.39,11,NELLA_NORMA
BDL,F9,2058,36.47,31.18,2.92,12.24,44600,24.23,12,ANOMALO_PEGGIORE
BET,AS,1452,8.41,12.03,1.1,8.41,1452,0.0,1,NELLA_NORMA
BFF,OO,1254,9.97,9.16,2.71,9.97,1254,0.0,1,NELLA_NORMA
BFL,MQ,676,1.46,-4.22,0.3,6.98,5362,-5.52,1,NELLA_NORMA
BFL,OO,2842,4.94,-1.5,0.42,6.98,5362,-2.04,2,NELLA_NORMA
BFL,AA,1844,12.17,7.56,1.08,6.98,5362,5.19,3,NELLA_NORMA
BGM,9E,734,12.44,7.25,3.27,12.44,734,0.0,1,NELLA_NORMA
BGR,9E,2524,2.57,-6.16,4.04,11.34,9272,-8.77,1,NELLA_NORMA
BGR,OH,1622,9.41,-0.09,3.08,11.34,9272,-1.93,2,NELLA_NORMA
BGR,YX,2030,10.15,3.25,4.63,11.34,9272,-1.19,3,NELLA_NORMA
BGR,MQ,498,11.59,12.59,1.61,11.34,9272,0.25,4,NELLA_NORMA
BGR,OO,312,15.46,14.63,0.64,11.34,9272,4.12,5,NELLA_NORMA
BGR,G4,1070,18.8,3.99,2.8,11.34,9272,7.46,6,NELLA_NORMA
BGR,AA,1216,25.96,24.85,1.97,11.34,9272,14.62,7,NELLA_NORMA
BHM,UA,8,-4.25,-11.5,0.0,11.36,34462,-15.61,1,ANOMALO_MIGLIORE
BHM,YX,770,-1.21,-3.86,1.04,11.36,34462,-12.57,2,NELLA_NORMA
BHM,DL,5844,6.06,1.18,0.89,11.36,34462,-5.3,3,NELLA_NORMA
BHM,9E,2230,6.78,-0.66,3.5,11.36,34462,-4.58,4,NELLA_NORMA
BHM,MQ,4926,9.52,6.18,1.02,11.36,34462,-1.84,5,NELLA_NORMA
BHM,NK,146,10.16,11.7,0.0,11.36,34462,-1.2,6,NELLA_NORMA
BHM,WN,8606,12.43,7.38,0.84,11.36,34462,1.07,7,NELLA_NORMA
BHM,OO,3194,14.4,10.03,0.88,11.36,34462,3.04,8,NELLA_NORMA
BHM,OH,7960,15.07,11.28,1.48,11.36,34462,3.71,9,NELLA_NORMA
BHM,AA,778,26.46,24.75,1.54,11.36,34462,15.1,10,ANOMALO_PEGGIORE
BIH,OO,548,19.79,8.94,6.93,19.79,548,0.0,1,NELLA_NORMA
BIL,UA,1472,1.81,-1.27,0.68,6.07,8298,-4.26,1,NELLA_NORMA
BIL,OO,2688,2.1,-0.82,0.6,6.07,8298,-3.97,2,NELLA_NORMA
BIL,DL,1576,5.28,2.26,1.27,6.07,8298,-0.79,3,NELLA_NORMA
BIL,MQ,1832,11.37,9.25,0.44,6.07,8298,5.3,4,NELLA_NORMA
BIL,G4,730,17.76,16.01,1.37,6.07,8298,11.69,5,NELLA_NORMA
BIS,9E,20,1.6,16.0,0.0,11.25,7948,-9.65,1,NELLA_NORMA
BIS,DL,1260,6.7,-0.39,0.63,11.25,7948,-4.55,2,NELLA_NORMA
BIS,G4,1086,6.89,-3.07,1.47,11.25,7948,-4.36,3,NELLA_NORMA
BIS,MQ,1204,9.4,5.55,0.33,11.25,7948,-1.85,4,NELLA_NORMA
BIS,OO,4378,14.2,8.37,1.01,11.25,7948,2.95,5,NELLA_NORMA
BJI,OO,1460,15.83,9.92,0.96,15.83,1460,0.0,1,NELLA_NORMA
BLI,G4,1918,0.99,-3.77,0.63,6.69,5088,-5.7,1,NELLA_NORMA
BLI,WN,1240,8.83,2.15,0.65,6.69,5088,2.14,2,NELLA_NORMA
BLI,OO,1930,11.0,12.4,0.73,6.69,5088,4.31,3,NELLA_NORMA
BLV,G4,2196,21.24,15.07,2.55,21.24,2196,0.0,1,NELLA_NORMA
BMI,9E,1462,7.53,0.36,1.23,10.52,3500,-2.99,1,NELLA_NORMA
BMI,MQ,1458,8.51,2.68,1.65,10.52,3500,-2.01,2,NELLA_NORMA
BMI,F9,120,9.53,12.97,3.33,10.52,3500,-0.99,3,NELLA_NORMA
BMI,G4,460,26.7,23.46,1.74,10.52,3500,16.18,4,ANOMALO_PEGGIORE
BNA,YX,11446,3.24,0.69,1.21,11.45,200410,-8.21,1,NELLA_NORMA
BNA,DL,16776,4.43,-1.66,0.87,11.45,200410,-7.02,2,NELLA_NORMA
BNA,AS,2426,7.34,-1.87,1.07,11.45,200410,-4.11,3,NELLA_NORMA
BNA,UA,12484,10.85,5.96,1.57,11.45,200410,-0.6,4,NELLA_NORMA
BNA,G4,6056,10.91,5.21,1.45,11.45,200410,-0.54,5,NELLA_NORMA
BNA,WN,102002,10.98,3.78,0.84,11.45,200410,-0.47,6,NELLA_NORMA
BNA,MQ,5078,11.61,9.63,2.32,11.45,200410,0.16,7,NELLA_NORMA
BNA,OH,4804,12.66,10.32,2.0,11.45,200410,1.21,8,NELLA_NORMA
BNA,OO,8274,13.53,9.45,1.69,11.45,200410,2.08,9,NELLA_NORMA
BNA,B6,2708,15.07,9.06,1.77,11.45,200410,3.62,10,NELLA_NORMA
BNA,F9,1528,16.24,15.45,1.83,11.45,200410,4.79,11,NELLA_NORMA
BNA,NK,7616,19.01,10.16,2.84,11.45,200410,7.56,12,NELLA_NORMA
BNA,9E,2378,20.85,17.42,3.78,11.45,200410,9.4,13,NELLA_NORMA
BNA,AA,16834,21.18,19.11,2.15,11.45,200410,9.73,14,NELLA_NORMA
BOI,AS,1250,4.36,3.81,0.64,6.64,45718,-2.28,1,NELLA_NORMA
BOI,OO,22614,4.76,2.86,0.34,6.64,45718,-1.88,2,NELLA_NORMA
BOI,MQ,534,6.61,2.83,0.37,6.64,45718,-0.03,3,NELLA_NORMA
BOI,WN,9490,6.83,0.36,0.27,6.64,45718,0.19,4,NELLA_NORMA
BOI,UA,2738,7.17,2.23,2.05,6.64,45718,0.53,5,NELLA_NORMA
BOI,NK,1084,8.48,4.36,2.03,6.64,45718,1.84,6,NELLA_NORMA
BOI,DL,5494,8.84,2.98,0.84,6.64,45718,2.2,7,NELLA_NORMA
BOI,AA,1808,12.07,6.83,1.44,6.64,45718,5.43,8,NELLA_NORMA
BOI,G4,706,33.1,31.71,0.85,6.64,45718,26.46,9,ANOMALO_PEGGIORE
BOS,9E,16,-3.71,-17.86,12.5,11.94,286974,-15.65,1,ANOMALO_MIGLIORE
BOS,G4,1038,3.25,-4.48,2.5,11.94,286974,-8.69,2,NELLA_NORMA
BOS,YX,53158,3.77,-1.54,1.6,11.94,286974,-8.17,3,NELLA_NORMA
BOS,OO,4,9.5,23.5,0.0,11.94,286974,-2.44,4,NELLA_NORMA
BOS,UA,24918,10.26,2.37,1.74,11.94,286974,-1.68,5,NELLA_NORMA
BOS,AS,5176,11.32,4.27,1.62,11.94,286974,-0.62,6,NELLA_NORMA
BOS,DL,51394,12.33,2.46,0.94,11.94,286974,0.39,7,NELLA_NORMA
BOS,MQ,3862,12.96,5.55,1.5,11.94,286974,1.02,8,NELLA_NORMA
BOS,WN,13270,13.2,3.5,0.87,11.94,286974,1.26,9,NELLA_NORMA
BOS,B6,82360,14.46,7.36,1.34,11.94,286974,2.52,10,NELLA_NORMA
BOS,AA,34356,14.64,4.35,1.36,11.94,286974,2.7,11,NELLA_NORMA
BOS,F9,2960,17.83,14.45,2.36,11.94,286974,5.89,12,NELLA_NORMA
BOS,HA,442,19.35,16.95,0.9,11.94,286974,7.41,13,NELLA_NORMA
BOS,NK,14020,21.1,12.25,3.28,11.94,286974,9.16,14,NELLA_NORMA
BPT,OO,1084,6.77,1.14,2.03,9.37,1460,-2.6,1,NELLA_NORMA
BPT,MQ,376,16.86,12.91,2.13,9.37,1460,7.49,2,NELLA_NORMA
BQK,9E,284,7.49,8.09,0.0,15.65,1590,-8.16,1,NELLA_NORMA
BQK,OO,1306,17.43,19.48,0.31,15.65,1590,1.78,2,NELLA_NORMA
BQN,B6,3170,15.32,11.37,1.26,16.9,4892,-1.58,1,NELLA_NORMA
BQN,F9,990,17.86,6.46,1.21,16.9,4892,0.96,2,NELLA_NORMA
BQN,UA,732,22.51,12.81,3.01,16.9,4892,5.61,3,NELLA_NORMA
BRD,OO,1298,7.3,2.34,0.62,7.3,1298,0.0,1,NELLA_NORMA
BRO,MQ,2484,5.69,3.63,1.45,8.99,3924,-3.3,1,NELLA_NORMA
BRO,OO,1440,14.76,11.02,2.78,8.99,3924,5.77,2,NELLA_NORMA
BRW,AS,728,9.59,11.36,5.22,9.59,728,0.0,1,NELLA_NORMA
BTM,OO,1380,-4.98,-14.18,0.0,-4.98,1380,0.0,1,NELLA_NORMA
BTR,DL,1818,7.5,0.74,1.21,12.4,9834,-4.9,1,NELLA_NORMA
BTR,9E,1004,9.59,5.52,1.79,12.4,9834,-2.81,2,NELLA_NORMA
BTR,OO,1180,13.84,9.38,2.88,12.4,9834,1.44,3,NELLA_NORMA
BTR,MQ,1986,14.03,11.46,2.11,12.4,9834,1.63,4,NELLA_NORMA
BTR,OH,3838,14.16,10.68,1.67,12.4,9834,1.76,5,NELLA_NORMA
BTR,UA,8,24.0,24.0,0.0,12.4,9834,11.6,6,NELLA_NORMA
BTV,F9,24,2.5,-2.42,0.0,9.54,16236,-7.04,1,NELLA_NORMA
BTV,YX,3366,2.65,-5.91,2.2,9.54,16236,-6.89,2,NELLA_NORMA
BTV,B6,12,3.0,-0.67,0.0,9.54,16236,-6.54,3,NELLA_NORMA
BTV,DL,936,7.83,1.22,1.71,9.54,16236,-1.71,4,NELLA_NORMA
BTV,UA,2234,8.1,6.52,1.7,9.54,16236,-1.44,5,NELLA_NORMA
BTV,MQ,672,8.93,10.5,2.08,9.54,16236,-0.61,6,NELLA_NORMA
BTV,9E,3566,9.83,1.7,2.8,9.54,16236,0.29,7,NELLA_NORMA
BTV,OO,490,12.37,6.67,0.0,9.54,16236,2.83,8,NELLA_NORMA
BTV,OH,3508,14.26,9.32,1.82,9.54,16236,4.72,9,NELLA_NORMA
BTV,AA,1424,16.23,10.71,1.26,9.54,16236,6.69,10,NELLA_NORMA
BTV,G4,4,38.0,15.0,50.0,9.54,16236,28.46,11,ANOMALO_PEGGIORE
BUF,YX,5546,6.05,1.44,3.61,10.97,44328,-4.92,1,NELLA_NORMA
BUF,MQ,994,6.77,2.55,1.01,10.97,44328,-4.2,2,NELLA_NORMA
BUF,9E,3848,8.63,0.6,3.01,10.97,44328,-2.34,3,NELLA_NORMA
BUF,WN,10692,9.8,2.33,1.66,10.97,44328,-1.17,4,NELLA_NORMA
BUF,B6,6902,9.91,5.26,2.09,10.97,44328,-1.06,5,NELLA_NORMA
BUF,DL,4260,10.3,2.42,1.17,10.97,44328,-0.67,6,NELLA_NORMA
BUF,UA,1994,11.26,9.45,2.11,10.97,44328,0.29,7,NELLA_NORMA
BUF,OO,1618,16.07,9.71,2.97,10.97,44328,5.1,8,NELLA_NORMA
BUF,AA,4360,16.47,13.59,1.38,10.97,44328,5.5,9,NELLA_NORMA
BUF,OH,1802,17.99,17.12,2.55,10.97,44328,7.02,10,NELLA_NORMA
BUF,F9,2312,18.58,12.23,3.89,10.97,44328,7.61,11,NELLA_NORMA
BUR,AS,4494,3.95,2.67,2.18,9.26,61262,-5.31,1,NELLA_NORMA
BUR,MQ,92,5.04,-3.87,0.0,9.26,61262,-4.22,2,NELLA_NORMA
BUR,WN,37302,7.47,0.29,0.99,9.26,61262,-1.79,3,NELLA_NORMA
BUR,F9,148,8.77,13.18,0.0,9.26,61262,-0.49,4,NELLA_NORMA
BUR,OO,8240,11.44,9.31,1.0,9.26,61262,2.18,5,NELLA_NORMA
BUR,UA,3188,12.55,9.46,1.57,9.26,61262,3.29,6,NELLA_NORMA
BUR,AA,2470,13.57,8.55,0.97,9.26,61262,4.31,7,NELLA_NORMA
BUR,NK,3838,14.2,11.37,1.77,9.26,61262,4.94,8,NELLA_NORMA
BUR,DL,890,21.5,14.88,0.67,9.26,61262,12.24,9,NELLA_NORMA
BUR,B6,600,46.24,39.74,2.0,9.26,61262,36.98,10,ANOMALO_PEGGIORE
BWI,OO,18,-5.78,-11.11,0.0,15.24,197134,-21.02,1,ANOMALO_MIGLIORE
BWI,MQ,1082,3.43,-3.69,1.29,15.24,197134,-11.81,2,NELLA_NORMA
BWI,UA,7250,6.2,-0.11,1.79,15.24,197134,-9.04,3,NELLA_NORMA
BWI,OH,54,6.63,4.37,0.0,15.24,197134,-8.61,4,NELLA_NORMA
BWI,YX,1872,7.16,1.92,1.5,15.24,197134,-8.08,5,NELLA_NORMA
BWI,B6,444,7.17,3.6,2.25,15.24,197134,-8.07,6,NELLA_NORMA
BWI,DL,10552,9.2,1.7,0.72,15.24,197134,-6.04,7,NELLA_NORMA
BWI,AA,7554,15.39,8.45,1.75,15.24,197134,0.15,8,NELLA_NORMA
BWI,WN,146486,15.78,8.41,0.91,15.24,197134,0.54,9,NELLA_NORMA
BWI,AS,1170,15.94,11.0,2.05,15.24,197134,0.7,10,NELLA_NORMA
BWI,NK,13506,15.94,8.18,1.76,15.24,197134,0.7,10,NELLA_NORMA
BWI,9E,1000,18.5,10.34,5.6,15.24,197134,3.26,12,NELLA_NORMA
BWI,F9,5856,26.03,22.82,3.55,15.24,197134,10.79,13,NELLA_NORMA
BWI,G4,290,32.8,27.42,1.38,15.24,197134,17.56,14,ANOMALO_PEGGIORE
BZN,AS,1306,4.94,6.3,1.23,10.73,20402,-5.79,1,NELLA_NORMA
BZN,MQ,136,6.03,-0.07,0.0,10.73,20402,-4.7,2,NELLA_NORMA
BZN,OO,4022,6.43,2.77,0.55,10.73,20402,-4.3,3,NELLA_NORMA
BZN,DL,3602,7.06,1.97,0.5,10.73,20402,-3.67,4,NELLA_NORMA
BZN,WN,4024,7.97,1.82,0.45,10.73,20402,-2.76,5,NELLA_NORMA
BZN,UA,4444,12.07,7.06,1.35,10.73,20402,1.34,6,NELLA_NORMA
BZN,G4,752,13.05,7.29,2.39,10.73,20402,2.32,7,NELLA_NORMA
BZN,AA,1826,29.57,26.74,0.33,10.73,20402,18.84,8,ANOMALO_PEGGIORE
BZN,B6,290,37.79,33.71,2.07,10.73,20402,27.06,9,ANOMALO_PEGGIORE
CAE,DL,3040,4.15,-4.01,0.72,9.16,13632,-5.01,1,NELLA_NORMA
CAE,OO,1454,4.69,3.01,0.69,9.16,13632,-4.47,2,NELLA_NORMA
CAE,9E,2506,6.58,1.16,1.92,9.16,13632,-2.58,3,NELLA_NORMA
CAE,MQ,112,6.7,4.71,0.0,9.16,13632,-2.46,4,NELLA_NORMA
CAE,OH,4440,9.57,8.7,1.31,9.16,13632,0.41,5,NELLA_NORMA
CAE,YX,682,13.56,10.52,4.69,9.16,13632,4.4,6,NELLA_NORMA
CAE,AA,1398,26.58,22.82,3.0,9.16,13632,17.42,7,ANOMALO_PEGGIORE
CAK,OH,3300,9.77,6.47,0.73,14.21,6950,-4.44,1,NELLA_NORMA
CAK,G4,1512,16.64,10.31,1.98,14.21,6950,2.43,2,NELLA_NORMA
CAK,OO,2138,19.4,17.71,1.59,14.21,6950,5.19,3,NELLA_NORMA
CDC,OO,1258,3.81,-1.8,0.79,3.81,1258,0.0,1,NELLA_NORMA
CDV,AS,1452,0.35,-0.66,1.93,0.35,1452,0.0,1,NELLA_NORMA
CHA,YX,296,4.48,1.84,0.0,12.26,13704,-7.78,1,NELLA_NORMA
CHA,DL,2466,8.52,0.01,0.81,12.26,13704,-3.74,2,NELLA_NORMA
CHA,9E,3068,8.88,2.92,0.65,12.26,13704,-3.38,3,NELLA_NORMA
CHA,OH,2942,12.2,8.13,1.02,12.26,13704,-0.06,4,NELLA_NORMA
CHA,OO,1876,14.97,13.89,1.81,12.26,13704,2.71,5,NELLA_NORMA
CHA,MQ,2498,16.81,12.84,1.92,12.26,13704,4.55,6,NELLA_NORMA
CHA,G4,558,22.92,18.3,3.23,12.26,13704,10.66,7,NELLA_NORMA
CHO,OH,126,-3.56,-1.38,0.0,10.19,6406,-13.75,1,NELLA_NORMA
CHO,YX,926,8.11,8.96,2.59,10.19,6406,-2.08,2,NELLA_NORMA
CHO,9E,3568,9.28,2.28,2.69,10.19,6406,-0.91,3,NELLA_NORMA
CHO,DL,514,9.61,-1.29,0.0,10.19,6406,-0.58,4,NELLA_NORMA
CHO,OO,1272,15.86,16.5,1.89,10.19,6406,5.67,5,NELLA_NORMA
CHS,YX,4544,4.07,-1.04,1.32,11.02,51378,-6.95,1,NELLA_NORMA
CHS,AS,700,4.34,-1.52,2.57,11.02,51378,-6.68,2,NELLA_NORMA
