airline,airport,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancellation_rate_pct,active_months
9E,EYW,318,-27.0,561.0,21.96,1.89,[ 1  2  3  4  5 12]
9E,FAR,448,-36.0,267.0,-2.27,0.45,[ 1  2  3  4  5  6  7  8  9 10 11]
9E,FAY,698,-32.0,949.0,8.37,0.0,[ 1  2  3  4  5  6  9 10 11 12]
9E,FLL,44,-21.0,89.0,13.86,0.0,[ 1 12]
9E,FSD,708,-48.0,412.0,5.62,0.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,FWA,468,-54.0,351.0,-2.93,3.42,[ 1  2  3 11]
9E,GFK,172,-45.0,478.0,10.98,0.0,[ 1  2  3  9 12]
9E,GNV,246,-42.0,322.0,1.04,0.81,[ 1  3  4  6  7  8 11 12]
9E,GPT,110,-34.0,221.0,-1.07,0.0,[ 1  4 11 12]
9E,GRB,146,-42.0,331.0,-10.49,0.0,[ 1  4  5 10]
9E,GRR,1874,-42.0,390.0,-2.33,4.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GSO,3114,-46.0,879.0,-2.86,2.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GSP,2766,-43.0,829.0,-0.08,2.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GTR,1464,-38.0,381.0,-3.88,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,HPN,1912,-45.0,899.0,1.15,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,HSV,1180,-32.0,989.0,2.61,1.53,[ 1  2  3  4  5  6  7  8 10 11 12]
9E,IAD,776,-55.0,382.0,-5.31,0.26,[ 1  2  3  4  9 10 11 12]
9E,ICT,336,-34.0,204.0,1.93,0.0,[ 1  2  3 11 12]
9E,ILM,2624,-39.0,829.0,1.54,2.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,IND,4832,-48.0,1086.0,-1.08,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ITH,1454,-55.0,1074.0,-3.83,2.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,JAN,496,-30.0,894.0,3.44,0.4,[ 1  2  9 10 11 12]
9E,JAX,1818,-52.0,1147.0,-0.2,2.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,JFK,34266,-60.0,1082.0,1.1,3.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LAN,292,-32.0,280.0,0.34,2.05,[ 1  2  3  7  8  9 10]
9E,LEX,430,-38.0,181.0,-1.7,0.0,[ 1  2  3  4  5 11 12]
9E,LFT,1604,-42.0,1171.0,0.73,1.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LGA,64128,-69.0,1100.0,-3.04,3.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LIT,570,-39.0,457.0,8.2,1.4,[ 1  2  3  4  6  7  8  9 10 11 12]
9E,MBS,192,-27.0,103.0,-4.93,0.0,[4 5 6 7 8]
9E,MCI,2482,-42.0,1047.0,6.47,4.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MDT,578,-50.0,391.0,-2.31,1.04,[ 1  2  3  4  5  6 11 12]
9E,MEM,2128,-39.0,1305.0,0.3,2.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MGM,1844,-35.0,1132.0,4.89,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MIA,30,-23.0,99.0,35.53,0.0,[ 1 12]
9E,MKE,1812,-45.0,1114.0,7.79,2.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MLI,1456,-36.0,477.0,2.47,2.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MLU,1738,-42.0,885.0,7.12,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MOB,1540,-33.0,1136.0,-0.21,0.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MQT,242,-45.0,87.0,-14.26,2.48,[1 2 3 5 6]
9E,MSN,1508,-58.0,712.0,-0.3,2.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MSP,15110,-50.0,893.0,3.14,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MSY,4,-42.0,-13.0,-27.5,0.0,[1]
9E,MYR,1094,-42.0,1011.0,-1.77,2.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,OAJ,1096,-39.0,1157.0,0.57,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,OKC,8,-12.0,171.0,39.0,0.0,[10 11]
9E,OMA,994,-39.0,779.0,5.01,3.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ORD,158,-26.0,266.0,10.86,1.27,[ 1  3  4  6  7 10 11]
9E,ORF,4394,-43.0,1024.0,6.56,2.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ORH,598,-40.0,1027.0,10.19,5.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PHL,300,-37.0,371.0,-2.3,0.0,[ 1  2  3 11 12]
9E,PIT,3602,-50.0,1011.0,7.27,2.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PNS,530,-43.0,1089.0,16.84,1.13,[ 1  2  3  4  5  6  7  8  9 11 12]
9E,PVD,1488,-40.0,1135.0,4.15,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PWM,1788,-44.0,1269.0,13.92,4.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RAP,394,-37.0,951.0,10.37,0.0,[ 6  7  8 11 12]
9E,RDU,12878,-47.0,1018.0,8.04,2.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RIC,4068,-46.0,1101.0,7.08,3.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ROA,1912,-41.0,830.0,3.75,1.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ROC,5372,-49.0,1184.0,1.37,3.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RST,488,-35.0,865.0,8.85,2.05,[ 1  2  3  4  6  7  8  9 10 12]
9E,RSW,38,-28.0,78.0,5.32,0.0,[ 1 12]
9E,SAV,3730,-46.0,1159.0,5.87,3.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,SBN,22,-31.0,-9.0,-16.45,0.0,[ 1  9 10 11 12]
9E,SDF,346,-36.0,518.0,9.88,2.31,[ 1  2  4  5  6  7  8  9 10 12]
9E,SGF,1272,-40.0,339.0,0.72,0.47,[ 1  2  3  4  5  7  8  9 10 11 12]
9E,SHV,2342,-37.0,667.0,-1.61,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,STL,2968,-42.0,836.0,-2.71,3.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,SYR,4016,-56.0,677.0,-3.64,2.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TLH,1254,-37.0,1143.0,8.48,2.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TPA,16,-3.0,296.0,87.63,0.0,[12]
9E,TRI,2262,-41.0,685.0,-4.31,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TUL,522,-44.0,156.0,-1.42,0.0,[ 1  2  3  4  5  6  9 10 11 12]
9E,TVC,482,-37.0,1144.0,6.0,0.83,[ 1  4  5  6  7  8  9 10 11]
9E,TYS,5830,-49.0,781.0,-4.81,1.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,VLD,1442,-34.0,405.0,3.88,2.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,VPS,42,-9.0,102.0,23.5,4.76,[ 1  2  3  9 10]
9E,XNA,3912,-44.0,894.0,0.3,0.61,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ABQ,6024,-44.0,1257.0,14.6,2.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AGS,46,-20.0,179.0,34.35,0.0,[4]
AA,ALB,2906,-80.0,1487.0,13.76,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AMA,410,-31.0,977.0,21.83,2.44,[ 1  2 10 11 12]
AA,ANC,1002,-52.0,1401.0,18.54,0.4,[ 1  3  4  5  6  7  8  9 10 11 12]
AA,ATL,15416,-53.0,1475.0,16.03,1.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AUS,27688,-47.0,1487.0,17.35,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AVL,976,-39.0,1417.0,40.52,5.33,[ 1  2  4  5  6  7  8  9 10 11 12]
AA,AVP,1650,-40.0,1141.0,13.48,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BDL,7948,-57.0,1388.0,10.05,1.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BFL,1844,-40.0,1106.0,7.56,1.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BGR,1216,-37.0,1304.0,24.85,1.97,[ 6  7  8  9 10 11]
AA,BHM,778,-29.0,995.0,24.75,1.54,[ 1  2  5  6  9 10 11 12]
AA,BNA,16834,-44.0,1487.0,19.11,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BOI,1808,-45.0,727.0,6.83,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BOS,34356,-77.0,1472.0,4.35,1.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BTV,1424,-39.0,1117.0,10.71,1.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BUF,4360,-53.0,1477.0,13.59,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BUR,2470,-45.0,1323.0,8.55,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BWI,7554,-70.0,1069.0,8.45,1.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BZN,1826,-47.0,1485.0,26.74,0.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CAE,1398,-38.0,1046.0,22.82,3.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CHS,9776,-43.0,1326.0,13.1,1.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CID,2510,-47.0,1499.0,27.65,3.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CLE,9338,-62.0,1488.0,9.59,1.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CLT,252962,-65.0,1472.0,17.03,1.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CMH,7044,-65.0,1432.0,13.39,1.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,COS,2160,-43.0,1478.0,17.66,2.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CVG,6682,-55.0,1335.0,13.51,1.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DAB,630,-27.0,402.0,6.98,0.95,[1 2 3 4 5 6]
AA,DCA,54942,-82.0,1453.0,9.48,1.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DEN,16864,-62.0,1463.0,13.07,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DFW,332568,-63.0,1490.0,19.22,1.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DRO,18,-16.0,137.0,36.56,0.0,[6 7 8]
AA,DSM,4980,-69.0,1439.0,18.63,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DTW,11720,-63.0,1061.0,8.45,1.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ECP,1414,-32.0,1241.0,33.17,1.98,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EGE,2666,-55.0,1363.0,35.2,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ELP,5518,-35.0,1500.0,13.59,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EUG,1546,-38.0,1279.0,14.14,1.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EWR,13650,-67.0,1374.0,13.0,2.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EYW,3482,-40.0,1399.0,37.26,2.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FAT,4110,-42.0,1364.0,14.38,1.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FCA,770,-43.0,1193.0,19.27,0.52,[ 6  7  8  9 10 11]
AA,FLL,13038,-46.0,1468.0,17.17,1.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FSD,1306,-46.0,730.0,14.41,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GEG,2880,-54.0,1443.0,12.79,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GRR,5046,-62.0,996.0,12.98,1.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSO,2648,-60.0,1479.0,21.85,2.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSP,2686,-48.0,1143.0,18.32,2.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GUC,248,-36.0,1205.0,35.98,1.61,[ 1  2  3  4 12]
AA,HDN,368,-33.0,1493.0,40.66,0.54,[ 1  2  3  4 12]
AA,HNL,4512,-78.0,1479.0,-7.87,0.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,HSV,26,-29.0,85.0,15.38,0.0,[11 12]
AA,IAD,1480,-49.0,1094.0,6.61,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IAH,14158,-56.0,1371.0,17.81,2.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ICT,1120,-32.0,1230.0,26.81,2.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ILM,2974,-39.0,1021.0,11.27,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IND,13400,-57.0,1423.0,10.76,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAC,2094,-48.0,1418.0,38.74,1.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAX,14728,-55.0,1495.0,14.37,1.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JFK,28998,-89.0,1455.0,0.16,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,KOA,1500,-76.0,1498.0,6.1,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAS,28034,-55.0,1492.0,11.52,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAX,60802,-64.0,1483.0,9.53,0.66,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LBB,848,-37.0,1142.0,24.22,2.59,[ 1  2  3  4  5  6  7 10 11 12]
AA,LEX,2134,-43.0,1370.0,23.96,2.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LGA,33338,-66.0,1500.0,8.46,2.3,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIH,1502,-73.0,1284.0,0.57,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIT,1518,-29.0,1188.0,25.19,1.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCI,11612,-56.0,1333.0,14.1,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCO,36066,-48.0,1399.0,14.91,1.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MDT,2114,-54.0,1449.0,16.88,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MEM,8612,-45.0,1485.0,13.5,1.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MFE,3632,-37.0,1399.0,19.04,2.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MHT,242,-31.0,1331.0,18.3,0.0,[4 5 6]
AA,MIA,119758,-68.0,1406.0,17.21,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MKE,5430,-44.0,1456.0,17.64,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MRY,1294,-48.0,1438.0,20.1,1.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSN,4132,-62.0,1323.0,17.89,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSO,464,-38.0,926.0,11.29,0.43,[ 1  6  7  8  9 10 11 12]
AA,MSP,9390,-59.0,1465.0,9.17,1.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSY,13514,-41.0,1462.0,18.61,1.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MTJ,1008,-31.0,1396.0,20.85,0.2,[ 1  2  3  4  6  7  8  9 10 11 12]
AA,MYR,2338,-38.0,893.0,11.1,1.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OGG,2516,-70.0,1289.0,-3.96,0.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OKC,5412,-37.0,1368.0,14.97,1.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OMA,6338,-53.0,1401.0,12.28,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ONT,6872,-48.0,1482.0,9.29,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORD,103962,-71.0,1489.0,16.47,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORF,5756,-56.0,1491.0,13.62,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PBI,12010,-48.0,1401.0,19.12,1.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PDX,7580,-49.0,1497.0,10.0,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHL,91218,-67.0,1416.0,11.06,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHX,110418,-88.0,1479.0,8.32,0.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PIT,12642,-71.0,1432.0,11.55,1.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PNS,3570,-35.0,1320.0,32.57,2.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PSP,3574,-46.0,1308.0,10.63,1.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PVD,4420,-37.0,1419.0,11.77,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PWM,3532,-49.0,1308.0,13.42,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RAP,262,-31.0,1127.0,36.98,1.53,[ 6  7  8  9 10]
AA,RDM,264,-31.0,1380.0,86.08,1.52,[ 5  6  7  8  9 10]
AA,RDU,22672,-60.0,1410.0,13.83,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RIC,7492,-48.0,1250.0,14.23,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RNO,4824,-54.0,1493.0,12.92,1.24,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ROC,1740,-38.0,1112.0,18.2,1.61,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RSW,10850,-39.0,1339.0,14.53,2.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAN,18408,-52.0,1435.0,12.1,1.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAT,16024,-44.0,1486.0,14.12,1.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAV,3802,-41.0,1124.0,18.53,2.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBA,2068,-43.0,1418.0,16.55,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBN,4,-37.0,7.0,-15.0,0.0,[11]
AA,SBP,1602,-41.0,1256.0,24.06,0.37,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SDF,5144,-43.0,1473.0,17.65,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SEA,11174,-54.0,1434.0,7.84,1.54,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SFO,21456,-67.0,1478.0,13.45,0.96,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJC,2914,-45.0,1175.0,8.1,1.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJU,7984,-47.0,1470.0,20.36,0.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SLC,7704,-55.0,1419.0,12.04,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SMF,7040,-60.0,1310.0,10.02,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SNA,13158,-63.0,1382.0,9.15,1.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SRQ,5258,-42.0,1470.0,18.03,3.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STL,14234,-48.0,1470.0,13.89,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STS,364,-30.0,1354.0,46.12,0.55,[ 5  6  7  8  9 10 11]
AA,STT,4056,-53.0,1461.0,22.67,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STX,1500,-39.0,1471.0,20.49,0.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SYR,3344,-65.0,913.0,10.83,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TPA,25500,-47.0,1485.0,15.47,2.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUL,4866,-37.0,1457.0,16.27,2.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUS,6574,-41.0,1401.0,10.49,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TVC,182,-24.0,1139.0,62.25,0.0,[6 7 8 9]
AA,TYS,3030,-58.0,1479.0,12.76,2.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,VPS,3754,-43.0,1432.0,22.96,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,XNA,2564,-29.0,999.0,20.82,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ABQ,846,-45.0,266.0,4.52,0.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADK,208,-70.0,217.0,-6.83,7.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADQ,1632,-38.0,782.0,1.35,2.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AKN,356,-37.0,88.0,-3.27,0.56,[4 5 6 7 8 9]
AS,ANC,28558,-65.0,499.0,0.98,1.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ATL,2880,-62.0,316.0,4.06,2.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AUS,5674,-50.0,613.0,8.29,2.57,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BET,1452,-36.0,302.0,12.03,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BNA,2426,-58.0,436.0,-1.87,1.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
