airline,airport,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancellation_rate_pct,active_months
AS,BOI,1250,-41.0,404.0,3.81,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BOS,5176,-72.0,735.0,4.27,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BRW,728,-29.0,285.0,11.36,5.22,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BUR,4494,-39.0,490.0,2.67,2.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BWI,1170,-44.0,650.0,11.0,2.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BZN,1306,-50.0,301.0,6.3,1.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CDV,1452,-37.0,244.0,-0.66,1.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CHS,700,-58.0,152.0,-1.52,2.57,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CLE,954,-47.0,364.0,1.44,1.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CMH,942,-59.0,175.0,-1.73,1.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,CVG,702,-49.0,239.0,3.87,3.42,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DAL,726,-41.0,201.0,-2.37,2.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DCA,3642,-72.0,309.0,-2.71,0.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DEN,4460,-49.0,359.0,4.8,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DFW,4808,-52.0,540.0,13.53,2.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,DLG,220,-36.0,226.0,3.52,2.73,[6 7 8 9]
AS,DTW,1020,-51.0,336.0,4.74,1.96,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,EUG,596,-30.0,484.0,13.78,2.35,[ 1  2  3  5  6  7  8  9 10 11 12]
AS,EWR,6540,-70.0,511.0,5.8,2.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FAI,5226,-53.0,452.0,-1.01,1.11,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FAT,754,-35.0,289.0,3.33,2.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,FLL,2040,-55.0,344.0,10.86,7.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,GEG,4590,-37.0,294.0,1.26,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,GST,180,-35.0,220.0,-0.36,6.67,[6 7 8]
AS,HNL,8754,-65.0,678.0,4.28,2.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IAD,4200,-67.0,323.0,5.51,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IAH,1766,-52.0,323.0,4.78,2.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,IND,1078,-47.0,520.0,6.21,2.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,JAC,166,-49.0,154.0,4.05,6.02,[1 2 3 6 7 8]
AS,JFK,7574,-82.0,796.0,-0.22,3.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,JNU,9174,-46.0,780.0,0.6,1.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,KOA,4104,-68.0,550.0,1.68,3.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,KTN,4842,-65.0,593.0,-2.56,1.82,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LAS,10872,-61.0,603.0,8.95,2.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LAX,18562,-64.0,558.0,1.47,1.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,LIH,2226,-82.0,486.0,5.61,0.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MCI,1550,-41.0,247.0,-1.75,1.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MCO,5282,-61.0,439.0,13.24,3.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MIA,1068,-73.0,359.0,11.38,5.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MKE,944,-40.0,194.0,-3.41,0.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MSO,498,-35.0,268.0,5.7,0.0,[ 4  5  6  7  8  9 10 11 12]
AS,MSP,2100,-58.0,485.0,1.81,1.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,MSY,1404,-48.0,704.0,5.63,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OAK,1452,-42.0,269.0,-2.57,2.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OGG,4244,-69.0,521.0,2.23,3.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OKC,694,-36.0,201.0,5.33,2.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OMA,940,-40.0,523.0,2.83,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OME,730,-28.0,196.0,3.36,3.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ONT,2828,-46.0,480.0,0.38,2.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ORD,6320,-57.0,917.0,8.31,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,OTZ,732,-32.0,412.0,-1.22,6.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PAE,2142,-49.0,414.0,-1.23,2.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PDX,33966,-60.0,450.0,3.6,2.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PHL,1266,-55.0,253.0,8.5,1.42,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PHX,10032,-56.0,513.0,3.86,1.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PIT,940,-82.0,223.0,-3.61,2.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSC,746,-33.0,385.0,9.59,2.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSG,1452,-47.0,252.0,-2.23,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,PSP,3036,-65.0,319.0,0.91,3.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RDM,924,-24.0,360.0,9.37,2.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RDU,1052,-58.0,862.0,8.9,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RNO,1200,-32.0,320.0,5.35,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,RSW,340,-63.0,225.0,3.13,4.12,[ 1  2  3  4  5  6  7  8  9 11 12]
AS,SAN,20606,-58.0,899.0,7.4,2.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SAT,1266,-45.0,303.0,5.69,0.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SBA,660,-44.0,207.0,-2.29,0.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SBP,124,-24.0,253.0,7.19,0.0,[10 11 12]
AS,SCC,1140,-44.0,422.0,-8.26,3.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SEA,156286,-70.0,540.0,6.09,1.54,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SFO,22976,-65.0,850.0,6.78,2.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SIT,2656,-39.0,498.0,-1.48,1.51,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SJC,5702,-54.0,658.0,-1.49,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SLC,2470,-46.0,638.0,3.36,1.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SMF,2272,-38.0,348.0,3.77,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,SNA,8230,-43.0,682.0,0.29,1.22,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,STL,1558,-60.0,473.0,-0.75,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,STS,630,-39.0,276.0,9.78,0.95,[ 1  3  4  5  6  7  8  9 10 11 12]
AS,TPA,2198,-59.0,852.0,16.39,4.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,TUS,1052,-52.0,251.0,8.11,0.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,WRG,1452,-39.0,238.0,-3.57,1.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,YAK,1452,-52.0,242.0,-4.48,2.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ABQ,510,-41.0,1398.0,45.11,1.96,[ 2  3  4  5  6  7  8  9 10]
B6,ACK,2014,-41.0,394.0,8.42,3.87,[ 5  6  7  8  9 10]
B6,ALB,1558,-48.0,1197.0,12.94,1.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ATL,6014,-44.0,1263.0,17.56,1.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,AUS,1586,-48.0,1434.0,24.05,1.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,AVL,166,-33.0,383.0,23.67,1.2,[6 7 8 9]
B6,BDL,6770,-68.0,980.0,7.68,1.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BNA,2708,-61.0,1031.0,9.06,1.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BOS,82360,-82.0,981.0,7.36,1.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BQN,3170,-53.0,1031.0,11.37,1.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BTV,12,-12.0,20.0,-0.67,0.0,[1]
B6,BUF,6902,-84.0,1140.0,5.26,2.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,BUR,600,-43.0,1268.0,39.74,2.0,[ 1  2  3  4  5  6  7  8  9 10]
B6,BWI,444,-38.0,316.0,3.6,2.25,[1 2 3 4]
B6,BZN,290,-48.0,1399.0,33.71,2.07,[ 1  2  3  6  7  8  9 12]
B6,CHS,3678,-44.0,1119.0,11.23,1.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,CLE,1644,-36.0,1050.0,6.26,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,CLT,1060,-43.0,993.0,9.36,1.89,[ 1  2  3  4  5  6  7  8  9 10]
B6,DCA,16744,-51.0,1247.0,6.79,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DEN,2466,-52.0,1368.0,26.83,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DFW,728,-51.0,1227.0,33.99,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,DTW,2066,-42.0,1132.0,9.35,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,EWR,11096,-90.0,751.0,9.13,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,EYW,358,-53.0,1452.0,28.91,2.79,[ 1  2  3  4 10 11 12]
B6,FLL,37820,-95.0,1447.0,11.52,1.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,HDN,118,-44.0,1279.0,77.41,1.69,[2 3 4]
B6,HPN,10576,-56.0,972.0,3.58,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,HYA,208,-25.0,1097.0,54.45,6.73,[5 6 7 8 9]
B6,IAH,1472,-48.0,1062.0,20.72,2.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ISP,296,-40.0,1179.0,11.84,0.0,[10 11 12]
B6,JAX,3672,-45.0,1266.0,15.04,2.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,JFK,72230,-88.0,885.0,10.7,1.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LAS,6024,-68.0,1380.0,9.45,0.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LAX,18392,-68.0,841.0,1.27,0.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,LGA,19144,-65.0,1196.0,10.41,2.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MCI,328,-38.0,1186.0,28.44,0.61,[1 2 3 4 5 6]
B6,MCO,34670,-64.0,1029.0,14.48,1.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MIA,3802,-52.0,960.0,22.29,2.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MKE,1070,-46.0,1104.0,8.75,1.12,[ 1  2  3  4  5  6  7  8  9 10]
B6,MSP,648,-41.0,1056.0,30.57,1.54,[ 1  2  3  4  5  6  7  8  9 10]
B6,MSY,2704,-48.0,1282.0,16.84,1.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,MVY,1034,-43.0,1045.0,20.77,5.61,[ 5  6  7  8  9 10]
B6,ONT,600,-49.0,1005.0,5.06,2.0,[ 1  2  3  4  5  6  7  8  9 10]
B6,ORD,2488,-47.0,1093.0,17.8,1.77,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,ORH,1490,-52.0,1335.0,13.86,1.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PBI,17132,-56.0,1150.0,10.97,1.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PDX,426,-63.0,1267.0,39.26,0.94,[ 3  4  5  6  7  8  9 10]
B6,PHL,2160,-46.0,306.0,0.4,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PHX,1894,-55.0,1264.0,25.04,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PIT,2390,-56.0,604.0,5.48,1.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PQI,234,-41.0,564.0,1.58,0.85,[ 9 10 11 12]
B6,PSE,1288,-52.0,838.0,0.96,2.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PSP,158,-55.0,1046.0,19.23,1.27,[1 2 3 4]
B6,PVD,3188,-53.0,947.0,3.13,0.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,PWM,730,-50.0,990.0,11.57,4.66,[ 5  6  7  8  9 10 11 12]
B6,RDU,6414,-47.0,1108.0,11.59,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RIC,3562,-46.0,1311.0,5.51,1.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RNO,544,-49.0,1442.0,22.58,2.21,[ 1  2  3  4  5  6  7  8 12]
B6,ROC,1510,-35.0,561.0,15.27,3.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,RSW,7670,-53.0,1385.0,16.49,2.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SAN,3532,-65.0,1232.0,14.08,0.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SAT,1162,-54.0,1322.0,22.91,2.07,[ 1  2  3  4  5  6  7  8  9 10]
B6,SAV,1826,-48.0,1129.0,12.0,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SEA,1498,-55.0,1009.0,13.88,0.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SFO,8484,-60.0,1203.0,6.12,0.42,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SJC,320,-43.0,1184.0,27.49,1.88,[3 4 5 6 7 8 9]
B6,SJU,20168,-62.0,1440.0,15.07,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SLC,3046,-53.0,1141.0,14.64,0.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,SMF,766,-42.0,1375.0,41.82,1.31,[ 1  2  3  4  5  6  7  8  9 10]
B6,SRQ,1538,-47.0,1203.0,13.67,3.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,STT,1366,-51.0,1368.0,12.39,1.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,STX,40,-26.0,137.0,13.55,0.0,[12]
B6,SYR,2694,-45.0,1401.0,7.36,2.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
B6,TLH,596,-44.0,496.0,1.24,2.01,[ 1  2  3  4  5  6  7  8  9 10]
B6,TPA,10470,-54.0,785.0,13.65,2.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ABQ,3094,-47.0,714.0,-5.59,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,AGS,336,-24.0,935.0,12.74,0.0,[ 4 11 12]
DL,ALB,2704,-58.0,1128.0,3.75,1.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ANC,4936,-64.0,1153.0,1.73,0.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ATL,455256,-65.0,976.0,5.34,0.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ATW,650,-43.0,507.0,2.75,0.92,[ 1  3  4  5  6  7  8  9 10 11 12]
DL,AUS,22400,-49.0,1144.0,6.82,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,AVL,4536,-50.0,959.0,3.49,2.51,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BDL,8044,-60.0,992.0,-0.3,0.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BHM,5844,-35.0,728.0,1.18,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BIL,1576,-37.0,1039.0,2.26,1.27,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BIS,1260,-50.0,647.0,-0.39,0.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BNA,16776,-69.0,1170.0,-1.66,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BOI,5494,-52.0,1148.0,2.98,0.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BOS,51394,-77.0,1117.0,2.46,0.94,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BTR,1818,-44.0,706.0,0.74,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BTV,936,-56.0,569.0,1.22,1.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BUF,4260,-48.0,872.0,2.42,1.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BUR,890,-37.0,1124.0,14.88,0.67,[ 5  6  7  8  9 10 11 12]
DL,BWI,10552,-56.0,918.0,1.7,0.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,BZN,3602,-46.0,997.0,1.97,0.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CAE,3040,-39.0,844.0,-4.01,0.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CHA,2466,-36.0,1049.0,0.01,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CHO,514,-38.0,505.0,-1.29,0.0,[ 1  3  4  5  6  7  8  9 10 11]
DL,CHS,7784,-54.0,1146.0,4.18,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CID,740,-44.0,882.0,12.78,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CLE,6374,-43.0,1068.0,-0.25,0.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CLT,12462,-52.0,1058.0,2.12,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CMH,6664,-50.0,1083.0,-1.7,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,COS,1108,-36.0,1155.0,8.79,0.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,CVG,14264,-61.0,830.0,1.23,0.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAB,2896,-33.0,1071.0,2.14,1.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAL,4160,-38.0,998.0,6.75,0.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DAY,2338,-46.0,1025.0,-8.49,1.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DCA,18128,-74.0,1013.0,2.51,1.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DEN,24878,-63.0,1037.0,2.25,0.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DFW,24438,-58.0,1218.0,6.82,0.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DLH,216,-32.0,390.0,4.41,0.93,[6 7 8 9]
DL,DSM,2366,-45.0,1197.0,1.49,1.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,DTW,117740,-80.0,1148.0,5.08,0.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ECP,4700,-38.0,1094.0,2.49,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EGE,358,-38.0,253.0,5.41,0.56,[ 1  2  3  4 12]
DL,ELP,1428,-37.0,1139.0,1.14,0.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EVV,50,-38.0,956.0,26.29,4.0,[5 6]
DL,EWR,13164,-54.0,1155.0,14.67,1.11,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,EYW,2646,-42.0,1149.0,9.76,2.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAI,1204,-58.0,1082.0,13.34,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAR,1422,-41.0,814.0,-3.72,0.56,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FAT,408,-30.0,719.0,11.51,1.96,[ 6  7  8  9 10 11 12]
DL,FAY,662,-40.0,582.0,-4.93,0.91,[ 1  2  3  4  5  6  7  8  9 11 12]
DL,FCA,1590,-47.0,537.0,3.69,0.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FLL,24580,-73.0,1198.0,9.91,1.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,FSD,1332,-33.0,762.0,14.19,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GEG,6006,-49.0,1157.0,2.11,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GNV,3140,-40.0,1023.0,-1.69,1.27,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GPT,2370,-42.0,989.0,1.85,1.27,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GRB,740,-45.0,522.0,9.68,0.54,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GRR,5708,-55.0,1127.0,-2.75,0.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GSO,4830,-44.0,1069.0,-3.73,0.66,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,GSP,5240,-47.0,904.0,-4.31,0.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HDN,268,-46.0,371.0,7.66,0.0,[ 1  2  3  4 12]
DL,HNL,7370,-78.0,1025.0,-2.84,0.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HOU,3200,-38.0,1102.0,8.76,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HPN,1958,-47.0,1023.0,2.32,0.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,HRL,416,-53.0,175.0,-7.45,0.48,[ 1  2  3  4  5 10 11 12]
DL,HSV,3916,-45.0,688.0,-4.27,1.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IAD,6450,-63.0,1087.0,0.93,0.74,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IAH,16056,-51.0,1158.0,5.79,1.12,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,ICT,1768,-42.0,1088.0,0.55,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IDA,192,-30.0,420.0,9.92,0.0,[10 11 12]
DL,ILM,1566,-40.0,630.0,4.01,1.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,IND,8990,-51.0,1003.0,1.48,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAC,2606,-61.0,1161.0,7.75,0.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAN,4006,-35.0,691.0,-2.39,0.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JAX,11672,-55.0,1205.0,5.43,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JFK,60888,-91.0,1112.0,1.92,0.94,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,JNU,302,-39.0,802.0,2.87,0.0,[ 6  7  8  9 10 11]
DL,KOA,1464,-68.0,930.0,-4.54,2.05,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LAS,32526,-57.0,1117.0,0.56,0.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LAX,72688,-62.0,1070.0,3.2,0.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LEX,3692,-51.0,1177.0,-5.75,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LGA,54878,-75.0,1135.0,3.88,1.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LGB,876,-35.0,1090.0,6.52,0.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LIH,1464,-68.0,1151.0,-10.9,1.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,LIT,4062,-45.0,1150.0,-3.27,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MCI,14162,-57.0,997.0,-1.85,0.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MCO,43534,-71.0,1157.0,10.15,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MDT,1542,-39.0,414.0,-2.88,0.78,[ 1  3  4  5  6  7  8  9 10 11 12]
DL,MDW,3088,-41.0,1179.0,1.2,0.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MEM,8858,-45.0,1024.0,-1.82,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MIA,22832,-69.0,1254.0,13.47,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MKE,8682,-54.0,1159.0,0.38,0.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MLB,2784,-40.0,402.0,-2.35,1.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MOB,1144,-38.0,515.0,-2.1,1.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSN,3848,-48.0,1027.0,-2.47,1.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSO,1462,-40.0,521.0,3.87,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSP,138804,-77.0,1076.0,2.01,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MSY,14486,-64.0,1278.0,4.0,0.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,MTJ,206,-30.0,242.0,-0.68,0.0,[ 1  2  3  4 12]
DL,MYR,4084,-43.0,1077.0,-3.98,1.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OAJ,608,-34.0,732.0,-2.2,1.32,[1 2 3 4 5 6 7 8 9]
DL,OAK,1134,-42.0,970.0,-3.85,1.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OGG,2042,-74.0,1155.0,-3.74,1.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OKC,3448,-42.0,1032.0,-5.63,0.87,[ 1  2  3  4  5  6  7  8  9 10 11 12]
DL,OMA,3804,-43.0,1206.0,-1.24,1.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
