airline,airport,total_flights,min_arr_delay,max_arr_delay,avg_arr_delay,cancellation_rate_pct,active_months
9E,CLE,2484,-48.0,1132.0,5.66,2.78,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,CLT,3136,-53.0,1027.0,9.03,3.92,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,CMH,252,-40.0,344.0,1.48,0.4,[ 1  3  4  5  6  8  9 10 11 12]
9E,CRW,180,-36.0,149.0,-6.53,0.0,[ 1  3  4  9 10 11 12]
9E,CSG,595,-37.0,1247.0,3.69,3.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,CVG,6620,-56.0,1035.0,2.07,1.74,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,CWA,731,-44.0,386.0,-2.9,0.82,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,DAY,483,-38.0,558.0,-2.4,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,DCA,2018,-44.0,1036.0,8.48,1.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,DFW,2,127.0,133.0,130.0,0.0,[12]
9E,DHN,536,-41.0,937.0,3.56,0.56,[ 1  2  3  4  5  6  9 10 11 12]
9E,DLH,189,-27.0,241.0,8.02,1.06,[4 5 6 7 8 9]
9E,DSM,2595,-42.0,1272.0,0.87,1.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,DTW,12740,-46.0,941.0,0.18,0.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ECP,24,-22.0,262.0,35.21,0.0,[1]
9E,EVV,704,-40.0,422.0,-4.25,0.99,[ 1  2  3  6  7  8  9 10 11 12]
9E,EWR,1633,-50.0,1110.0,18.82,3.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,EYW,159,-27.0,561.0,21.96,1.89,[ 1  2  3  4  5 12]
9E,FAR,224,-36.0,267.0,-2.27,0.45,[ 1  2  3  4  5  6  7  8  9 10 11]
9E,FAY,349,-32.0,949.0,8.37,0.0,[ 1  2  3  4  5  6  9 10 11 12]
9E,FLL,22,-21.0,89.0,13.86,0.0,[ 1 12]
9E,FSD,354,-48.0,412.0,5.62,0.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,FWA,234,-54.0,351.0,-2.93,3.42,[ 1  2  3 11]
9E,GFK,86,-45.0,478.0,10.98,0.0,[ 1  2  3  9 12]
9E,GNV,123,-42.0,322.0,1.04,0.81,[ 1  3  4  6  7  8 11 12]
9E,GPT,55,-34.0,221.0,-1.07,0.0,[ 1  4 11 12]
9E,GRB,73,-42.0,331.0,-10.49,0.0,[ 1  4  5 10]
9E,GRR,937,-42.0,390.0,-2.33,4.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GSO,1557,-46.0,879.0,-2.86,2.76,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GSP,1383,-43.0,829.0,-0.08,2.17,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,GTR,732,-38.0,381.0,-3.88,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,HPN,956,-45.0,899.0,1.15,1.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,HSV,590,-32.0,989.0,2.61,1.53,[ 1  2  3  4  5  6  7  8 10 11 12]
9E,IAD,388,-55.0,382.0,-5.31,0.26,[ 1  2  3  4  9 10 11 12]
9E,ICT,168,-34.0,204.0,1.93,0.0,[ 1  2  3 11 12]
9E,ILM,1312,-39.0,829.0,1.54,2.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,IND,2416,-48.0,1086.0,-1.08,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ITH,727,-55.0,1074.0,-3.83,2.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,JAN,248,-30.0,894.0,3.44,0.4,[ 1  2  9 10 11 12]
9E,JAX,909,-52.0,1147.0,-0.2,2.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,JFK,17133,-60.0,1082.0,1.1,3.45,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LAN,146,-32.0,280.0,0.34,2.05,[ 1  2  3  7  8  9 10]
9E,LEX,215,-38.0,181.0,-1.7,0.0,[ 1  2  3  4  5 11 12]
9E,LFT,802,-42.0,1171.0,0.73,1.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LGA,32064,-69.0,1100.0,-3.04,3.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,LIT,285,-39.0,457.0,8.2,1.4,[ 1  2  3  4  6  7  8  9 10 11 12]
9E,MBS,96,-27.0,103.0,-4.93,0.0,[4 5 6 7 8]
9E,MCI,1241,-42.0,1047.0,6.47,4.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MDT,289,-50.0,391.0,-2.31,1.04,[ 1  2  3  4  5  6 11 12]
9E,MEM,1064,-39.0,1305.0,0.3,2.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MGM,922,-35.0,1132.0,4.89,0.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MIA,15,-23.0,99.0,35.53,0.0,[ 1 12]
9E,MKE,906,-45.0,1114.0,7.79,2.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MLI,728,-36.0,477.0,2.47,2.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MLU,869,-42.0,885.0,7.12,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MOB,770,-33.0,1136.0,-0.21,0.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MQT,121,-45.0,87.0,-14.26,2.48,[1 2 3 5 6]
9E,MSN,754,-58.0,712.0,-0.3,2.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MSP,7555,-50.0,893.0,3.14,0.81,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,MSY,2,-42.0,-13.0,-27.5,0.0,[1]
9E,MYR,547,-42.0,1011.0,-1.77,2.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,OAJ,548,-39.0,1157.0,0.57,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,OKC,4,-12.0,171.0,39.0,0.0,[10 11]
9E,OMA,497,-39.0,779.0,5.01,3.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ORD,79,-26.0,266.0,10.86,1.27,[ 1  3  4  6  7 10 11]
9E,ORF,2197,-43.0,1024.0,6.56,2.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ORH,299,-40.0,1027.0,10.19,5.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PHL,150,-37.0,371.0,-2.3,0.0,[ 1  2  3 11 12]
9E,PIT,1801,-50.0,1011.0,7.27,2.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PNS,265,-43.0,1089.0,16.84,1.13,[ 1  2  3  4  5  6  7  8  9 11 12]
9E,PVD,744,-40.0,1135.0,4.15,2.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,PWM,894,-44.0,1269.0,13.92,4.25,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RAP,197,-37.0,951.0,10.37,0.0,[ 6  7  8 11 12]
9E,RDU,6439,-47.0,1018.0,8.04,2.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RIC,2034,-46.0,1101.0,7.08,3.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ROA,956,-41.0,830.0,3.75,1.88,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,ROC,2686,-49.0,1184.0,1.37,3.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,RST,244,-35.0,865.0,8.85,2.05,[ 1  2  3  4  6  7  8  9 10 12]
9E,RSW,19,-28.0,78.0,5.32,0.0,[ 1 12]
9E,SAV,1865,-46.0,1159.0,5.87,3.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,SBN,11,-31.0,-9.0,-16.45,0.0,[ 1  9 10 11 12]
9E,SDF,173,-36.0,518.0,9.88,2.31,[ 1  2  4  5  6  7  8  9 10 12]
9E,SGF,636,-40.0,339.0,0.72,0.47,[ 1  2  3  4  5  7  8  9 10 11 12]
9E,SHV,1171,-37.0,667.0,-1.61,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,STL,1484,-42.0,836.0,-2.71,3.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,SYR,2008,-56.0,677.0,-3.64,2.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TLH,627,-37.0,1143.0,8.48,2.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TPA,8,-3.0,296.0,87.63,0.0,[12]
9E,TRI,1131,-41.0,685.0,-4.31,0.71,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,TUL,261,-44.0,156.0,-1.42,0.0,[ 1  2  3  4  5  6  9 10 11 12]
9E,TVC,241,-37.0,1144.0,6.0,0.83,[ 1  4  5  6  7  8  9 10 11]
9E,TYS,2915,-49.0,781.0,-4.81,1.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,VLD,721,-34.0,405.0,3.88,2.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
9E,VPS,21,-9.0,102.0,23.5,4.76,[ 1  2  3  9 10]
9E,XNA,1956,-44.0,894.0,0.3,0.61,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ABQ,3012,-44.0,1257.0,14.6,2.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AGS,23,-20.0,179.0,34.35,0.0,[4]
AA,ALB,1453,-80.0,1487.0,13.76,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AMA,205,-31.0,977.0,21.83,2.44,[ 1  2 10 11 12]
AA,ANC,501,-52.0,1401.0,18.54,0.4,[ 1  3  4  5  6  7  8  9 10 11 12]
AA,ATL,7708,-53.0,1475.0,16.03,1.73,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AUS,13844,-47.0,1487.0,17.35,1.49,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,AVL,488,-39.0,1417.0,40.52,5.33,[ 1  2  4  5  6  7  8  9 10 11 12]
AA,AVP,825,-40.0,1141.0,13.48,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BDL,3974,-57.0,1388.0,10.05,1.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BFL,922,-40.0,1106.0,7.56,1.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BGR,608,-37.0,1304.0,24.85,1.97,[ 6  7  8  9 10 11]
AA,BHM,389,-29.0,995.0,24.75,1.54,[ 1  2  5  6  9 10 11 12]
AA,BNA,8417,-44.0,1487.0,19.11,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BOI,904,-45.0,727.0,6.83,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BOS,17178,-77.0,1472.0,4.35,1.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BTV,712,-39.0,1117.0,10.71,1.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BUF,2180,-53.0,1477.0,13.59,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BUR,1235,-45.0,1323.0,8.55,0.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BWI,3777,-70.0,1069.0,8.45,1.75,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,BZN,913,-47.0,1485.0,26.74,0.33,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CAE,699,-38.0,1046.0,22.82,3.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CHS,4888,-43.0,1326.0,13.1,1.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CID,1255,-47.0,1499.0,27.65,3.19,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CLE,4669,-62.0,1488.0,9.59,1.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CLT,126481,-65.0,1472.0,17.03,1.34,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CMH,3522,-65.0,1432.0,13.39,1.65,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,COS,1080,-43.0,1478.0,17.66,2.5,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,CVG,3341,-55.0,1335.0,13.51,1.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DAB,315,-27.0,402.0,6.98,0.95,[1 2 3 4 5 6]
AA,DCA,27471,-82.0,1453.0,9.48,1.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DEN,8432,-62.0,1463.0,13.07,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DFW,166284,-63.0,1490.0,19.22,1.99,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DRO,9,-16.0,137.0,36.56,0.0,[6 7 8]
AA,DSM,2490,-69.0,1439.0,18.63,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,DTW,5860,-63.0,1061.0,8.45,1.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ECP,707,-32.0,1241.0,33.17,1.98,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EGE,1333,-55.0,1363.0,35.2,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ELP,2759,-35.0,1500.0,13.59,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EUG,773,-38.0,1279.0,14.14,1.68,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EWR,6825,-67.0,1374.0,13.0,2.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,EYW,1741,-40.0,1399.0,37.26,2.93,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FAT,2055,-42.0,1364.0,14.38,1.41,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FCA,385,-43.0,1193.0,19.27,0.52,[ 6  7  8  9 10 11]
AA,FLL,6519,-46.0,1468.0,17.17,1.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,FSD,653,-46.0,730.0,14.41,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GEG,1440,-54.0,1443.0,12.79,0.83,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GRR,2523,-62.0,996.0,12.98,1.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSO,1324,-60.0,1479.0,21.85,2.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GSP,1343,-48.0,1143.0,18.32,2.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,GUC,124,-36.0,1205.0,35.98,1.61,[ 1  2  3  4 12]
AA,HDN,184,-33.0,1493.0,40.66,0.54,[ 1  2  3  4 12]
AA,HNL,2256,-78.0,1479.0,-7.87,0.04,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,HSV,13,-29.0,85.0,15.38,0.0,[11 12]
AA,IAD,740,-49.0,1094.0,6.61,1.62,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IAH,7079,-56.0,1371.0,17.81,2.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ICT,560,-32.0,1230.0,26.81,2.86,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ILM,1487,-39.0,1021.0,11.27,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,IND,6700,-57.0,1423.0,10.76,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAC,1047,-48.0,1418.0,38.74,1.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JAX,7364,-55.0,1495.0,14.37,1.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,JFK,14499,-89.0,1455.0,0.16,1.13,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,KOA,750,-76.0,1498.0,6.1,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAS,14017,-55.0,1492.0,11.52,1.06,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LAX,30401,-64.0,1483.0,9.53,0.66,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LBB,424,-37.0,1142.0,24.22,2.59,[ 1  2  3  4  5  6  7 10 11 12]
AA,LEX,1067,-43.0,1370.0,23.96,2.53,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LGA,16669,-66.0,1500.0,8.46,2.3,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIH,751,-73.0,1284.0,0.57,0.0,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,LIT,759,-29.0,1188.0,25.19,1.84,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCI,5806,-56.0,1333.0,14.1,1.38,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MCO,18033,-48.0,1399.0,14.91,1.91,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MDT,1057,-54.0,1449.0,16.88,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MEM,4306,-45.0,1485.0,13.5,1.72,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MFE,1816,-37.0,1399.0,19.04,2.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MHT,121,-31.0,1331.0,18.3,0.0,[4 5 6]
AA,MIA,59879,-68.0,1406.0,17.21,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MKE,2715,-44.0,1456.0,17.64,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MRY,647,-48.0,1438.0,20.1,1.39,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSN,2066,-62.0,1323.0,17.89,1.21,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSO,232,-38.0,926.0,11.29,0.43,[ 1  6  7  8  9 10 11 12]
AA,MSP,4695,-59.0,1465.0,9.17,1.36,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MSY,6757,-41.0,1462.0,18.61,1.6,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,MTJ,504,-31.0,1396.0,20.85,0.2,[ 1  2  3  4  6  7  8  9 10 11 12]
AA,MYR,1169,-38.0,893.0,11.1,1.97,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OGG,1258,-70.0,1289.0,-3.96,0.4,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OKC,2706,-37.0,1368.0,14.97,1.85,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,OMA,3169,-53.0,1401.0,12.28,1.29,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ONT,3436,-48.0,1482.0,9.29,1.16,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORD,51981,-71.0,1489.0,16.47,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ORF,2878,-56.0,1491.0,13.62,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PBI,6005,-48.0,1401.0,19.12,1.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PDX,3790,-49.0,1497.0,10.0,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHL,45609,-67.0,1416.0,11.06,1.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PHX,55209,-88.0,1479.0,8.32,0.55,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PIT,6321,-71.0,1432.0,11.55,1.28,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PNS,1785,-35.0,1320.0,32.57,2.46,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PSP,1787,-46.0,1308.0,10.63,1.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PVD,2210,-37.0,1419.0,11.77,0.9,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,PWM,1766,-49.0,1308.0,13.42,2.15,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RAP,131,-31.0,1127.0,36.98,1.53,[ 6  7  8  9 10]
AA,RDM,132,-31.0,1380.0,86.08,1.52,[ 5  6  7  8  9 10]
AA,RDU,11336,-60.0,1410.0,13.83,1.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RIC,3746,-48.0,1250.0,14.23,1.58,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RNO,2412,-54.0,1493.0,12.92,1.24,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,ROC,870,-38.0,1112.0,18.2,1.61,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,RSW,5425,-39.0,1339.0,14.53,2.32,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAN,9204,-52.0,1435.0,12.1,1.18,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAT,8012,-44.0,1486.0,14.12,1.8,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SAV,1901,-41.0,1124.0,18.53,2.52,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBA,1034,-43.0,1418.0,16.55,1.35,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SBN,2,-37.0,7.0,-15.0,0.0,[11]
AA,SBP,801,-41.0,1256.0,24.06,0.37,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SDF,2572,-43.0,1473.0,17.65,2.02,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SEA,5587,-54.0,1434.0,7.84,1.54,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SFO,10728,-67.0,1478.0,13.45,0.96,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJC,1457,-45.0,1175.0,8.1,1.03,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SJU,3992,-47.0,1470.0,20.36,0.43,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SLC,3852,-55.0,1419.0,12.04,1.48,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SMF,3520,-60.0,1310.0,10.02,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SNA,6579,-63.0,1382.0,9.15,1.2,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SRQ,2629,-42.0,1470.0,18.03,3.23,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STL,7117,-48.0,1470.0,13.89,1.59,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STS,182,-30.0,1354.0,46.12,0.55,[ 5  6  7  8  9 10 11]
AA,STT,2028,-53.0,1461.0,22.67,0.89,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,STX,750,-39.0,1471.0,20.49,0.67,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,SYR,1672,-65.0,913.0,10.83,1.14,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TPA,12750,-47.0,1485.0,15.47,2.79,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUL,2433,-37.0,1457.0,16.27,2.26,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TUS,3287,-41.0,1401.0,10.49,1.7,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,TVC,91,-24.0,1139.0,62.25,0.0,[6 7 8 9]
AA,TYS,1515,-58.0,1479.0,12.76,2.31,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,VPS,1877,-43.0,1432.0,22.96,1.44,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AA,XNA,1282,-29.0,999.0,20.82,1.09,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ABQ,423,-45.0,266.0,4.52,0.95,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADK,104,-70.0,217.0,-6.83,7.69,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ADQ,816,-38.0,782.0,1.35,2.08,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AKN,178,-37.0,88.0,-3.27,0.56,[4 5 6 7 8 9]
AS,ANC,14279,-65.0,499.0,0.98,1.63,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,ATL,1440,-62.0,316.0,4.06,2.01,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,AUS,2837,-50.0,613.0,8.29,2.57,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BET,726,-36.0,302.0,12.03,1.1,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BNA,1213,-58.0,436.0,-1.87,1.07,[ 1  2  3  4  5  6  7  8  9 10 11 12]
AS,BOI,625,-41.0,404.0,3.81,0.64,[ 1  2  3  4  5  6  7  8  9 10 11 12]
